Time,Rep1,Rep2,Rep3
136,4.539353689,4.738466089,4.690115489
137,4.663352489,4.561266489,4.705916189
138,4.497958589,4.693762489,4.889324989
139,4.505015089,4.864102389,4.877424989
140,4.460245289,4.870039589,4.833583889
141,5.024415889,4.816836089,4.792055489
142,4.827329989,4.563940589,4.664120789
143,4.837665489,4.357567289,4.714220989
144,4.553373989,4.335448889,4.720038189
145,4.641655889,3.612715889,4.936603389
146,4.367475389,4.315730889,4.177868489
147,3.390649289,4.226445889,4.195948289
148,3.412184489,4.171569389,4.201345889
149,4.201712489,4.158128389,4.483462889
150,3.976916489,4.320407289,4.377488789
151,3.980266489,4.834604489,5.151320789
152,3.971121689,4.799737589,4.919292789
153,4.288084089,4.818929489,4.923783489
154,4.926236989,4.729137889,4.923592089
155,5.001087089,4.620982489,4.671849689
156,4.723973489,4.758037989,4.611716889
157,4.728342989,4.931389589,4.607415189
158,4.564324089,4.940378189,4.924740489
159,4.677455289,4.687647289,4.609899789
160,5.083610689,4.996974489,4.928077389
161,5.092775089,4.663684489,4.709421989
162,4.608659289,4.672359289,4.721057989
163,4.889958489,4.634584289,4.943976089
164,4.467113489,5.070376689,5.111124889
165,4.429160189,4.806361389,4.895243489
166,4.423564589,4.632547889,4.898225489
167,4.721935889,4.644063089,4.865370589
168,4.930789889,5.272839289,5.130826789
169,4.707521689,5.101407389,4.727903489
170,4.706068989,4.723026289,4.688076689
171,5.038338989,4.723026289,4.673590689
172,4.824260489,4.960538489,5.062746889
173,4.580012089,5.195589489,4.610092889
174,4.774215989,4.801114489,4.777700489
175,4.756629989,4.907115289,4.770359489
176,4.925562689,4.901136089,5.007320489
177,4.916896089,5.042918889,5.406693689
178,4.737884689,4.786176889,4.917736889
179,4.724764489,4.839798489,4.818470989
180,5.258086989,4.830916089,4.814041489
181,4.801274389,4.892874489,5.089162589
182,5.044925489,5.449288089,5.342704489
183,4.772844889,4.921143989,5.303961589
184,4.772844889,5.095268489,5.296102089
185,5.186770589,5.102933489,4.836989689
186,4.444144289,5.305442489,5.540508089
187,5.014372889,5.298828089,4.909087289
188,5.008315289,4.872096489,5.479551389
189,5.166540089,4.857211489,5.481159689
190,4.940632889,5.212463589,4.918275389
191,5.011864889,5.190112889,4.967110589
192,5.213771489,5.041819289,5.145615689
193,5.210660689,5.212754489,5.157954089
194,4.958631889,5.217420089,4.929642489
195,5.027692689,5.087170189,5.327879889
196,5.216283289,5.098365989,5.355869389
197,5.222508089,5.024638489,4.893544089
198,4.770243689,5.045914289,4.924909689
199,5.099351289,4.728119289,4.800210689
200,5.493869689,5.183961689,5.280857789
201,5.188854989,5.356138889,5.370932489
202,5.210561989,4.705638789,5.407525489
203,4.967927289,4.710003489,4.772278489
204,5.286936889,4.960360089,5.185646789
205,4.936961289,5.110603589,4.775771489
206,4.924970089,4.736129489,5.011191089
207,5.159907889,4.721543489,4.991542889
208,5.103985889,5.118124289,5.217170489
209,4.856926889,5.087681489,4.892050489
210,4.912170989,4.848122489,5.112090089
211,4.912170989,5.222651689,5.121298889
212,4.927855489,5.227330489,5.459023489
213,4.881027489,5.072920889,5.108003489
214,4.950368489,5.026620089,4.966131989
215,4.969915289,5.173212089,5.236583989
216,4.929229989,5.168575289,5.250628489
217,4.851276489,5.027151989,5.396122889
218,4.995611689,5.010765689,5.026661489
219,4.899581089,4.990899089,5.005307489
220,4.905557889,4.780455989,5.017427489
221,5.103399689,4.762848389,5.214187289
222,4.742069489,5.272122089,5.131380489
223,4.968508889,4.354821089,4.958016089
224,4.965499289,4.958949689,5.374639289
225,5.258086989,4.951427689,5.369880989
226,4.920310189,5.495472389,5.366459189
227,5.033709289,4.996698489,5.055116489
228,4.816632989,5.433578489,5.055116489
229,4.806291889,5.122737689,5.064272489
230,5.230648889,5.121199889,5.039355989
231,5.205717689,5.222166689,5.026134989
232,5.131350689,5.332197089,5.067323489
233,5.149831889,4.796696089,5.015234089
234,5.184991889,4.807005689,4.992560089
235,4.941947289,5.167870289,5.061198089
236,4.852227989,5.311178189,5.130231689
237,4.828451389,5.214449189,4.834138489
238,4.812201089,4.885608489,4.857853689
239,4.745568089,4.875182689,4.961026889
240,5.038300589,4.773322989,4.934579689
241,4.664715289,4.989350989,4.874056289
242,4.677713989,5.267672489,4.808396189
243,5.270804489,5.267672489,4.808396189
244,5.187886389,5.091233389,5.397410189
245,4.809513989,4.023427889,4.977433289
246,5.134953989,5.005619789,4.419620489
247,5.124174689,5.268221289,4.421019989
248,4.878521189,5.279181889,4.699239989
249,4.880047889,4.833784889,4.895314889
250,5.218494489,5.294757689,4.867325389
251,5.223158889,4.919349989,5.013440289
252,5.174720489,4.908867489,5.008890489
253,5.104952489,4.950016789,5.066806189
254,4.953419489,4.809413589,4.511960989
255,5.236400689,5.164994889,4.829928689
256,5.222384089,5.321821489,5.150662289
257,4.772750489,5.312370889,5.146030589
258,4.891996889,5.217574689,5.356659989
259,5.080547889,5.086080389,5.013422489
260,5.083605689,5.130911989,4.692544689
261,4.979845089,5.121680989,4.707093689
262,5.002732089,5.095767889,5.036224989
263,4.915761489,5.070884489,5.137615489
264,4.921864689,5.177774489,5.411734489
265,4.930850889,5.284083389,5.274437089
266,5.341913489,5.295085289,5.293274689
267,5.301741989,5.230344489,4.809338689
268,4.828676489,5.240534489,5.081519489
269,4.830158489,5.213581289,1.053045689
270,4.780638889,5.356843689,1.119429689
271,5.436626489,1.259590889,1.250798489
272,5.103378489,1.229246189,1.042366889
273,,,1.251780089
274,,,1.030967089
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
