,UM25C Excel,,,,,,
,,,,,2.999935598,<5,5
公司：杭州睿登科技,,表格数据,,,,,
Voltage-Current,,,,,,,
  Time （s）,  Voltage  (V),  Current  (A),,,,,
5141,5.076,1.3537,6.8713812,3.871445602,,,
5142,5.072,1.3983,7.0921776,4.092242002,,,
5143,5.064,1.4015,7.097196,4.097260402,,,
5144,5.071,1.4015,7.1070065,4.107070902,,,
5145,5.075,1.4019,7.1146425,4.114706902,,,
5146,5.075,1.3639,6.9217925,3.921856902,,,
5147,5.071,1.3981,7.0897651,4.089829502,,,
5148,5.07,1.3981,7.088367,4.088431402,,,
5149,5.069,1.402,7.106738,4.106802402,,,
5150,5.069,1.4763,7.4833647,4.483429102,,,
5151,5.059,1.4682,7.4276238,4.427688202,,,
5152,5.061,1.4219,7.1962359,4.196300302,,,
5153,5.064,1.4219,7.2005016,4.200566002,,,
5154,5.061,1.4704,7.4416944,4.441758802,,,
5155,5.061,1.4633,7.4057613,4.405825702,,,
5156,5.063,1.4608,7.3960304,4.396094802,,,
5157,5.07,1.4608,7.406256,4.406320402,,,
5158,5.071,1.4115,7.1577165,4.157780902,,,
5159,5.071,1.4087,7.1435177,4.143582102,,,
5160,5.067,1.4088,7.1383896,4.138454002,,,
5161,5.07,1.4058,7.127406,4.127470402,,,
5162,5.07,1.4058,7.127406,4.127470402,,,
5163,5.07,1.4074,7.135518,4.135582402,,,
5164,5.07,1.4064,7.130448,4.130512402,,,
5165,5.07,1.3671,6.931197,3.931261402,,,
5166,5.075,1.3671,6.9380325,3.938096902,,,
5167,5.069,1.4062,7.1280278,4.128092202,,,
5168,5.072,1.4268,7.2367296,4.236794002,,,
5169,5.072,1.4066,7.1342752,4.134339602,,,
5170,5.07,1.4117,7.157319,4.157383402,,,
5171,5.071,1.4117,7.1587307,4.158795102,,,
5172,5.068,1.4174,7.1833832,4.183447602,,,
5173,5.068,1.4117,7.1544956,4.154560002,,,
5174,5.065,1.4598,7.393887,4.393951402,,,
5175,5.063,1.4598,7.3909674,4.391031802,,,
5176,5.073,1.4863,7.5399999,4.540064302,,,
5177,5.071,1.4127,7.1638017,4.163866102,,,
5178,5.071,1.4115,7.1577165,4.157780902,,,
5179,5.078,1.403,7.124434,4.124498402,,,
5180,5.071,1.403,7.114613,4.114677402,,,
5181,5.075,1.3657,6.9309275,3.930991902,,,
5182,5.075,1.4083,7.1471225,4.147186902,,,
5183,5.07,1.4082,7.139574,4.139638402,,,
5184,5.066,1.4082,7.1339412,4.134005602,,,
5185,5.075,1.4078,7.144585,4.144649402,,,
5186,5.074,1.3677,6.9397098,3.939774202,,,
5187,5.074,1.4215,7.212691,4.212755402,,,
5188,5.07,1.4074,7.135518,4.135582402,,,
5189,5.07,1.4074,7.135518,4.135582402,,,
5190,5.074,1.402,7.113748,4.113812402,,,
5191,5.074,1.3749,6.9762426,3.976307002,,,
5192,5.07,1.4303,7.251621,4.251685402,,,
5193,5.07,1.4303,7.251621,4.251685402,,,
5194,5.07,1.4091,7.144137,4.144201402,,,
5195,5.074,1.4022,7.1147628,4.114827202,,,
5196,5.074,1.3628,6.9148472,3.914911602,,,
5197,5.071,1.405,7.124755,4.124819402,,,
5198,5.069,1.405,7.121945,4.122009402,,,
5199,5.07,1.4107,7.152249,4.152313402,,,
5200,5.07,1.4038,7.117266,4.117330402,,,
5201,5.077,1.3693,6.9519361,3.952000502,,,
5202,5.071,1.3693,6.9437203,3.943784702,,,
5203,5.071,1.4125,7.1627875,4.162851902,,,
5204,5.07,1.4209,7.203963,4.204027402,,,
5205,5.07,1.3912,7.053384,4.053448402,,,
5206,5.074,1.3696,6.9493504,3.949414802,,,
5207,5.07,1.3696,6.943872,3.943936402,,,
5208,5.067,1.4109,7.1490303,4.149094702,,,
5209,5.067,1.4091,7.1399097,4.139974102,,,
5210,5.07,1.4095,7.146165,4.146229402,,,
5211,5.077,1.3683,6.9468591,3.946923502,,,
5212,5.068,1.3683,6.9345444,3.934608802,,,
5213,5.068,1.4103,7.1474004,4.147464802,,,
5214,5.068,1.4991,7.5974388,4.597503202,,,
5215,5.057,1.4863,7.5162191,4.516283502,,,
5216,5.059,1.4863,7.5191917,4.519256102,,,
5217,5.062,1.5266,7.7276492,4.727713602,,,
5218,5.062,1.4535,7.357617,4.357681402,,,
5219,5.064,1.4494,7.3397616,4.339826002,,,
5220,5.065,1.4669,7.4298485,4.429912902,,,
5221,5.066,1.4669,7.4313154,4.431379802,,,
5222,5.066,1.4529,7.3603914,4.360455802,,,
5223,5.066,1.4653,7.4232098,4.423274202,,,
5224,5.066,1.4561,7.3766026,4.376667002,,,
5225,5.063,1.4561,7.3722343,4.372298702,,,
5226,5.07,1.4072,7.134504,4.134568402,,,
5227,5.07,1.3895,7.044765,4.044829402,,,
5228,5.066,1.4492,7.3416472,4.341711602,,,
5229,5.065,1.4492,7.340198,4.340262402,,,
5230,5.067,1.4492,7.3430964,4.343160802,,,
5231,5.069,1.4062,7.1280278,4.128092202,,,
5232,5.069,1.4439,7.3191291,4.319193502,,,
5233,5.066,1.4237,7.2124642,4.212528602,,,
5234,5.106,1.4237,7.2694122,4.269476602,,,
5235,5.107,1.0908,5.5707156,2.570780002,,,
5236,5.107,1.4309,7.3076063,4.307670702,,,
5237,5.067,1.4347,7.2696249,4.269689302,,,
5238,5.067,1.4396,7.2944532,4.294517602,,,
5239,5.067,1.4396,7.2944532,4.294517602,,,
5240,5.072,1.4641,7.4259152,4.425979602,,,
5241,5.072,1.4015,7.108408,4.108472402,,,
5242,5.065,1.4337,7.2616905,4.261754902,,,
5243,5.078,1.4337,7.2803286,4.280393002,,,
5244,5.068,1.4313,7.2538284,4.253892802,,,
5245,5.068,1.4343,7.2690324,4.269096802,,,
5246,5.072,1.3852,7.0257344,4.025798802,,,
5247,5.067,1.439,7.291413,4.291477402,,,
5248,5.065,1.439,7.288535,4.288599402,,,
5249,5.064,1.4358,7.2708912,4.270955602,,,
5250,5.064,1.4313,7.2481032,4.248167602,,,
5251,5.072,1.3909,7.0546448,4.054709202,,,
5252,5.068,1.3909,7.0490812,4.049145602,,,
5253,5.068,1.4335,7.264978,4.265042402,,,
5254,5.068,1.4313,7.2538284,4.253892802,,,
5255,5.068,1.3905,7.047054,4.047118402,,,
5256,5.073,1.4019,7.1118387,4.111903102,,,
5257,5.067,1.4019,7.1034273,4.103491702,,,
5258,5.069,1.4775,7.4894475,4.489511902,,,
5259,5.069,1.3801,6.9957269,3.995791302,,,
5260,5.068,1.4005,7.097734,4.097798402,,,
5261,5.069,1.4005,7.0991345,4.099198902,,,
5262,5.054,1.5236,7.7002744,4.700338802,,,
5263,5.054,1.546,7.813484,4.813548402,,,
5264,5.053,1.5109,7.6345777,4.634642102,,,
5265,5.053,1.5617,7.8912701,4.891334502,,,
5266,5.056,1.5617,7.8959552,4.896019602,,,
5267,5.051,1.5325,7.7406575,4.740721902,,,
5268,5.051,1.5586,7.8724886,4.872553002,,,
5269,5.055,1.5378,7.773579,4.773643402,,,
5270,5.059,1.5378,7.7797302,4.779794602,,,
5271,5.051,1.5623,7.8911773,4.891241702,,,
5272,5.051,1.5203,7.6790353,4.679099702,,,
5273,5.055,1.5356,7.762458,4.762522402,,,
5274,5.057,1.5299,7.7367043,4.736768702,,,
5275,5.051,1.5299,7.7275249,4.727589302,,,
5276,5.054,1.5507,7.8372378,4.837302202,,,
5277,5.054,1.4331,7.2428874,4.242951802,,,
5278,5.056,1.5568,7.8711808,4.871245202,,,
5279,5.065,1.5568,7.885192,4.885256402,,,
5280,5.057,1.5268,7.7210276,4.721092002,,,
5281,5.057,1.5295,7.7346815,4.734745902,,,
5282,5.058,1.4488,7.3280304,4.328094802,,,
5283,5.062,1.4565,7.372803,4.372867402,,,
5284,5.063,1.4565,7.3742595,4.374323902,,,
5285,5.064,1.4547,7.3666008,4.366665202,,,
5286,5.064,1.4464,7.3245696,4.324634002,,,
5287,5.065,1.4496,7.342224,4.342288402,,,
5288,5.065,1.4496,7.342224,4.342288402,,,
5289,5.065,1.4493,7.3407045,4.340768902,,,
5290,5.065,1.4429,7.3082885,4.308352902,,,
5291,5.066,1.4052,7.1187432,4.118807602,,,
5292,5.065,1.4592,7.390848,4.390912402,,,
5293,5.066,1.4592,7.3923072,4.392371602,,,
5294,5.065,1.4482,7.335133,4.335197402,,,
5295,5.065,1.4604,7.396926,4.396990402,,,
5296,5.07,1.4052,7.124364,4.124428402,,,
5297,5.066,1.4052,7.1187432,4.118807602,,,
5298,5.065,1.4466,7.327029,4.327093402,,,
5299,5.065,1.4582,7.385783,4.385847402,,,
5300,5.064,1.4068,7.1240352,4.124099602,,,
5301,5.07,1.404,7.11828,4.118344402,,,
5302,5.065,1.404,7.11126,4.111324402,,,
5303,5.064,1.4549,7.3676136,4.367678002,,,
5304,5.064,1.4478,7.3316592,4.331723602,,,
5305,5.066,1.4024,7.1045584,4.104622802,,,
5306,5.068,1.4024,7.1073632,4.107427602,,,
5307,5.065,1.4779,7.4855635,4.485627902,,,
5308,5.065,1.447,7.329055,4.329119402,,,
5309,5.066,1.4407,7.2985862,4.298650602,,,
5310,5.066,1.4022,7.1035452,4.103609602,,,
5311,5.071,1.4022,7.1105562,4.110620602,,,
5312,5.06,1.4594,7.384564,4.384628402,,,
5313,5.06,1.5256,7.719536,4.719600402,,,
5314,5.058,1.5444,7.8115752,4.811639602,,,
5315,5.055,1.5444,7.806942,4.807006402,,,
5316,5.065,1.4702,7.446563,4.446627402,,,
5317,5.065,1.4429,7.3082885,4.308352902,,,
5318,5.065,1.4484,7.336146,4.336210402,,,
5319,5.066,1.448,7.335568,4.335632402,,,
5320,5.064,1.448,7.332672,4.332736402,,,
5321,5.07,1.4038,7.117266,4.117330402,,,
5322,5.07,1.4476,7.339332,4.339396402,,,
5323,5.065,1.46,7.3949,4.394964402,,,
5324,5.066,1.46,7.39636,4.396424402,,,
5325,5.07,1.436,7.28052,4.280584402,,,
5326,5.07,1.3909,7.051863,4.051927402,,,
5327,5.066,1.4472,7.3315152,4.331579602,,,
5328,5.066,1.4627,7.4100382,4.410102602,,,
5329,5.066,1.4627,7.4100382,4.410102602,,,
5330,5.065,1.4472,7.330068,4.330132402,,,
5331,5.065,1.4957,7.5757205,4.575784902,,,
5332,5.051,1.515,7.652265,4.652329402,,,
5333,5.058,1.515,7.66287,4.662934402,,,
5334,5.065,1.5211,7.7043715,4.704435902,,,
5335,5.065,1.4543,7.3660295,4.366093902,,,
5336,5.066,1.4421,7.3056786,4.305743002,,,
5337,5.066,1.4445,7.317837,4.317901402,,,
5338,5.065,1.4445,7.3163925,4.316456902,,,
5339,5.065,1.4411,7.2991715,4.299235902,,,
5340,5.065,1.4769,7.4804985,4.480562902,,,
5341,5.071,1.4032,7.1156272,4.115691602,,,
5342,5.064,1.4032,7.1058048,4.105869202,,,
5343,5.061,1.4403,7.2893583,4.289422702,,,
5344,5.061,1.557,7.879977,4.880041402,,,
5345,5.05,1.5254,7.70327,4.703334402,,,
5346,5.055,1.5203,7.6851165,4.685180902,,,
5347,5.07,1.5203,7.707921,4.707985402,,,
5348,5.057,1.5558,7.8676806,4.867745002,,,
5349,5.057,1.5356,7.7655292,4.765593602,,,
5350,5.066,1.4618,7.4054788,4.405543202,,,
5351,5.065,1.4618,7.404017,4.404081402,,,
5352,5.054,1.5114,7.6386156,4.638680002,,,
5353,5.054,1.5203,7.6835962,4.683660602,,,
5354,5.056,1.5439,7.8059584,4.806022802,,,
5355,5.055,1.5537,7.8539535,4.854017902,,,
5356,5.056,1.5537,7.8555072,4.855571602,,,
5357,5.063,1.5254,7.7231002,4.723164602,,,
5358,5.063,1.4437,7.3094531,4.309517502,,,
5359,5.065,1.4388,7.287522,4.287586402,,,
5360,5.067,1.4388,7.2903996,4.290464002,,,
5361,5.065,1.4508,7.348302,4.348366402,,,
5362,5.065,1.4415,7.3011975,4.301261902,,,
5363,5.057,1.5478,7.8272246,4.827289002,,,
5364,5.056,1.427,7.214912,4.214976402,,,
5365,5.061,1.427,7.222047,4.222111402,,,
5366,5.062,1.4643,7.4122866,4.412351002,,,
5367,5.062,1.5529,7.8607798,4.860844202,,,
5368,5.053,1.5299,7.7305847,4.730649102,,,
5369,5.056,1.5299,7.7351744,4.735238802,,,
5370,5.062,1.479,7.486698,4.486762402,,,
5371,5.062,1.5574,7.8835588,4.883623202,,,
5372,5.06,1.5319,7.751414,4.751478402,,,
5373,5.057,1.5111,7.6416327,4.641697102,,,
5374,5.058,1.5111,7.6431438,4.643208202,,,
5375,5.068,1.5203,7.7048804,4.704944802,,,
5376,5.068,1.4433,7.3146444,4.314708802,,,
5377,5.058,1.5456,7.8176448,4.817709202,,,
5378,5.055,1.5456,7.813008,4.813072402,,,
5379,5.055,1.5566,7.868613,4.868677402,,,
5380,5.057,1.5594,7.8858858,4.885950202,,,
5381,5.057,1.5219,7.6962483,4.696312702,,,
5382,5.06,1.4582,7.378492,4.378556402,,,
5383,5.059,1.4582,7.3770338,4.377098202,,,
5384,5.059,1.5444,7.8131196,4.813184002,,,
5385,5.059,1.5586,7.8849574,4.885021802,,,
5386,5.062,1.4474,7.3267388,4.326803202,,,
5387,5.067,1.4474,7.3339758,4.334040202,,,
5388,5.077,1.4299,7.2596023,4.259666702,,,
5389,5.066,1.4598,7.3953468,4.395411202,,,
5390,5.066,1.4967,7.5822822,4.582346602,,,
5391,5.064,1.5458,7.8279312,4.827995602,,,
5392,5.082,1.5458,7.8557556,4.855820002,,,
5393,5.054,1.5368,7.7669872,4.767051602,,,
5394,5.054,1.5366,7.7659764,4.766040802,,,
5395,5.055,1.5336,7.752348,4.752412402,,,
5396,5.056,1.5336,7.7538816,4.753946002,,,
5397,5.068,1.4726,7.4631368,4.463201202,,,
5398,5.061,1.4537,7.3571757,4.357240102,,,
5399,5.061,1.4272,7.2230592,4.223123602,,,
5400,5.067,1.4113,7.1510571,4.151121502,,,
5401,5.071,1.4113,7.1567023,4.156766702,,,
5402,5.056,1.4718,7.4414208,4.441485202,,,
5403,5.056,1.5464,7.8185984,4.818662802,,,
5404,5.053,1.5124,7.6421572,4.642221602,,,
5405,5.053,1.5124,7.6421572,4.642221602,,,
5406,5.056,1.5598,7.8863488,4.886413202,,,
5407,5.051,1.5466,7.8118766,4.811941002,,,
5408,5.051,1.555,7.854305,4.854369402,,,
5409,5.053,1.504,7.599712,4.599776402,,,
5410,5.059,1.504,7.608736,4.608800402,,,
5411,5.053,1.5492,7.8281076,4.828172002,,,
5412,5.053,1.5382,7.7725246,4.772589002,,,
5413,5.053,1.5275,7.7184575,4.718521902,,,
5414,5.054,1.5275,7.719985,4.720049402,,,
5415,5.057,1.557,7.873749,4.873813402,,,
5416,5.057,1.5462,7.8191334,4.819197802,,,
5417,5.057,1.501,7.590557,4.590621402,,,
5418,5.055,1.5126,7.646193,4.646257402,,,
5419,5.057,1.5126,7.6492182,4.649282602,,,
5420,5.063,1.4922,7.5550086,4.555073002,,,
5421,5.063,1.4612,7.3980556,4.398120002,,,
5422,5.065,1.5833,8.0194145,5.019478902,,,
5423,5.061,1.4859,7.5201399,4.520204302,,,
5424,5.064,1.4859,7.5245976,4.524662002,,,
5425,5.064,1.4676,7.4319264,4.431990802,,,
5426,5.064,1.4537,7.3615368,4.361601202,,,
5427,5.064,1.4678,7.4329392,4.433003602,,,
5428,5.062,1.4678,7.4300036,4.430068002,,,
5429,5.065,1.4885,7.5392525,4.539316902,,,
5430,5.065,1.4421,7.3042365,4.304300902,,,
5431,5.065,1.4543,7.3660295,4.366093902,,,
5432,5.065,1.4657,7.4237705,4.423834902,,,
5433,5.066,1.4657,7.4252362,4.425300602,,,
5434,5.067,1.4396,7.2944532,4.294517602,,,
5435,5.067,1.4661,7.4287287,4.428793102,,,
5436,5.057,1.557,7.873749,4.873813402,,,
5437,5.058,1.557,7.875306,4.875370402,,,
5438,5.065,1.5215,7.7063975,4.706461902,,,
5439,5.065,1.459,7.389835,4.389899402,,,
5440,5.065,1.4437,7.3123405,4.312404902,,,
5441,5.067,1.4376,7.2843192,4.284383602,,,
5442,5.105,1.4376,7.338948,4.339012402,,,
5443,5.068,1.4272,7.2330496,4.233114002,,,
5444,5.068,1.4273,7.2335564,4.233620802,,,
5445,5.066,1.4268,7.2281688,4.228233202,,,
5446,5.068,1.4268,7.2310224,4.231086802,,,
5447,5.065,1.4362,7.274353,4.274417402,,,
5448,5.065,1.4462,7.325003,4.325067402,,,
5449,5.068,1.4154,7.1732472,4.173311602,,,
5450,5.067,1.4293,7.2422631,4.242327502,,,
5451,5.073,1.4293,7.2508389,4.250903302,,,
5452,5.068,1.4203,7.1980804,4.198144802,,,
5453,5.068,1.4341,7.2680188,4.268083202,,,
5454,5.068,1.4211,7.2021348,4.202199202,,,
5455,5.066,1.4211,7.1992926,4.199357002,,,
5456,5.059,1.5136,7.6573024,4.657366802,,,
5457,5.068,1.3814,7.0009352,4.000999602,,,
5458,5.068,1.4378,7.2867704,4.286834802,,,
5459,5.068,1.4197,7.1950396,4.195104002,,,
5460,5.068,1.4197,7.1950396,4.195104002,,,
5461,5.073,1.3846,7.0240758,4.024140202,,,
5462,5.073,1.4325,7.2670725,4.267136902,,,
5463,5.068,1.4464,7.3303552,4.330419602,,,
5464,5.065,1.4464,7.326016,4.326080402,,,
5465,5.072,1.4309,7.2575248,4.257589202,,,
5466,5.073,1.3802,7.0017546,4.001819002,,,
5467,5.073,1.5085,7.6526205,4.652684902,,,
5468,5.059,1.5299,7.7397641,4.739828502,,,
5469,5.062,1.5299,7.7443538,4.744418202,,,
5470,5.068,1.4517,7.3572156,4.357280002,,,
5471,5.068,1.4327,7.2609236,4.260988002,,,
5472,5.066,1.446,7.325436,4.325500402,,,
5473,5.072,1.446,7.334112,4.334176402,,,
5474,5.065,1.4166,7.175079,4.175143402,,,
5475,5.064,1.4555,7.370652,4.370716402,,,
5476,5.064,1.48,7.49472,4.494784402,,,
5477,5.063,1.4022,7.0993386,4.099403002,,,
5478,5.072,1.4022,7.1119584,4.112022802,,,
5479,5.072,1.3895,7.047544,4.047608402,,,
5480,5.072,1.3891,7.0455152,4.045579602,,,
5481,5.071,1.3895,7.0461545,4.046218902,,,
5482,5.072,1.3895,7.047544,4.047608402,,,
5483,5.07,1.3639,6.914973,3.915037402,,,
5484,5.073,1.3909,7.0560357,4.056100102,,,
5485,5.073,1.3221,6.7070133,3.707077702,,,
5486,5.077,1.3445,6.8260265,3.826090902,,,
5487,5.072,1.3445,6.819304,3.819368402,,,
5488,5.073,1.3871,7.0367583,4.036822702,,,
5489,5.073,1.3856,7.0291488,4.029213202,,,
5490,5.073,1.3844,7.0230612,4.023125602,,,
5491,5.077,1.3844,7.0285988,4.028663202,,,
5492,5.073,1.3789,6.9951597,3.995224102,,,
5493,5.072,1.3895,7.047544,4.047608402,,,
5494,5.072,1.3926,7.0632672,4.063331602,,,
5495,5.072,1.3439,6.8162608,3.816325202,,,
5496,5.077,1.3439,6.8229803,3.823044702,,,
5497,5.072,1.3836,7.0176192,4.017683602,,,
5498,5.072,1.3826,7.0125472,4.012611602,,,
5499,5.072,1.3969,7.0850768,4.085141202,,,
5500,5.07,1.351,6.84957,3.849634402,,,
5501,5.088,1.351,6.873888,3.873952402,,,
5502,5.071,1.3808,7.0020368,4.002101202,,,
5503,5.071,1.3956,7.0770876,4.077152002,,,
5504,5.072,1.4011,7.1063792,4.106443602,,,
5505,5.072,1.4011,7.1063792,4.106443602,,,
5506,5.069,1.3706,6.9475714,3.947635802,,,
5507,5.069,1.4696,7.4494024,4.449466802,,,
5508,5.062,1.4885,7.534787,4.534851402,,,
5509,5.061,1.3985,7.0778085,4.077872902,,,
5510,5.071,1.3985,7.0917935,4.091857902,,,
5511,5.071,1.3969,7.0836799,4.083744302,,,
5512,5.071,1.3968,7.0831728,4.083237202,,,
5513,5.071,1.3967,7.0826657,4.082730102,,,
5514,5.072,1.3967,7.0840624,4.084126802,,,
5515,5.068,1.3914,7.0516152,4.051679602,,,
5516,5.068,1.4048,7.1195264,4.119590802,,,
5517,5.073,1.3021,6.6055533,3.605617702,,,
5518,5.07,1.4478,7.340346,4.340410402,,,
5519,5.065,1.4478,7.333107,4.333171402,,,
5520,5.064,1.4582,7.3843248,4.384389202,,,
5521,5.064,1.468,7.433952,4.434016402,,,
5522,5.07,1.3944,7.069608,4.069672402,,,
5523,5.071,1.3944,7.0710024,4.071066802,,,
5524,5.071,1.4297,7.2500087,4.250073102,,,
5525,5.071,1.3944,7.0710024,4.071066802,,,
5526,5.076,1.3528,6.8668128,3.866877202,,,
5527,5.071,1.3528,6.8600488,3.860113202,,,
5528,5.071,1.4083,7.1414893,4.141553702,,,
5529,5.071,1.4056,7.1277976,4.127862002,,,
5530,5.071,1.3969,7.0836799,4.083744302,,,
5531,5.071,1.3881,7.0390551,4.039119502,,,
5532,5.067,1.3881,7.0335027,4.033567102,,,
5533,5.08,1.4103,7.164324,4.164388402,,,
5534,5.08,1.4005,7.11454,4.114604402,,,
5535,5.071,1.363,6.911773,3.911837402,,,
5536,5.074,1.3559,6.8798366,3.879901002,,,
5537,5.072,1.3559,6.8771248,3.877189202,,,
5538,5.072,1.3958,7.0794976,4.079562002,,,
5539,5.072,1.3869,7.0343568,4.034421202,,,
5540,5.071,1.4132,7.1663372,4.166401602,,,
5541,5.076,1.4132,7.1734032,4.173467602,,,
5542,5.071,1.384,7.018264,4.018328402,,,
5543,5.071,1.3944,7.0710024,4.071066802,,,
5544,5.071,1.4127,7.1638017,4.163866102,,,
5545,5.071,1.4127,7.1638017,4.163866102,,,
5546,5.075,1.3447,6.8243525,3.824416902,,,
5547,5.07,1.4237,7.218159,4.218223402,,,
5548,5.07,1.4115,7.156305,4.156369402,,,
5549,5.07,1.3539,6.864273,3.864337402,,,
5550,5.071,1.3539,6.8656269,3.865691302,,,
5551,5.074,1.3639,6.9204286,3.920493002,,,
5552,5.074,1.407,7.139118,4.139182402,,,
5553,5.068,1.4354,7.2746072,4.274671602,,,
5554,5.071,1.4354,7.2789134,4.278977802,,,
5555,5.072,1.4042,7.1221024,4.122166802,,,
5556,5.064,1.4645,7.416228,4.416292402,,,
5557,5.064,1.4382,7.2830448,4.283109202,,,
5558,5.064,1.4608,7.3974912,4.397555602,,,
5559,5.061,1.4608,7.3931088,4.393173202,,,
5560,5.07,1.4028,7.112196,4.112260402,,,
5561,5.07,1.4123,7.160361,4.160425402,,,
5562,5.07,1.4052,7.124364,4.124428402,,,
5563,5.071,1.4052,7.1257692,4.125833602,,,
5564,5.07,1.417,7.18419,4.184254402,,,
5565,5.075,1.3985,7.0973875,4.097451902,,,
5566,5.075,1.3596,6.89997,3.900034402,,,
5567,5.071,1.3958,7.0781018,4.078166202,,,
5568,5.071,1.3958,7.0781018,4.078166202,,,
5569,5.071,1.3962,7.0801302,4.080194602,,,
5570,5.071,1.4013,7.1059923,4.106056702,,,
5571,5.075,1.3612,6.90809,3.908154402,,,
5572,5.07,1.3612,6.901284,3.901348402,,,
5573,5.07,1.3964,7.079748,4.079812402,,,
5574,5.071,1.44,7.30224,4.302304402,,,
5575,5.071,1.3991,7.0948361,4.094900502,,,
5576,5.071,1.372,6.957412,3.957476402,,,
5577,5.07,1.372,6.95604,3.956104402,,,
5578,5.071,1.3989,7.0938219,4.093886302,,,
5579,5.071,1.4042,7.1206982,4.120762602,,,
5580,5.07,1.3899,7.046793,4.046857402,,,
5581,5.076,1.3899,7.0551324,4.055196802,,,
5582,5.069,1.3783,6.9866027,3.986667102,,,
5583,5.071,1.3665,6.9295215,3.929585902,,,
5584,5.071,1.4024,7.1115704,4.111634802,,,
5585,5.071,1.3612,6.9026452,3.902709602,,,
5586,5.075,1.3612,6.90809,3.908154402,,,
5587,5.069,1.3861,7.0261409,4.026205302,,,
5588,5.069,1.4103,7.1488107,4.148875102,,,
5589,5.068,1.4005,7.097734,4.097798402,,,
5590,5.071,1.4005,7.1019355,4.101999902,,,
5591,5.071,1.3579,6.8859109,3.885975302,,,
5592,5.07,1.4089,7.143123,4.143187402,,,
5593,5.07,1.4086,7.141602,4.141666402,,,
5594,5.07,1.4083,7.140081,4.140145402,,,
5595,5.07,1.4083,7.140081,4.140145402,,,
5596,5.075,1.3639,6.9217925,3.921856902,,,
5597,5.075,1.4048,7.12936,4.129424402,,,
5598,5.07,1.4019,7.107633,4.107697402,,,
5599,5.07,1.4413,7.307391,4.307455402,,,
5600,5.075,1.4413,7.3145975,4.314661902,,,
5601,5.074,1.3679,6.9407246,3.940789002,,,
5602,5.074,1.4111,7.1599214,4.159985802,,,
5603,5.07,1.4081,7.139067,4.139131402,,,
5604,5.07,1.4081,7.139067,4.139131402,,,
5605,5.073,1.406,7.132638,4.132702402,,,
5606,5.073,1.3663,6.9312399,3.931304302,,,
5607,5.071,1.407,7.134897,4.134961402,,,
5608,5.065,1.4091,7.1370915,4.137155902,,,
5609,5.07,1.4091,7.144137,4.144201402,,,
5610,5.061,1.4113,7.1425893,4.142653702,,,
5611,5.061,1.5162,7.6734882,4.673552602,,,
5612,5.059,1.5061,7.6193599,4.619424302,,,
5613,5.058,1.5061,7.6178538,4.617918202,,,
5614,5.065,1.4616,7.403004,4.403068402,,,
5615,5.065,1.4555,7.3721075,4.372171902,,,
5616,5.064,1.4853,7.5215592,4.521623602,,,
5617,5.071,1.4431,7.3179601,4.318024502,,,
5618,5.065,1.4431,7.3093015,4.309365902,,,
5619,5.064,1.4625,7.4061,4.406164402,,,
5620,5.064,1.4504,7.3448256,4.344890002,,,
5621,5.071,1.3954,7.0760734,4.076137802,,,
5622,5.071,1.3954,7.0760734,4.076137802,,,
5623,5.07,1.4095,7.146165,4.146229402,,,
5624,5.07,1.3964,7.079748,4.079812402,,,
5625,5.067,1.373,6.956991,3.957055402,,,
5626,5.076,1.3526,6.8657976,3.865862002,,,
5627,5.071,1.3526,6.8590346,3.859099002,,,
5628,5.071,1.3977,7.0877367,4.087801102,,,
5629,5.071,1.3964,7.0811444,4.081208802,,,
5630,5.071,1.424,7.221104,4.221168402,,,
5631,5.073,1.424,7.223952,4.224016402,,,
5632,5.07,1.406,7.12842,4.128484402,,,
5633,5.07,1.4345,7.272915,4.272979402,,,
5634,5.067,1.4103,7.1459901,4.146054502,,,
5635,5.069,1.4102,7.1483038,4.148368202,,,
5636,5.072,1.4102,7.1525344,4.152598802,,,
5637,5.11,1.4565,7.442715,4.442779402,,,
5638,5.11,1.0772,5.504492,2.504556402,,,
5639,5.074,1.4024,7.1157776,4.115842002,,,
5640,5.07,1.4024,7.110168,4.110232402,,,
5641,5.07,1.4068,7.132476,4.132540402,,,
5642,5.07,1.4402,7.301814,4.301878402,,,
5643,5.07,1.3769,6.980883,3.980947402,,,
5644,5.07,1.4763,7.484841,4.484905402,,,
5645,5.061,1.4763,7.4715543,4.471618702,,,
5646,5.06,1.4851,7.514606,4.514670402,,,
5647,5.06,1.4761,7.469066,4.469130402,,,
5648,5.06,1.546,7.82276,4.822824402,,,
5649,5.062,1.546,7.825852,4.825916402,,,
5650,5.057,1.4869,7.5192533,4.519317702,,,
5651,5.057,1.5122,7.6471954,4.647259802,,,
5652,5.057,1.5437,7.8064909,4.806555302,,,
5653,5.057,1.4293,7.2279701,4.228034502,,,
5654,5.055,1.4293,7.2251115,4.225175902,,,
5655,5.056,1.4743,7.4540608,4.454125202,,,
5656,5.056,1.5287,7.7291072,4.729171602,,,
5657,5.063,1.6409,8.3078767,5.307941102,,,
5658,5.048,1.6409,8.2832632,5.283327602,,,
5659,5.08,1.5395,7.82066,4.820724402,,,
5660,5.055,1.5717,7.9449435,4.945007902,,,
5661,5.055,1.5766,7.969713,4.969777402,,,
5662,5.078,1.3989,7.1036142,4.103678602,,,
5663,5.052,1.3989,7.0672428,4.067307202,,,
