,UM25C Excel,,,,,,
,,,,,2.999935598,<5,5
公司：杭州睿登科技,,表格数据,,,,,
Voltage-Current,,,,,,,
  Time （s）,  Voltage  (V),  Current  (A),,,,,
1214,5.068,1.427,7.232036,4.232100402,,,
1215,5.068,1.4211,7.2021348,4.202199202,,,
1216,5.07,1.4142,7.169994,4.170058402,,,
1217,5.093,1.4142,7.2025206,4.202585002,,,
1218,5.092,1.21,6.16132,3.161384402,,,
1219,5.092,1.2143,6.1832156,3.183280002,,,
1220,5.093,1.2412,6.3214316,3.321496002,,,
1221,5.088,1.2412,6.3152256,3.315290002,,,
1222,5.084,1.2982,6.6000488,3.600113202,,,
1223,5.084,1.2956,6.5868304,3.586894802,,,
1224,5.084,1.2522,6.3661848,3.366249202,,,
1225,5.091,1.2188,6.2049108,3.204975202,,,
1226,5.091,1.2188,6.2049108,3.204975202,,,
1227,5.09,1.2275,6.247975,3.248039402,,,
1228,5.09,1.3816,7.032344,4.032408402,,,
1229,5.071,1.2606,6.3925026,3.392567002,,,
1230,5.09,1.2606,6.416454,3.416518402,,,
1231,5.094,1.2206,6.2177364,3.217800802,,,
1232,5.097,1.2113,6.1739961,3.174060502,,,
1233,5.097,1.2196,6.2163012,3.216365602,,,
1234,5.09,1.1974,6.094766,3.094830402,,,
1235,5.094,1.1974,6.0995556,3.099620002,,,
1236,5.069,1.2221,6.1948249,3.194889302,,,
1237,5.069,1.316,6.670804,3.670868402,,,
1238,5.065,1.461,7.399965,4.400029402,,,
1239,5.066,1.4519,7.3553254,4.355389802,,,
1240,5.085,1.4519,7.3829115,4.382975902,,,
1241,5.089,1.2685,6.4553965,3.455460902,,,
1242,5.089,1.33,6.76837,3.768434402,,,
1243,5.074,1.4502,7.3583148,4.358379202,,,
1244,5.064,1.4502,7.3438128,4.343877202,,,
1245,5.068,1.4382,7.2887976,4.288862002,,,
1246,5.068,1.3078,6.6279304,3.627994802,,,
1247,5.081,1.3345,6.7805945,3.780658902,,,
1248,5.083,1.2667,6.4386361,3.438700502,,,
1249,5.09,1.2667,6.447503,3.447567402,,,
1250,5.087,1.3203,6.7163661,3.716430502,,,
1251,5.087,1.3158,6.6934746,3.693539002,,,
1252,5.066,1.4718,7.4561388,4.456203202,,,
1253,5.061,1.4718,7.4487798,4.448844202,,,
1254,5.065,1.4559,7.3741335,4.374197902,,,
1255,5.065,1.4773,7.4825245,4.482588902,,,
1256,5.064,1.4616,7.4015424,4.401606802,,,
1257,5.065,1.4616,7.403004,4.403068402,,,
1258,5.066,1.4816,7.5057856,4.505850002,,,
1259,5.063,1.4702,7.4436226,4.443687002,,,
1260,5.063,1.4761,7.4734943,4.473558702,,,
1261,5.063,1.473,7.457799,4.457863402,,,
1262,5.065,1.473,7.460745,4.460809402,,,
1263,5.066,1.4631,7.4120646,4.412129002,,,
1264,5.066,1.4706,7.4500596,4.450124002,,,
1265,5.063,1.4716,7.4507108,4.450775202,,,
1266,5.066,1.4545,7.368497,4.368561402,,,
1267,5.066,1.4545,7.368497,4.368561402,,,
1268,5.064,1.4364,7.2739296,4.273994002,,,
1269,5.064,1.473,7.459272,4.459336402,,,
1270,5.068,1.4423,7.3095764,4.309640802,,,
1271,5.068,1.4423,7.3095764,4.309640802,,,
1272,5.076,1.4449,7.3343124,4.334376802,,,
1273,5.076,1.3573,6.8896548,3.889719202,,,
1274,5.077,1.3549,6.8788273,3.878891702,,,
1275,5.077,1.3693,6.9519361,3.952000502,,,
1276,5.077,1.3693,6.9519361,3.952000502,,,
1277,5.077,1.3539,6.8737503,3.873814702,,,
1278,5.077,1.3573,6.8910121,3.891076502,,,
1279,5.078,1.4663,7.4458714,4.445935802,,,
1280,5.063,1.4663,7.4238769,4.423941302,,,
1281,5.062,1.4568,7.3743216,4.374386002,,,
1282,5.062,1.49,7.54238,4.542444402,,,
1283,5.063,1.4961,7.5747543,4.574818702,,,
1284,5.063,1.4961,7.5747543,4.574818702,,,
1285,5.067,1.4696,7.4464632,4.446527602,,,
1286,5.063,1.4402,7.2917326,4.291797002,,,
1287,5.063,1.4482,7.3322366,4.332301002,,,
1288,5.069,1.4508,7.3541052,4.354169602,,,
1289,5.067,1.4508,7.3512036,4.351268002,,,
1290,5.074,1.4455,7.334467,4.334531402,,,
1291,5.074,1.4506,7.3603444,4.360408802,,,
1292,5.067,1.3655,6.9189885,3.919052902,,,
1293,5.075,1.3655,6.9299125,3.929976902,,,
1294,5.068,1.3911,7.0500948,4.050159202,,,
1295,5.065,1.4896,7.544824,4.544888402,,,
1296,5.065,1.4836,7.514434,4.514498402,,,
1297,5.063,1.4682,7.4334966,4.433561002,,,
1298,5.064,1.4682,7.4349648,4.435029202,,,
1299,5.066,1.4843,7.5194638,4.519528202,,,
1300,5.066,1.4341,7.2651506,4.265215002,,,
1301,5.065,1.4386,7.286509,4.286573402,,,
1302,5.067,1.4386,7.2893862,4.289450602,,,
1303,5.066,1.4274,7.2312084,4.231272802,,,
1304,5.076,1.3679,6.9434604,3.943524802,,,
1305,5.076,1.368,6.943968,3.944032402,,,
1306,5.076,1.3596,6.9013296,3.901394002,,,
1307,5.076,1.3596,6.9013296,3.901394002,,,
1308,5.077,1.3583,6.8960891,3.896153502,,,
1309,5.077,1.3585,6.8971045,3.897168902,,,
1310,5.073,1.3596,6.8972508,3.897315202,,,
1311,5.076,1.3596,6.9013296,3.901394002,,,
1312,5.076,1.3561,6.8835636,3.883628002,,,
1313,5.076,1.3659,6.9333084,3.933372802,,,
1314,5.076,1.3767,6.9881292,3.988193602,,,
1315,5.076,1.3909,7.0602084,4.060272802,,,
1316,5.075,1.3909,7.0588175,4.058881902,,,
1317,5.061,1.4647,7.4128467,4.412911102,,,
1318,5.061,1.4618,7.3981698,4.398234202,,,
1319,5.064,1.4663,7.4253432,4.425407602,,,
1320,5.065,1.4663,7.4268095,4.426873902,,,
1321,5.065,1.4806,7.499239,4.499303402,,,
1322,5.064,1.4584,7.3853376,4.385402002,,,
1323,5.064,1.4694,7.4410416,4.441106002,,,
1324,5.065,1.4551,7.3700815,4.370145902,,,
1325,5.065,1.4551,7.3700815,4.370145902,,,
1326,5.065,1.45,7.34425,4.344314402,,,
1327,5.065,1.4455,7.3214575,4.321521902,,,
1328,5.065,1.4625,7.4075625,4.407626902,,,
1329,5.065,1.4625,7.4075625,4.407626902,,,
1330,5.07,1.4262,7.230834,4.230898402,,,
1331,5.07,1.4796,7.501572,4.501636402,,,
1332,5.062,1.4631,7.4062122,4.406276602,,,
1333,5.065,1.4659,7.4247835,4.424847902,,,
1334,5.067,1.4659,7.4277153,4.427779702,,,
1335,5.065,1.4498,7.343237,4.343301402,,,
1336,5.065,1.4602,7.395913,4.395977402,,,
1337,5.065,1.4492,7.340198,4.340262402,,,
1338,5.066,1.4492,7.3416472,4.341711602,,,
1339,5.064,1.4539,7.3625496,4.362614002,,,
1340,5.064,1.4457,7.3210248,4.321089202,,,
1341,5.076,1.3634,6.9206184,3.920682802,,,
1342,5.074,1.3665,6.933621,3.933685402,,,
1343,5.076,1.3665,6.936354,3.936418402,,,
1344,5.075,1.3718,6.961885,3.961949402,,,
1345,5.075,1.4478,7.347585,4.347649402,,,
1346,5.062,1.4429,7.3039598,4.304024202,,,
1347,5.066,1.4429,7.3097314,4.309795802,,,
1348,5.076,1.4637,7.4297412,4.429805602,,,
1349,5.076,1.4472,7.3459872,4.346051602,,,
1350,5.065,1.4529,7.3589385,4.359002902,,,
1351,5.063,1.4529,7.3560327,4.356097102,,,
1352,5.077,1.4123,7.1702471,4.170311502,,,
1353,5.076,1.3716,6.9622416,3.962306002,,,
1354,5.076,1.3608,6.9074208,3.907485202,,,
1355,5.076,1.3583,6.8947308,3.894795202,,,
1356,5.076,1.3583,6.8947308,3.894795202,,,
1357,5.075,1.3604,6.90403,3.904094402,,,
1358,5.075,1.3671,6.9380325,3.938096902,,,
1359,5.075,1.3655,6.9299125,3.929976902,,,
1360,5.075,1.3655,6.9299125,3.929976902,,,
1361,5.074,1.3632,6.9168768,3.916941202,,,
1362,5.075,1.3738,6.972035,3.972099402,,,
1363,5.075,1.3616,6.91012,3.910184402,,,
1364,5.076,1.3565,6.885594,3.885658402,,,
1365,5.074,1.3565,6.882881,3.882945402,,,
1366,5.067,1.4372,7.2822924,4.282356802,,,
1367,5.067,1.4676,7.4363292,4.436393602,,,
1368,5.064,1.4445,7.314948,4.315012402,,,
1369,5.075,1.4445,7.3308375,4.330901902,,,
1370,5.06,1.403,7.09918,4.099244402,,,
1371,5.068,1.45,7.3486,4.348664402,,,
1372,5.068,1.4688,7.4438784,4.443942802,,,
1373,5.074,1.4132,7.1705768,4.170641202,,,
1374,5.068,1.4132,7.1620976,4.162162002,,,
1375,5.068,1.4478,7.3374504,4.337514802,,,
1376,5.068,1.3812,6.9999216,3.999986002,,,
1377,5.076,1.3775,6.99219,3.992254402,,,
1378,5.075,1.3775,6.9908125,3.990876902,,,
1379,5.065,1.3772,6.975518,3.975582402,,,
1380,5.074,1.4439,7.3263486,4.326413002,,,
1381,5.074,1.4217,7.2137058,4.213770202,,,
1382,5.078,1.3944,7.0807632,4.080827602,,,
1383,5.075,1.3944,7.07658,4.076644402,,,
1384,5.065,1.4364,7.275366,4.275430402,,,
1385,5.065,1.4551,7.3700815,4.370145902,,,
1386,5.065,1.4712,7.451628,4.451692402,,,
1387,5.065,1.4712,7.451628,4.451692402,,,
1388,5.065,1.4684,7.437446,4.437510402,,,
1389,5.067,1.4547,7.3709649,4.371029302,,,
1390,5.067,1.4515,7.3547505,4.354814902,,,
1391,5.065,1.4323,7.2545995,4.254663902,,,
1392,5.068,1.4323,7.2588964,4.258960802,,,
1393,5.132,1.3394,6.8738008,3.873865202,,,
1394,5.132,1.3565,6.961558,3.961622402,,,
1395,5.077,1.3579,6.8940583,3.894122702,,,
1396,5.077,1.3579,6.8940583,3.894122702,,,
1397,5.075,1.3533,6.8679975,3.868061902,,,
1398,5.077,1.3555,6.8818735,3.881937902,,,
1399,5.077,1.3539,6.8737503,3.873814702,,,
1400,5.076,1.3522,6.8637672,3.863831602,,,
1401,5.077,1.3522,6.8651194,3.865183802,,,
1402,5.077,1.3533,6.8707041,3.870768502,,,
1403,5.077,1.3506,6.8569962,3.857060602,,,
1404,5.077,1.3516,6.8620732,3.862137602,,,
1405,5.078,1.3516,6.8634248,3.863489202,,,
1406,5.078,1.362,6.916236,3.916300402,,,
1407,5.077,1.3396,6.8011492,3.801213602,,,
1408,5.077,1.352,6.864104,3.864168402,,,
1409,5.077,1.3421,6.8138417,3.813906102,,,
1410,5.078,1.3421,6.8151838,3.815248202,,,
1411,5.077,1.35,6.85395,3.854014402,,,
1412,5.077,1.3533,6.8707041,3.870768502,,,
1413,5.09,1.342,6.83078,3.830844402,,,
1414,5.079,1.342,6.816018,3.816082402,,,
1415,5.077,1.3518,6.8630886,3.863153002,,,
1416,5.077,1.3555,6.8818735,3.881937902,,,
1417,5.075,1.3594,6.898955,3.899019402,,,
1418,5.077,1.3524,6.8661348,3.866199202,,,
1419,5.077,1.3524,6.8661348,3.866199202,,,
1420,5.077,1.3512,6.8600424,3.860106802,,,
1421,5.077,1.3528,6.8681656,3.868230002,,,
1422,5.077,1.3528,6.8681656,3.868230002,,,
1423,5.077,1.3528,6.8681656,3.868230002,,,
1424,5.077,1.3569,6.8889813,3.889045702,,,
1425,5.077,1.3451,6.8290727,3.829137102,,,
1426,5.077,1.3488,6.8478576,3.847922002,,,
1427,5.077,1.3537,6.8727349,3.872799302,,,
1428,5.077,1.3537,6.8727349,3.872799302,,,
1429,5.079,1.263,6.414777,3.414841402,,,
1430,5.079,1.351,6.861729,3.861793402,,,
1431,5.077,1.3539,6.8737503,3.873814702,,,
1432,5.079,1.3539,6.8764581,3.876522502,,,
1433,5.076,1.3274,6.7378824,3.737946802,,,
1434,5.076,1.3526,6.8657976,3.865862002,,,
1435,5.078,1.3486,6.8481908,3.848255202,,,
1436,5.076,1.3504,6.8546304,3.854694802,,,
1437,5.077,1.3504,6.8559808,3.856045202,,,
1438,5.077,1.3541,6.8747657,3.874830102,,,
1439,5.077,1.3274,6.7392098,3.739274202,,,
1440,5.077,1.3288,6.7463176,3.746382002,,,
1441,5.079,1.3288,6.7489752,3.749039602,,,
1442,5.077,1.3624,6.9169048,3.916969202,,,
1443,5.077,1.3506,6.8569962,3.857060602,,,
1444,5.077,1.3384,6.7950568,3.795121202,,,
1445,5.077,1.3512,6.8600424,3.860106802,,,
1446,5.079,1.3512,6.8627448,3.862809202,,,
1447,5.08,1.3335,6.77418,3.774244402,,,
1448,5.08,1.3408,6.811264,3.811328402,,,
1449,5.077,1.3433,6.8199341,3.819998502,,,
1450,5.077,1.3433,6.8199341,3.819998502,,,
1451,5.071,1.3738,6.9665398,3.966604202,,,
1452,5.071,1.4166,7.1835786,4.183643002,,,
1453,5.067,1.414,7.164738,4.164802402,,,
1454,5.068,1.4193,7.1930124,4.193076802,,,
1455,5.069,1.4193,7.1944317,4.194496102,,,
1456,5.072,1.4017,7.1094224,4.109486802,,,
1457,5.072,1.4115,7.159128,4.159192402,,,
1458,5.071,1.4266,7.2342886,4.234353002,,,
1459,5.073,1.4266,7.2371418,4.237206202,,,
1460,5.073,1.4142,7.1742366,4.174301002,,,
1461,5.073,1.3427,6.8115171,3.811581502,,,
1462,5.072,1.404,7.121088,4.121152402,,,
1463,5.071,1.3253,6.7205963,3.720660702,,,
1464,5.078,1.3253,6.7298734,3.729937802,,,
1465,5.077,1.352,6.864104,3.864168402,,,
1466,5.077,1.3962,7.0885074,4.088571802,,,
1467,5.069,1.4209,7.2025421,4.202606502,,,
1468,5.069,1.4209,7.2025421,4.202606502,,,
1469,5.065,1.4319,7.2525735,4.252637902,,,
1470,5.065,1.4162,7.173053,4.173117402,,,
1471,5.069,1.4331,7.2643839,4.264448302,,,
1472,5.067,1.418,7.185006,4.185070402,,,
1473,5.071,1.418,7.190678,4.190742402,,,
1474,5.071,1.4024,7.1115704,4.111634802,,,
1475,5.071,1.3881,7.0390551,4.039119502,,,
1476,5.076,1.3547,6.8764572,3.876521602,,,
1477,5.087,1.3547,6.8913589,3.891423302,,,
1478,5.077,1.3694,6.9524438,3.952508202,,,
1479,5.077,1.3482,6.8448114,3.844875802,,,
1480,5.076,1.3655,6.931278,3.931342402,,,
1481,5.077,1.3655,6.9326435,3.932707902,,,
1482,5.076,1.3518,6.8617368,3.861801202,,,
1483,5.077,1.3555,6.8818735,3.881937902,,,
1484,5.077,1.3504,6.8559808,3.856045202,,,
1485,5.077,1.3506,6.8569962,3.857060602,,,
1486,5.077,1.3506,6.8569962,3.857060602,,,
1487,5.077,1.3509,6.8585193,3.858583702,,,
1488,5.077,1.3557,6.8828889,3.882953302,,,
1489,5.075,1.3561,6.8822075,3.882271902,,,
1490,5.077,1.3561,6.8849197,3.884984102,,,
1491,5.075,1.3528,6.86546,3.865524402,,,
1492,5.077,1.3565,6.8869505,3.887014902,,,
1493,5.077,1.2856,6.5269912,3.527055602,,,
1494,5.077,1.3584,6.8965968,3.896661202,,,
1495,5.077,1.3584,6.8965968,3.896661202,,,
1496,5.077,1.3533,6.8707041,3.870768502,,,
1497,5.077,1.3516,6.8620732,3.862137602,,,
1498,5.077,1.3551,6.8798427,3.879907102,,,
1499,5.077,1.3551,6.8798427,3.879907102,,,
1500,5.077,1.3657,6.9336589,3.933723302,,,
1501,5.077,1.3524,6.8661348,3.866199202,,,
1502,5.077,1.3502,6.8549654,3.855029802,,,
1503,5.077,1.3533,6.8707041,3.870768502,,,
1504,5.077,1.3533,6.8707041,3.870768502,,,
1505,5.077,1.3473,6.8402421,3.840306502,,,
1506,5.077,1.3557,6.8828889,3.882953302,,,
1507,5.077,1.3557,6.8828889,3.882953302,,,
1508,5.075,1.3557,6.8801775,3.880241902,,,
1509,5.088,1.3573,6.9059424,3.906006802,,,
1510,5.088,1.3537,6.8876256,3.887690002,,,
1511,5.077,1.3553,6.8808581,3.880922502,,,
1512,5.077,1.3554,6.8813658,3.881430202,,,
1513,5.077,1.3554,6.8813658,3.881430202,,,
1514,5.077,1.3579,6.8940583,3.894122702,,,
1515,5.077,1.3537,6.8727349,3.872799302,,,
1516,5.077,1.3708,6.9595516,3.959616002,,,
1517,5.077,1.3708,6.9595516,3.959616002,,,
1518,5.077,1.3565,6.8869505,3.887014902,,,
1519,5.077,1.3679,6.9448283,3.944892702,,,
1520,5.077,1.3512,6.8600424,3.860106802,,,
1521,5.079,1.3423,6.8175417,3.817606102,,,
1522,5.078,1.3423,6.8161994,3.816263802,,,
1523,5.077,1.3366,6.7859182,3.785982602,,,
1524,5.077,1.3526,6.8671502,3.867214602,,,
1525,5.076,1.3176,6.6881376,3.688202002,,,
1526,5.077,1.3176,6.6894552,3.689519602,,,
1527,5.076,1.3518,6.8617368,3.861801202,,,
1528,5.076,1.3531,6.8683356,3.868400002,,,
1529,5.077,1.3547,6.8778119,3.877876302,,,
1530,5.077,1.35,6.85395,3.854014402,,,
1531,5.078,1.35,6.8553,3.855364402,,,
1532,5.077,1.3451,6.8290727,3.829137102,,,
1533,5.077,1.3573,6.8910121,3.891076502,,,
1534,5.077,1.3547,6.8778119,3.877876302,,,
1535,5.077,1.3547,6.8778119,3.877876302,,,
1536,5.077,1.3665,6.9377205,3.937784902,,,
1537,5.077,1.3412,6.8092724,3.809336802,,,
1538,5.077,1.3671,6.9407667,3.940831102,,,
1539,5.078,1.3671,6.9421338,3.942198202,,,
1540,5.077,1.3416,6.8113032,3.811367602,,,
1541,5.077,1.3441,6.8239957,3.824060102,,,
1542,5.077,1.3475,6.8412575,3.841321902,,,
1543,5.08,1.3586,6.901688,3.901752402,,,
1544,5.076,1.3586,6.8962536,3.896318002,,,
1545,5.077,1.3586,6.8976122,3.897676602,,,
1546,5.077,1.3508,6.8580116,3.858076002,,,
1547,5.076,1.3529,6.8673204,3.867384802,,,
1548,5.077,1.3529,6.8686733,3.868737702,,,
1549,5.077,1.3524,6.8661348,3.866199202,,,
1550,5.077,1.3524,6.8661348,3.866199202,,,
1551,5.077,1.3514,6.8610578,3.861122202,,,
1552,5.077,1.361,6.909797,3.909861402,,,
1553,5.076,1.361,6.908436,3.908500402,,,
1554,5.077,1.352,6.864104,3.864168402,,,
1555,5.077,1.373,6.970721,3.970785402,,,
1556,5.076,1.3604,6.9053904,3.905454802,,,
1557,5.076,1.3604,6.9053904,3.905454802,,,
1558,5.077,1.3257,6.7305789,3.730643302,,,
1559,5.077,1.3553,6.8808581,3.880922502,,,
1560,5.077,1.3554,6.8813658,3.881430202,,,
1561,5.076,1.3537,6.8713812,3.871445602,,,
1562,5.077,1.3537,6.8727349,3.872799302,,,
1563,5.075,1.3579,6.8913425,3.891406902,,,
1564,5.075,1.3576,6.88982,3.889884402,,,
1565,5.077,1.3535,6.8717195,3.871783902,,,
1566,5.076,1.3535,6.870366,3.870430402,,,
1567,5.077,1.352,6.864104,3.864168402,,,
1568,5.077,1.3539,6.8737503,3.873814702,,,
1569,5.077,1.3571,6.8899967,3.890061102,,,
1570,5.077,1.3571,6.8899967,3.890061102,,,
1571,5.077,1.3551,6.8798427,3.879907102,,,
1572,5.077,1.3551,6.8798427,3.879907102,,,
1573,5.077,1.3319,6.7620563,3.762120702,,,
1574,5.077,1.3606,6.9077662,3.907830602,,,
1575,5.076,1.3606,6.9064056,3.906470002,,,
1576,5.077,1.3541,6.8747657,3.874830102,,,
1577,5.077,1.3592,6.9006584,3.900722802,,,
1578,5.076,1.3528,6.8668128,3.866877202,,,
1579,5.076,1.3528,6.8668128,3.866877202,,,
1580,5.077,1.3545,6.8767965,3.876860902,,,
1581,5.077,1.3559,6.8839043,3.883968702,,,
1582,5.077,1.3506,6.8569962,3.857060602,,,
1583,5.075,1.3507,6.8548025,3.854866902,,,
1584,5.077,1.3507,6.8575039,3.857568302,,,
1585,5.076,1.3569,6.8876244,3.887688802,,,
1586,5.076,1.3492,6.8485392,3.848603602,,,
1587,5.077,1.351,6.859027,3.859091402,,,
1588,5.077,1.351,6.859027,3.859091402,,,
1589,5.077,1.35,6.85395,3.854014402,,,
1590,5.078,1.3164,6.6846792,3.684743602,,,
1591,5.078,1.1615,5.898097,2.898161402,,,
1592,5.117,1.2455,6.3732235,3.373287902,,,
1593,5.079,1.2455,6.3258945,3.325958902,,,
1594,5.078,1.3459,6.8344802,3.834544602,,,
1595,5.078,1.3457,6.8334646,3.833529002,,,
1596,5.078,1.3443,6.8263554,3.826419802,,,
1597,5.078,1.3443,6.8263554,3.826419802,,,
1598,5.077,1.3531,6.8696887,3.869753102,,,
1599,5.076,1.3453,6.8287428,3.828807202,,,
1600,5.076,1.3456,6.8302656,3.830330002,,,
1601,5.077,1.3445,6.8260265,3.826090902,,,
1602,5.076,1.3445,6.824682,3.824746402,,,
1603,5.079,1.3446,6.8292234,3.829287802,,,
1604,5.079,1.3444,6.8282076,3.828272002,,,
1605,5.078,1.3321,6.7644038,3.764468202,,,
1606,5.078,1.3427,6.8182306,3.818295002,,,
1607,5.078,1.3427,6.8182306,3.818295002,,,
1608,5.078,1.3583,6.8974474,3.897511802,,,
1609,5.078,1.3441,6.8253398,3.825404202,,,
1610,5.078,1.3602,6.9070956,3.907160002,,,
1611,5.077,1.3602,6.9057354,3.905799802,,,
1612,5.078,1.3412,6.8106136,3.810678002,,,
1613,5.078,1.3537,6.8740886,3.874153002,,,
1614,5.078,1.3449,6.8294022,3.829466602,,,
1615,5.077,1.3447,6.8270419,3.827106302,,,
1616,5.078,1.3447,6.8283866,3.828451002,,,
1617,5.078,1.3475,6.842605,3.842669402,,,
1618,5.078,1.3474,6.8420972,3.842161602,,,
1619,5.076,1.3435,6.819606,3.819670402,,,
1620,5.077,1.3435,6.8209495,3.821013902,,,
1621,5.074,1.3526,6.8630924,3.863156802,,,
1622,5.074,1.3822,7.0132828,4.013347202,,,
1623,5.077,1.3826,7.0194602,4.019524602,,,
1624,5.077,1.3698,6.9544746,3.954539002,,,
1625,5.075,1.3698,6.951735,3.951799402,,,
1626,5.075,1.3697,6.9512275,3.951291902,,,
1627,5.075,1.3881,7.0446075,4.044671902,,,
1628,5.075,1.3694,6.949705,3.949769402,,,
1629,5.075,1.3694,6.949705,3.949769402,,,
1630,5.075,1.3722,6.963915,3.963979402,,,
1631,5.075,1.3734,6.970005,3.970069402,,,
1632,5.074,1.3691,6.9468134,3.946877802,,,
1633,5.075,1.3716,6.96087,3.960934402,,,
1634,5.075,1.3716,6.96087,3.960934402,,,
1635,5.073,1.3691,6.9454443,3.945508702,,,
1636,5.073,1.372,6.960156,3.960220402,,,
1637,5.075,1.3691,6.9481825,3.948246902,,,
1638,5.073,1.3691,6.9454443,3.945508702,,,
1639,5.075,1.3692,6.94869,3.948754402,,,
1640,5.075,1.3708,6.95681,3.956874402,,,
1641,5.074,1.3707,6.9549318,3.954996202,,,
1642,5.075,1.3696,6.95072,3.950784402,,,
1643,5.075,1.3696,6.95072,3.950784402,,,
1644,5.075,1.3857,7.0324275,4.032491902,,,
1645,5.075,1.3706,6.955795,3.955859402,,,
1646,5.075,1.3848,7.02786,4.027924402,,,
1647,5.075,1.3848,7.02786,4.027924402,,,
1648,5.063,1.4024,7.1003512,4.100415602,,,
1649,5.063,1.4959,7.5737417,4.573806102,,,
1650,5.066,1.4064,7.1248224,4.124886802,,,
1651,5.076,1.3549,6.8774724,3.877536802,,,
1652,5.077,1.3549,6.8788273,3.878891702,,,
1653,5.077,1.3529,6.8686733,3.868737702,,,
1654,5.077,1.3478,6.8427806,3.842845002,,,
1655,5.076,1.3359,6.7810284,3.781092802,,,
1656,5.078,1.3359,6.7837002,3.783764602,,,
1657,5.076,1.3496,6.8505696,3.850634002,,,
1658,5.076,1.348,6.842448,3.842512402,,,
1659,5.077,1.3492,6.8498884,3.849952802,,,
1660,5.078,1.3502,6.8563156,3.856380002,,,
1661,5.077,1.3502,6.8549654,3.855029802,,,
1662,5.077,1.3484,6.8458268,3.845891202,,,
1663,5.077,1.3808,7.0103216,4.010386002,,,
1664,5.076,1.3506,6.8556456,3.855710002,,,
1665,5.077,1.3506,6.8569962,3.857060602,,,
1666,5.077,1.3569,6.8889813,3.889045702,,,
1667,5.077,1.35,6.85395,3.854014402,,,
1668,5.077,1.3533,6.8707041,3.870768502,,,
1669,5.077,1.3475,6.8412575,3.841321902,,,
1670,5.079,1.3475,6.8439525,3.844016902,,,
1671,5.077,1.2412,6.3015724,3.301636802,,,
1672,5.077,1.3535,6.8717195,3.871783902,,,
1673,5.077,1.3555,6.8818735,3.881937902,,,
1674,5.075,1.3555,6.8791625,3.879226902,,,
1675,5.078,1.3518,6.8644404,3.864504802,,,
1676,5.078,1.3531,6.8710418,3.871106202,,,
1677,5.077,1.3543,6.8757811,3.875845502,,,
1678,5.076,1.3541,6.8734116,3.873476002,,,
1679,5.077,1.3541,6.8747657,3.874830102,,,
1680,5.077,1.3732,6.9717364,3.971800802,,,
1681,5.077,1.3551,6.8798427,3.879907102,,,
1682,5.076,1.3669,6.9383844,3.938448802,,,
1683,5.076,1.3669,6.9383844,3.938448802,,,
1684,5.076,1.3553,6.8795028,3.879567202,,,
1685,5.076,1.3679,6.9434604,3.943524802,,,
1686,5.077,1.3478,6.8427806,3.842845002,,,
1687,5.084,1.3545,6.886278,3.886342402,,,
1688,5.077,1.3545,6.8767965,3.876860902,,,
1689,5.077,1.3535,6.8717195,3.871783902,,,
1690,5.077,1.3535,6.8717195,3.871783902,,,
1691,5.074,1.3783,6.9934942,3.993558602,,,
1692,5.071,1.3783,6.9893593,3.989423702,,,
1693,5.061,1.4675,7.4270175,4.427081902,,,
1694,5.061,1.439,7.282779,4.282843402,,,
1695,5.07,1.3573,6.881511,3.881575402,,,
1696,5.075,1.3573,6.8882975,3.888361902,,,
1697,5.077,1.348,6.843796,3.843860402,,,
1698,5.077,1.3508,6.8580116,3.858076002,,,
1699,5.077,1.3581,6.8950737,3.895138102,,,
1700,5.077,1.351,6.859027,3.859091402,,,
1701,5.078,1.351,6.860378,3.860442402,,,
1702,5.074,1.3598,6.8996252,3.899689602,,,
1703,5.074,1.3533,6.8666442,3.866708602,,,
1704,5.076,1.3602,6.9043752,3.904439602,,,
1705,5.076,1.3602,6.9043752,3.904439602,,,
1706,5.073,1.3524,6.8607252,3.860789602,,,
1707,5.063,1.4631,7.4076753,4.407739702,,,
1708,5.063,1.4661,7.4228643,4.422928702,,,
1709,5.063,1.3736,6.9545368,3.954601202,,,
1710,5.074,1.3736,6.9696464,3.969710802,,,
1711,5.076,1.3675,6.94143,3.941494402,,,
1712,5.076,1.3687,6.9475212,3.947585602,,,
1713,5.075,1.3665,6.9349875,3.935051902,,,
1714,5.076,1.3665,6.936354,3.936418402,,,
1715,5.076,1.3628,6.9175728,3.917637202,,,
1716,5.076,1.3602,6.9043752,3.904439602,,,
1717,5.076,1.3651,6.9292476,3.929312002,,,
1718,5.077,1.3804,7.0082908,4.008355202,,,
1719,5.087,1.3804,7.0220948,4.022159202,,,
1720,5.077,1.3577,6.8930429,3.893107302,,,
1721,5.077,1.3718,6.9646286,3.964693002,,,
1722,5.076,1.3598,6.9023448,3.902409202,,,
1723,5.076,1.3598,6.9023448,3.902409202,,,
1724,5.077,1.3584,6.8965968,3.896661202,,,
1725,5.076,1.3628,6.9175728,3.917637202,,,
1726,5.076,1.3631,6.9190956,3.919160002,,,
1727,5.074,1.3657,6.9295618,3.929626202,,,
1728,5.076,1.3657,6.9322932,3.932357602,,,
1729,5.074,1.3641,6.9214434,3.921507802,,,
1730,5.074,1.3608,6.9046992,3.904763602,,,
1731,5.076,1.3645,6.926202,3.926266402,,,
1732,5.076,1.3645,6.926202,3.926266402,,,
1733,5.076,1.3661,6.9343236,3.934388002,,,
