Time,Rep1,Rep2,Rep3
1,1.133976697,1.113457497,1.213182797
2,1.152134697,1.104184497,1.197270297
3,2.549877997,1.106091097,1.197215497
4,2.713711897,2.334245497,2.704207797
5,2.714646097,2.439004297,2.684618797
6,2.523601497,2.439884897,2.599755097
7,2.447690697,2.441646097,2.597932297
8,2.370376297,2.329092697,2.483948297
9,2.363437897,2.431320097,2.796917497
10,2.716255097,2.536670297,2.840722797
11,3.077505097,2.532168297,2.831221297
12,2.939946697,2.847794797,2.831221297
13,2.682248097,2.261095897,2.713614297
14,2.682248097,2.150452897,2.552653497
15,2.554845497,2.325484297,2.641316797
16,2.800882097,2.326342897,2.846788297
17,2.929642697,2.594525497,2.838148297
18,2.744774797,2.702244097,2.871101897
19,2.743833297,2.699765497,2.991588497
20,3.083798997,2.698833097,2.923621697
21,2.944315297,2.998719097,2.920691897
22,2.952678797,2.631006797,2.833598297
23,2.948754397,2.932574297,2.925872797
24,2.840583397,2.811431797,2.809612297
25,2.987469297,2.805709597,3.026086797
26,2.738772597,2.796284797,3.026086797
27,2.831826697,2.709232897,2.943863497
28,2.832785097,2.787962697,2.866007897
29,2.777060497,2.807307797,2.752332197
30,2.905370197,2.803496197,2.754219597
31,2.602439497,2.939895297,2.932991897
32,3.041860297,2.686882997,2.857133297
33,3.036868297,2.660813497,3.055408297
34,2.314482697,2.672841097,2.703176797
35,2.877736297,2.419756997,2.705042197
36,2.758682497,2.681419697,2.922645097
37,2.760570897,2.638554697,2.358939097
38,2.731198797,2.593494697,2.892608497
39,3.046047097,2.592583097,2.888727697
40,2.622738497,2.800560597,2.880553097
41,2.489430497,2.673895197,3.045078097
42,2.485869697,1.956489497,2.230704997
43,2.589282397,1.959640297,2.266844897
44,2.600116297,2.438700697,2.264302697
45,2.369321497,2.535230097,2.082076597
46,2.370189097,2.221058497,2.629749997
47,2.607101297,2.222734897,2.593530497
48,2.679355297,2.522080297,2.594441397
49,2.707913497,2.344239297,2.504709297
50,2.778091097,2.343206297,2.545949297
51,2.776195897,2.505387297,2.832120897
52,2.854938697,2.495568697,2.772158297
53,2.825572297,2.723281297,2.772158297
54,3.135301097,2.896489297,2.846007597
55,3.142431997,3.036289097,3.129092597
56,2.968373297,3.032297497,2.905012797
57,2.716538297,3.072498897,2.909885297
58,2.750868297,3.011559497,3.244413297
59,3.216084897,3.038349897,2.825718297
60,3.219185097,2.901480997,3.054349897
61,3.014794297,2.901480997,2.961520897
62,2.827921897,2.914757797,2.967432697
