Time,Rep1,Rep2,Rep3
1,3.468525101,1.949578101,1.933521701
2,3.395591401,1.882732201,3.584223201
3,3.652873401,3.535337901,3.536452401
4,3.651525401,3.369401701,3.795869701
5,3.973936201,3.808054501,3.788990201
6,4.193423901,4.163085401,4.144401201
7,4.015192701,4.154392601,4.145921301
8,4.013770801,4.204637401,4.377292901
9,4.252625001,4.345021001,4.537600401
10,4.151488601,4.459081901,4.531500401
11,3.874448201,4.344074001,4.556285901
12,4.462576401,4.335151401,4.137741201
13,4.459557801,4.171521101,4.393190901
14,4.085624001,4.324423701,4.394687401
15,4.225416201,4.185759401,4.250454201
16,4.276096201,4.188673401,4.222924401
17,4.244478601,4.261595001,4.609355601
18,4.243010001,4.474783401,4.399971001
19,4.371509601,4.345625901,4.411977401
20,4.415051401,4.274344401,4.183734601
21,4.195515001,4.272869901,4.259664601
22,4.198429401,4.427723001,4.189940201
23,4.370809401,4.644376601,4.292949901
24,4.316679201,4.315742401,4.288518001
25,4.239154101,4.284004101,4.464681801
26,4.185885801,4.289910901,4.226308701
27,4.191707001,4.097784801,4.384525201
28,4.027570401,4.181390301,4.381536801
29,4.258255401,4.176961401,4.250454201
30,4.244113901,4.181324601,4.153521801
31,4.027594801,4.216525401,4.131733701
32,4.027594801,4.586703801,3.977190201
33,4.364617401,4.750414401,3.975775801
34,4.524355401,4.223272101,4.651165501
35,5.002260001,4.214483901,4.807808501
36,4.994168501,4.973952201,4.773708201
37,4.711248201,4.750653801,4.562331101
38,4.727919801,4.779325401,4.543943501
39,4.549671201,4.784059401,3.497684901
40,4.545080901,4.979810901,4.886798901
41,4.735998801,4.335803901,4.635400401
42,4.203499401,4.136703801,4.635400401
43,3.822235401,3.960646401,4.173671001
44,4.245125201,3.970518501,3.741703401
45,4.231948301,4.127830901,4.258915401
46,3.629702901,3.754540401,3.922621401
47,4.130097901,4.207430201,3.931038201
48,4.397288901,4.194304601,4.182975201
49,4.394293101,4.133692401,4.478323001
50,4.379449401,4.400407101,4.465167801
51,3.581938401,3.783835801,4.484818601
52,3.649983601,3.685526501,3.668437001
53,3.975023301,3.667936201,3.984226401
54,3.966549501,4.190953801,4.181831401
55,4.075996701,4.109359001,4.173040001
56,4.025326701,3.979217001,4.193398801
57,3.945322401,3.979217001,4.028681401
58,3.935473401,4.110024801,4.374387201
59,4.185191201,4.335968401,4.223052901
60,4.286783901,4.199247401,4.218662401
61,4.109438901,4.150623401,4.183545901
62,4.073376201,4.147725001,4.184558901
63,4.073376201,4.252835001,4.268359401
64,4.215455401,4.261955601,4.378597801
65,4.372470401,4.313716401,4.381587401
66,4.179935601,4.310753601,4.304132601
67,4.178480901,4.419132801,4.140059001
68,4.212625401,4.132680201,4.071442101
69,4.118243501,3.973749401,4.081485001
70,4.085789101,4.004451401,4.121170001
71,4.087310401,4.004451401,4.214891001
72,4.080135401,4.261955601,4.385132901
73,4.143387801,4.384577001,4.240167501
74,4.319719401,4.267022601,4.234302301
75,4.240167501,4.268494201,4.272548601
76,4.237234901,4.404437801,4.299409001
77,4.143015801,4.016182401,4.202485401
78,4.216352601,4.307092201,4.190821401
79,4.430180001,4.227666201,4.472257401
80,4.117816401,4.227666201,4.240832601
81,4.110609901,4.185759401,4.256073201
82,4.251821601,4.197908201,4.161259901
83,4.062822501,4.181962001,4.161259901
84,4.103439001,4.179051801,4.143532401
85,4.104878601,4.380042601,4.177467901
86,3.956235801,4.186014801,4.271993401
87,4.211200401,5.033538201,4.248441401
88,4.733875401,5.224079001,4.957280601
89,5.156788601,5.215747001,5.033891601
90,5.153481801,4.839925401,5.149949601
91,4.605633701,5.206050401,4.577448201
92,4.898086601,5.429035801,4.583617401
93,3.825742701,5.494069001,5.215322601
94,3.870257901,3.890304201,3.883595001
95,3.812462201,3.947121801,3.742367901
96,4.116532701,4.081732301,3.728708901
97,3.865716201,4.271676901,4.099973401
98,4.593269001,4.261365201,4.662694901
99,4.584045801,4.463669601,4.615425201
100,4.385305701,4.474803801,4.755183201
101,4.574943201,4.901708601,4.748904001
102,4.983248801,4.901708601,4.721857401
103,4.978397501,4.829376601,4.720847001
104,4.943955401,4.819288601,4.801491201
105,4.614839901,4.829247201,4.818925101
106,4.590575901,4.984460601,4.674527801
107,5.057297401,4.982843901,5.087603001
108,5.013465601,4.666750801,4.932112301
109,4.805236901,4.719281201,4.792270401
110,4.957091401,4.964055501,4.784375401
111,4.436303001,4.960825701,4.648997901
112,4.427267601,4.820371401,4.722208401
113,4.536576401,4.501624701,4.394047601
114,4.085367801,4.117546101,4.419591801
115,4.138033401,4.234101401,4.585200401
116,4.110609901,4.242909401,4.191143401
117,4.112051201,4.116961001,4.190636901
118,4.304983801,4.015601001,4.041447801
119,4.246701801,4.361969401,4.035740601
120,3.947287801,4.347045401,4.977521401
121,3.944460201,5.178275301,5.356708001
122,4.976469001,5.071841001,4.838073501
123,4.851810501,4.920816101,4.795297401
124,4.421806101,4.456629201,5.030927901
125,4.344074001,4.468739601,4.477338301
126,4.339612701,4.480870401,4.419738101
127,4.355036601,4.409988401,5.000300601
128,4.536475201,4.315888401,5.008412601
129,4.303742001,4.314405401,4.573931801
130,4.308183801,4.417531001,4.553198101
131,4.259892101,4.194182401,4.430279401
132,4.328540901,4.404379901,4.425761701
133,4.228333101,4.298135801,4.416645801
134,4.364662201,4.293698201,4.582548201
135,4.342321201,4.007283901,4.457571801
136,4.140041201,5.067894901,5.161836601
137,4.997202701,4.783491801,5.160182201
138,4.770678801,4.786648201,4.965770001
139,4.776985201,4.874346901,5.093560301
140,4.873588301,4.806225801,5.106557001
141,4.832568201,4.682451801,5.095075601
142,4.407105601,4.801612501,4.876790401
143,4.527903801,4.804776701,4.664185401
144,4.521798201,4.885692601,5.036297901
145,4.999421601,5.233086401,5.169629001
146,4.283269801,4.676679601,5.176255401
147,4.375608201,4.692265601,4.384254301
148,4.374113401,4.663707901,4.431808901
149,4.051861001,4.235193401,5.093526101
150,4.741551501,5.111840601,5.059142801
151,4.309870701,5.003111001,4.598984601
152,5.106187801,5.006358201,4.722660601
153,5.109472601,4.836032601,5.356111201
