frame_number,original_frame_number,frame_with_full_frame
1,2,1
202,204,
402,405,402
404,408,
414,419,
449,455,
466,473,
542,550,
544,553,
561,571,
567,578,
580,592,
615,628,615
629,643,
630,645,
644,660,
685,702,
692,710,
706,725,
