frame_number,original_frame_number,frame_with_full_frame,time_stamp_in_original_video
2028,2887,,01:39
2029,2890,,01:39
2030,2895,,01:39
2032,2899,,01:39
2034,2942,,01:41
2036,2945,,01:41
2041,2953,,01:41
2046,2959,,01:42
2047,2961,,01:42
2049,2965,,01:42
2050,2967,,01:42
2051,2971,,01:42
2056,2977,,01:42
2062,2987,,01:43
2063,2994,,01:43
2064,3027,2064,01:44
2065,3029,,01:44
2066,3049,,01:45
2068,3072,,01:45
2070,3119,,01:47
2071,3124,,01:47
2072,3133,,01:48
2074,3136,,01:48
2078,3141,,01:48
2183,3247,,01:51
2194,3260,,01:52
2203,3271,,01:52
2207,3277,,01:53
2211,3282,,01:53
2219,3291,,01:53
2223,3297,,01:53
2228,3304,2228,01:53
2250,3333,,01:54
2252,3338,,01:55
2253,3340,,01:55
2254,3343,,01:55
2255,3346,,01:55
2259,3352,,01:55
2262,3357,,01:55
2263,3359,,01:55
2264,3363,,01:55
2265,3376,,01:56
2267,3381,,01:56
2268,3388,,01:56
2270,3393,,01:57
2271,3395,,01:57
2272,3407,,01:57
2273,3409,,01:57
2274,3411,,01:57
2276,3414,,01:57
2279,3435,,01:58
2285,3448,,01:58
2286,3451,,01:59
2328,3494,,02:00
2337,3507,,02:00
2338,3509,,02:01
2349,3532,,02:01
2350,3534,,02:01
2351,3543,,02:02
2388,3585,,02:03
2597,3795,2597,02:10
2598,3798,,02:10
2731,3933,2731,02:15
2771,3974,,02:17
2774,3978,,02:17
2782,3987,,02:17
2786,3992,,02:17
2958,4165,,02:23
2963,4171,,02:23
2981,4196,,02:24
2982,4198,,02:24
2984,4201,2984,02:24
2985,4203,,02:24
2988,4215,,02:25
2991,4221,,02:25
2996,4227,,02:25
2999,4231,,02:25
3001,4234,,02:26
3027,4261,,02:26
3030,4267,,02:27
3032,4270,,02:27
3033,4272,,02:27
3035,4275,,02:27
3036,4282,,02:27
3038,4287,,02:27
3040,4292,,02:28
3043,4296,,02:28
3045,4303,,02:28
3049,4313,,02:28
3050,4321,,02:29
3051,4325,,02:29
3053,4330,,02:29
3054,4332,,02:29
3055,4335,,02:29
3056,4337,,02:29
3057,4339,,02:29
3058,4341,,02:29
3061,4345,,02:29
3081,4367,,02:30
3082,4369,,02:30
3095,4383,,02:31
3099,4388,,02:31
3105,4395,,02:31
3115,4407,,02:31
3131,4425,,02:32
3132,4427,,02:32
3135,4431,,02:32
3136,4433,,02:32
3138,4437,,02:33
3145,4445,,02:33
3147,4448,,02:33
3149,4451,,02:33
3152,4455,,02:33
3153,4457,,02:33
3154,4459,,02:33
3155,4461,,02:33
3156,4463,,02:33
3161,4470,,02:34
3162,4473,,02:34
3164,4477,,02:34
3166,4481,,02:34
3169,4488,,02:34
3171,4499,,02:35
3173,4504,3173,02:35
3176,4508,,02:35
3179,4521,,02:35
3180,4536,,02:36
3181,4539,,02:36
3182,4541,,02:36
3186,4546,,02:36
3192,4554,,02:37
3198,4561,,02:37
3200,4564,,02:37
3202,4568,,02:37
3208,4575,,02:37
3209,4578,,02:37
3213,4589,,02:38
3218,4597,,02:38
3222,4602,,02:38
3225,4619,,02:39
3226,4623,,02:39
3227,4640,,02:40
3228,4642,,02:40
3230,4646,,02:40
3232,4650,,02:40
3233,4652,,02:40
3234,4656,,02:40
3236,4662,,02:40
3237,4664,,02:40
3238,4675,,02:41
3239,4682,,02:41
3240,4695,,02:41
3242,4699,,02:42
3244,4702,,02:42
3245,4704,,02:42
3247,4708,,02:42
3251,4716,,02:42
3252,4720,,02:42
3256,4727,,02:43
3257,4729,,02:43
3264,4737,,02:43
3265,4739,,02:43
3269,4744,,02:43
3273,4749,,02:43
3313,4790,,02:45
3528,5006,3528,02:52
3550,5029,,02:53
3557,5037,,02:53
3594,5075,,02:55
3595,5077,,02:55
3599,5082,,02:55
3639,5123,3639,02:56
3645,5130,,02:56
3658,5144,,02:57
3663,5151,,02:57
3664,5153,,02:57
3666,5156,,02:57
3674,5165,,02:58
3688,5180,,02:58
3699,5192,,02:59
3700,5194,,02:59
3701,5197,,02:59
3705,5202,,02:59
3709,5207,,02:59
3710,5209,,02:59
3711,5212,,02:59
3716,5218,,02:59
3731,5234,,03:00
3741,5248,,03:00
3743,5251,,03:01
3745,5254,,03:01
3747,5257,,03:01
3751,5262,,03:01
3771,5283,,03:02
3798,5312,,03:03
3800,5315,,03:03
3802,5318,,03:03
3807,5324,,03:03
3812,5330,,03:03
3815,5336,,03:04
3822,5344,,03:04
3827,5350,,03:04
3830,5354,,03:04
3833,5360,,03:04
3835,5363,,03:04
3836,5365,,03:05
3837,5367,,03:05
3838,5370,,03:05
3839,5372,,03:05
3843,5377,,03:05
3848,5384,,03:05
3849,5393,,03:05
3850,5398,,03:06
3852,5409,3852,03:06
3853,5413,,03:06
3855,5417,,03:06
3856,5419,,03:06
3857,5421,,03:06
3865,5430,,03:07
3868,5437,,03:07
3874,5444,,03:07
4018,5592,,03:12
4022,5597,,03:13
4023,5604,,03:13
4024,5607,,03:13
4025,5609,,03:13
4026,5612,,03:13
4044,5632,,03:14
4046,5636,,03:14
4048,5639,,03:14
4069,5661,,03:15
4074,5667,,03:15
4079,5673,,03:15
4083,5678,,03:15
4226,5822,4226,03:20
4340,5937,,03:24
4353,5951,,03:25
4376,5975,,03:26
4403,6003,4403,03:27
4640,6241,,03:35
4696,6298,,03:37
4700,6303,4700,03:37
4706,6310,,03:37
4708,6313,,03:37
4711,6317,,03:37
4718,6325,,03:38
4721,6330,,03:38
4737,6347,,03:38
4747,6358,,03:39
4752,6364,,03:39
4776,6389,,03:40
4788,6402,,03:40
4796,6411,,03:41
4815,6432,,03:41
4820,6439,,03:42
4823,6443,,03:42
4826,6447,,03:42
4827,6450,,03:42
4831,6457,,03:42
4834,6461,,03:42
4838,6466,,03:42
4868,6497,,03:44
4878,6508,,03:44
4887,6519,,03:44
4894,6527,,03:45
4904,6539,,03:45
4905,6541,,03:45
4916,6553,,03:45
4928,6568,,03:46
4929,6571,,03:46
4930,6573,,03:46
4931,6575,,03:46
4933,6579,,03:46
4937,6584,,03:47
4941,6589,,03:47
4942,6591,,03:47
4943,6596,,03:47
4945,6602,4945,03:47
4946,6604,,03:47
4953,6615,,03:48
4958,6621,,03:48
4961,6625,,03:48
4962,6627,,03:48
4963,6629,,03:48
4964,6631,,03:48
4965,6635,,03:48
4966,6640,,03:48
4967,6647,,03:49
4968,6650,,03:49
4970,6655,,03:49
4971,6658,,03:49
4972,6662,,03:49
4973,6668,,03:49
4974,6671,,03:50
4978,6677,,03:50
4982,6683,,03:50
4985,6687,,03:50
4986,6689,,03:50
4989,6695,,03:50
4993,6701,,03:51
4996,6714,,03:51
4999,6718,,03:51
5000,6720,,03:51
5008,6729,,03:52
5009,6733,,03:52
5010,6739,,03:52
5011,6743,,03:52
5012,6746,,03:52
5013,6748,,03:52
5015,6751,,03:52
5018,6757,,03:53
5020,6760,,03:53
5021,6762,,03:53
5022,6765,,03:53
5063,6808,,03:54
5077,6823,,03:55
5094,6841,,03:55
5149,6897,,03:57
5173,6922,5173,03:58
5269,7021,,04:02
5271,7024,,04:02
5272,7026,,04:02
5275,7030,,04:02
5280,7036,,04:02
5286,7043,,04:02
5290,7048,,04:03
5293,7052,,04:03
5294,7054,,04:03
5300,7061,,04:03
5309,7071,,04:03
5312,7079,,04:04
5313,7082,,04:04
5314,7086,,04:04
5315,7089,,04:04
5317,7092,,04:04
5319,7095,,04:04
5330,7107,,04:05
5333,7112,,04:05
5339,7119,,04:05
5345,7126,,04:05
5346,7128,,04:05
5367,7150,,04:06
5371,7157,,04:06
5372,7159,,04:06
5381,7174,,04:07
5383,7177,,04:07
5396,7191,,04:07
5408,7205,5408,04:08
5409,7208,,04:08
5446,7246,,04:09
5447,7251,,04:10
5471,7276,,04:10
5472,7278,,04:10
5529,7336,,04:12
5536,7345,,04:13
5587,7398,,04:15
5611,7423,,04:15
5614,7428,,04:16
5616,7431,,04:16
5617,7433,,04:16
5618,7435,,04:16
5664,7482,,04:18
5668,7487,,04:18
5689,7509,5689,04:18
5695,7516,,04:19
5824,7646,,04:23
5842,7665,,04:24
5854,7678,,04:24
5862,7687,,04:25
5865,7691,,04:25
5868,7695,,04:25
5875,7703,,04:25
5879,7708,,04:25
5882,7713,,04:25
5885,7719,,04:26
5891,7727,,04:26
5901,7738,,04:26
5902,7741,,04:26
5908,7748,,04:27
5909,7750,,04:27
5913,7757,,04:27
5916,7761,,04:27
5917,7763,,04:27
5919,7766,,04:27
5920,7770,,04:27
5934,7788,,04:28
5937,7793,,04:28
5963,7825,5963,04:29
5964,7827,,04:29
5965,7829,,04:29
5966,7831,,04:30
5993,7859,,04:31
6002,7869,,04:31
6005,7873,,04:31
6006,7875,,04:31
6007,7878,,04:31
6009,7882,,04:31
6012,7887,,04:31
6038,7915,,04:32
6041,7919,,04:33
6042,7921,,04:33
6048,7930,,04:33
6049,7932,,04:33
6052,7937,,04:33
6056,7943,,04:33
6061,7950,,04:34
6065,7955,,04:34
6084,7975,,04:35
6088,7980,,04:35
6099,7992,,04:35
6103,7998,,04:35
6191,8087,,04:38
6300,8197,6300,04:42
6373,8271,,04:45
6392,8291,,04:45
6393,8293,,04:45
6397,8298,,04:46
6406,8311,,04:46
6407,8313,,04:46
6408,8326,,04:47
6409,8328,,04:47
6411,8331,,04:47
6415,8336,,04:47
6416,8339,,04:47
6425,8349,,04:47
6427,8352,,04:48
6430,8357,,04:48
6433,8361,,04:48
6438,8367,,04:48
6442,8372,,04:48
6446,8378,,04:48
6455,8388,,04:49
6473,8407,6473,04:49
6485,8420,,04:50
6488,8424,,04:50
6495,8434,,04:50
6496,8436,,04:50
6499,8440,,04:51
6504,8446,,04:51
6505,8448,,04:51
6506,8451,,04:51
6507,8453,,04:51
6508,8457,,04:51
6509,8459,,04:51
6511,8462,,04:51
6542,8494,,04:52
6563,8516,,04:53
6564,8518,,04:53
6567,8523,,04:53
6570,8527,,04:54
6571,8529,,04:54
6572,8531,,04:54
6573,8534,,04:54
6574,8540,,04:54
6575,8542,,04:54
6577,8548,,04:54
6579,8552,,04:54
6586,8561,,04:55
6587,8566,,04:55
6588,8568,,04:55
6591,8579,,04:55
6593,8582,,04:55
6594,8584,,04:56
6595,8586,,04:56
6597,8592,,04:56
6636,8633,,04:57
6641,8640,,04:57
6645,8645,,04:58
6657,8658,,04:58
6671,8673,,04:59
6720,8723,6720,05:00
6752,8756,,05:01
6757,8763,,05:02
6765,8772,,05:02
6772,8780,,05:02
6777,8786,,05:02
6779,8790,,05:03
6780,8792,,05:03
6781,8809,,05:03
6782,8811,,05:03
6783,8813,,05:03
6788,8819,,05:04
6791,8824,,05:04
6793,8832,,05:04
6794,8835,,05:04
6795,8837,,05:04
6796,8842,,05:04
6797,8846,,05:05
6799,8852,,05:05
6802,8860,,05:05
6804,8863,,05:05
6805,8866,,05:05
6806,8868,,05:05
6808,8910,,05:07
6811,8917,,05:07
6813,8925,,05:07
6814,8927,,05:07
6815,8929,,05:07
6818,8934,,05:08
6820,8944,,05:08
6824,8969,,05:09
6825,8980,,05:09
6827,8984,,05:09
6828,8988,,05:09
6830,8993,,05:10
6832,9004,6832,05:10
6833,9011,,05:10
6834,9027,,05:11
6835,9029,,05:11
6837,9033,,05:11
6839,9036,,05:11
6848,9050,,05:12
6883,9088,,05:13
6888,9096,,05:13
6891,9101,,05:13
6896,9107,,05:14
6897,9114,,05:14
6898,9122,,05:14
6899,9124,,05:14
6901,9129,,05:14
6904,9134,,05:14
6905,9137,,05:15
6907,9143,,05:15
6910,9147,,05:15
6913,9151,,05:15
6917,9158,,05:15
6920,9163,,05:15
6922,9184,,05:16
6923,9188,,05:16
6924,9194,,05:17
6928,9202,,05:17
6929,9204,,05:17
6931,9207,,05:17
6933,9210,,05:17
6936,9214,,05:17
6938,9218,,05:17
6939,9220,,05:17
6947,9229,,05:18
6952,9235,,05:18
6955,9240,,05:18
6966,9256,,05:19
6967,9262,,05:19
6969,9266,,05:19
6970,9270,,05:19
6972,9274,,05:19
6975,9280,,05:20
6981,9287,,05:20
6998,9305,6998,05:20
7004,9312,,05:21
7012,9321,,05:21
7022,9333,,05:21
7026,9339,,05:22
7029,9343,,05:22
7034,9349,,05:22
7037,9353,,05:22
7038,9356,,05:22
7042,9361,,05:22
7044,9364,,05:22
7094,9415,,05:24
7096,9421,,05:24
7097,9425,,05:25
7098,9428,,05:25
7102,9433,,05:25
7108,9440,,05:25
7110,9445,,05:25
7112,9453,,05:25
7113,9455,,05:26
7125,9468,,05:26
7144,9488,,05:27
7157,9502,,05:27
7178,9524,,05:28
7179,9526,,05:28
7187,9535,,05:28
7235,9585,,05:30
7261,9612,7261,05:31
7293,9646,,05:32
7301,9655,,05:32
7303,9658,,05:33
7304,9660,,05:33
7307,9664,,05:33
7313,9672,,05:33
7323,9689,,05:34
7325,9693,,05:34
7327,9696,,05:34
7329,9706,,05:34
7333,9711,,05:34
7338,9717,,05:35
7340,9720,,05:35
7341,9722,,05:35
7347,9729,,05:35
7352,9735,,05:35
7378,9762,,05:36
7379,9764,,05:36
7382,9769,,05:36
7388,9776,,05:37
7392,9781,,05:37
7393,9783,,05:37
7395,9788,,05:37
7399,9802,,05:38
7401,9806,,05:38
7420,9827,,05:38
7421,9829,,05:38
7428,9837,,05:39
7433,9844,,05:39
7436,9848,,05:39
7444,9857,,05:39
7446,9861,,05:40
7449,9866,,05:40
7452,9870,,05:40
7453,9872,,05:40
7457,9882,,05:40
7458,9888,,05:40
7459,9890,,05:41
7461,9893,,05:41
7465,9899,,05:41
7471,9906,7471,05:41
7475,9912,,05:41
7480,9918,,05:42
7481,9920,,05:42
7482,9926,,05:42
7483,9932,,05:42
7484,9935,,05:42
7485,9937,,05:42
7491,9944,,05:42
7494,9948,,05:43
7496,9951,,05:43
7497,9953,,05:43
7502,9961,,05:43
7504,9964,,05:43
7505,9966,,05:43
7506,9968,,05:43
7508,9979,,05:44
7509,9981,,05:44
7512,9985,,05:44
7513,9987,,05:44
7514,9989,,05:44
7516,9992,,05:44
7517,10000,,05:44
7518,10008,,05:45
7519,10010,,05:45
7525,10017,,05:45
7526,10028,,05:45
7527,10031,,05:45
7542,10047,,05:46
7543,10055,,05:46
7544,10065,,05:47
7545,10083,,05:47
7546,10092,,05:48
7549,10098,,05:48
7551,10103,,05:48
7553,10110,,05:48
7554,10115,,05:48
7556,10118,,05:48
7572,10135,,05:49
7607,10171,,05:50
7664,10231,7664,05:52
7680,10249,,05:53
7732,10302,,05:55
7816,10387,,05:58
7826,10398,,05:58
7831,10409,,05:58
7832,10432,,05:59
7833,10434,,05:59
7851,10460,,06:00
7858,10469,,06:01
7893,10505,7893,06:02
7906,10519,,06:02
7907,10522,,06:02
7909,10525,,06:02
7911,10529,,06:03
7930,10549,,06:03
7939,10559,,06:04
7949,10570,,06:04
7950,10574,,06:04
7957,10582,,06:04
7963,10589,,06:05
7977,10604,,06:05
7979,10615,,06:06
7980,10618,,06:06
7981,10620,,06:06
7985,10625,,06:06
7990,10632,,06:06
7992,10635,,06:06
7995,10639,,06:06
7998,10643,,06:07
8003,10649,,06:07
8005,10653,,06:07
8006,10659,,06:07
8007,10663,,06:07
8008,10667,,06:07
8009,10670,,06:07
8011,10673,,06:08
8012,10675,,06:08
8024,10688,,06:08
8033,10698,,06:08
8151,10817,8151,06:13
8188,10855,,06:14
8275,10943,,06:17
8298,10967,,06:18
8308,10980,,06:18
8312,10985,,06:18
8316,10992,,06:19
8317,10994,,06:19
8319,10997,,06:19
8320,10999,,06:19
8325,11005,,06:19
8335,11016,,06:19
8343,11027,,06:20
8346,11031,,06:20
8347,11033,,06:20
8367,11056,,06:21
8369,11062,,06:21
8370,11064,,06:21
8371,11066,,06:21
8372,11068,,06:21
8374,11071,,06:21
8378,11076,,06:21
8384,11083,,06:22
8387,11087,,06:22
8388,11089,,06:22
8389,11091,,06:22
8391,11094,,06:22
8408,11112,8408,06:23
8409,11114,,06:23
8416,11123,,06:23
8492,11200,,06:26
8503,11213,,06:26
8510,11222,,06:26
8511,11224,,06:27
8514,11228,,06:27
8540,11255,,06:28
8559,11275,,06:28
8561,11280,,06:28
8564,11284,,06:29
8565,11287,,06:29
8566,11335,,06:30
8569,11343,,06:31
8570,11346,,06:31
8571,11348,,06:31
8572,11352,,06:31
8574,11361,,06:31
8575,11367,,06:31
8577,11371,,06:32
8583,11382,,06:32
8584,11388,,06:32
8586,11391,,06:32
8596,11402,8596,06:33
8598,11406,,06:33
8599,11409,,06:33
8603,11414,,06:33
8608,11420,,06:33
8609,11422,,06:33
8613,11428,,06:34
8615,11432,,06:34
8616,11439,,06:34
8617,11441,,06:34
8618,11444,,06:34
8626,11453,,06:34
8627,11455,,06:35
8628,11457,,06:35
8629,11459,,06:35
8630,11461,,06:35
8639,11471,,06:35
8641,11476,,06:35
8642,11478,,06:35
8643,11481,,06:35
8647,11486,,06:36
8648,11491,,06:36
8649,11495,,06:36
8650,11497,,06:36
8651,11499,,06:36
8656,11505,,06:36
8659,11509,,06:36
8660,11518,,06:37
8664,11524,,06:37
8669,11531,,06:37
8671,11536,,06:37
8672,11539,,06:37
8675,11546,,06:38
8676,11549,,06:38
8685,11559,,06:38
8687,11562,,06:38
8688,11564,,06:38
8689,11566,,06:38
8693,11579,,06:39
8698,11585,,06:39
8700,11588,,06:39
8702,11594,,06:39
8703,11605,,06:40
8713,11630,,06:41
8714,11633,,06:41
8715,11635,,06:41
8716,11638,,06:41
8725,11652,,06:41
8726,11656,,06:41
8727,11677,,06:42
8728,11693,,06:43
8729,11695,,06:43
8730,11697,,06:43
8731,11699,,06:43
8732,11712,8732,06:43
8733,11719,,06:44
8734,11721,,06:44
8739,11728,,06:44
8740,11730,,06:44
8741,11734,,06:44
8743,11738,,06:44
8744,11741,,06:44
8745,11744,,06:44
8746,11746,,06:45
8748,11761,,06:45
8749,11766,,06:45
8750,11768,,06:45
8751,11772,,06:45
8752,11782,,06:46
8754,11785,,06:46
8755,11793,,06:46
8756,11801,,06:46
8759,11805,,06:47
8760,11807,,06:47
8766,11814,,06:47
8770,11821,,06:47
8773,11826,,06:47
8791,11845,,06:48
8805,11864,,06:49
8806,11866,,06:49
8843,11904,,06:50
8894,11957,,06:52
8899,11963,,06:52
8900,11966,,06:52
8922,11989,,06:53
8923,11991,,06:53
8931,12001,8931,06:53
8947,12018,,06:54
8952,12025,,06:54
8955,12031,,06:54
8956,12033,,06:54
8991,12069,,06:56
9008,12087,,06:56
9012,12092,,06:56
9053,12134,,06:58
9059,12141,,06:58
9062,12145,,06:58
9065,12150,,06:58
9068,12154,,06:59
9073,12160,,06:59
9075,12164,,06:59
9077,12167,,06:59
9080,12172,,06:59
9082,12176,,06:59
9086,12181,,07:00
9087,12183,,07:00
9088,12188,,07:00
9090,12191,,07:00
9091,12193,,07:00
9092,12195,,07:00
9096,12200,,07:00
9099,12205,,07:00
9100,12209,,07:01
9101,12211,,07:01
9103,12216,,07:01
9104,12218,,07:01
9105,12222,,07:01
9106,12227,,07:01
9107,12229,,07:01
9109,12233,,07:01
9110,12235,,07:01
9115,12241,,07:02
9116,12243,,07:02
9120,12248,,07:02
9126,12257,,07:02
9128,12261,,07:02
9131,12265,,07:02
9135,12270,,07:03
9137,12274,,07:03
9138,12276,,07:03
9140,12279,,07:03
9142,12284,,07:03
9143,12286,,07:03
9144,12288,,07:03
9145,12297,,07:04
9151,12304,9151,07:04
9152,12309,,07:04
9153,12315,,07:04
9155,12318,,07:04
9160,12325,,07:05
9165,12331,,07:05
9167,12336,,07:05
9170,12342,,07:05
9171,12344,,07:05
9172,12348,,07:05
9173,12356,,07:06
9174,12358,,07:06
9175,12361,,07:06
9180,12367,,07:06
9181,12371,,07:06
9189,12382,,07:06
9191,12386,,07:07
9192,12394,,07:07
9198,12401,,07:07
9200,12404,,07:07
9201,12407,,07:07
9203,12410,,07:07
9204,12413,,07:08
9205,12415,,07:08
9206,12417,,07:08
9209,12424,,07:08
9211,12427,,07:08
9221,12439,,07:08
9222,12441,,07:09
9223,12443,,07:09
9227,12448,,07:09
9229,12451,,07:09
9231,12454,,07:09
9235,12459,,07:09
9241,12469,,07:09
9243,12475,,07:10
9244,12477,,07:10
9247,12482,,07:10
9255,12491,,07:10
9261,12499,,07:11
9266,12505,,07:11
9269,12509,,07:11
9273,12514,,07:11
9274,12517,,07:11
9275,12520,,07:11
9280,12528,,07:12
9282,12532,,07:12
9284,12537,,07:12
9297,12551,,07:12
9298,12553,,07:12
9299,12558,,07:13
9300,12561,,07:13
9302,12564,,07:13
9305,12568,,07:13
9308,12573,,07:13
9316,12582,,07:13
9317,12584,,07:13
9319,12587,,07:14
9322,12591,,07:14
9325,12595,,07:14
9327,12598,,07:14
9329,12601,9329,07:14
9338,12611,,07:14
9351,12625,,07:15
9370,12645,,07:16
9371,12647,,07:16
9374,12651,,07:16
9394,12672,,07:16
9402,12682,,07:17
9411,12692,,07:17
9429,12712,,07:18
9436,12720,,07:18
9449,12734,,07:19
9459,12745,,07:19
9470,12757,,07:19
9472,12763,,07:20
9475,12767,,07:20
9476,12770,,07:20
9478,12773,,07:20
9494,12792,,07:21
9514,12814,,07:21
9521,12822,,07:22
9524,12826,,07:22
9525,12828,,07:22
9527,12831,,07:22
9529,12834,,07:22
9531,12837,,07:22
9536,12843,,07:22
9564,12872,,07:23
9607,12917,9607,07:25
9610,12921,,07:25
9616,12928,,07:25
9620,12936,,07:26
9628,12945,,07:26
9629,12947,,07:26
9634,12954,,07:26
9646,12967,,07:27
9652,12974,,07:27
9653,12978,,07:27
9655,12983,,07:27
9657,12991,,07:27
9659,12994,,07:28
9660,13001,,07:28
9662,13004,,07:28
9664,13007,,07:28
9666,13011,,07:28
9667,13016,,07:28
9671,13022,,07:29
9672,13028,,07:29
9675,13036,,07:29
9681,13045,,07:29
9683,13051,,07:30
9684,13055,,07:30
9686,13061,,07:30
9690,13068,,07:30
9694,13075,,07:30
9698,13081,,07:31
