frame_number,original_frame_number,frame_with_full_frame
752,12957,
754,12990,
771,13108,
773,13147,
774,13149,
775,13215,775
777,13244,
778,13248,
779,13324,
780,13332,
781,13345,
782,13348,
787,13355,
788,13357,
789,13371,
791,13449,
794,13476,
795,13478,
797,13482,
798,13485,
799,13489,
800,13521,800
801,13533,
803,13536,
805,13560,
806,13565,
807,13570,
808,13573,
811,13579,
813,13582,
814,13590,
815,13595,
817,13602,
819,13614,
820,13625,
821,13628,
822,13630,
823,13643,
824,13648,
825,13666,
826,13690,
827,13693,
828,13701,
829,13704,
830,13713,
831,13721,
832,13723,
833,13729,
834,13734,
835,13741,
836,13743,
837,13746,
838,13761,
839,13766,
841,13771,
843,13803,843
844,13850,
845,13853,
846,13862,
847,13880,
848,13884,
850,13893,
851,13897,
852,13949,
853,13961,
855,13964,
856,13966,
857,14000,
858,14002,
859,14210,859
862,14221,
864,14224,
865,14226,
866,14533,866
868,14538,
870,14544,
871,14547,
872,14553,
873,14570,
875,14573,
876,14575,
877,14578,
878,14583,
880,14586,
881,14589,
883,14592,
885,14598,
886,14611,
887,14621,
888,14635,
889,14648,
890,14662,
891,14666,
893,14762,893
894,14765,
895,14774,
896,14776,
897,14836,
898,14841,
899,14843,
908,14871,
909,14882,
911,14899,
913,14903,
914,14907,
917,14914,
918,14916,
919,15066,919
920,15080,
921,15166,
922,15191,
923,15215,
924,15248,
925,15481,925
932,15490,
936,15495,
958,15519,
960,15522,
969,15545,
970,15547,
971,15552,
972,15555,
973,15559,
974,15561,
976,15570,
977,15612,977
978,15639,
979,15651,
981,15664,
982,15682,
983,15696,
984,15707,
985,15721,
986,15741,
987,15773,
989,15776,
992,15780,
994,15787,
998,15792,
1002,15797,
1003,15801,
1004,15811,
1005,15829,
1006,15833,
1010,15839,
1013,15865,
1036,16133,1036
1037,16277,1037
1038,16321,
1039,16334,
1040,16356,
1041,16542,1041
1046,16979,1046
1047,16991,
1050,17058,
1051,17084,
1052,17115,1052
1053,17119,
1079,17147,
1082,17151,
1083,17153,
1085,17158,
1091,17165,
1094,17169,
1103,17179,
1107,17186,
1111,17191,
1113,17194,
1118,17215,
1119,17250,
1120,17256,
1121,17424,1121
1123,17427,
1140,17445,
1142,17448,
1158,17521,
1162,17529,
1165,17533,
1166,17538,
1168,17541,
1169,17545,
1171,17548,
1173,17555,
1183,17566,
1189,17573,
1193,17640,
1195,17843,1195
1196,17852,
1197,17856,
1198,17860,
1199,17875,
1200,17877,
1201,17950,
1202,17984,
1203,18003,1203
1204,18006,
1205,18017,
1207,18023,
1209,18041,
1210,18043,
1211,18046,
1216,18054,
1217,18059,
1218,18064,
1219,18067,
1220,18085,
1221,18087,
1222,18094,
1230,18105,
1231,18107,
1237,18114,
1239,18124,
1244,18132,
1245,18135,
1248,18233,
1249,18253,
1255,18283,
1256,18292,
1257,18314,1257
1263,18325,
1277,18358,
1278,18400,
1285,18408,
1292,18416,
1300,18425,
1316,18442,
1318,18445,
1321,18449,
1348,18478,
1363,18494,
1368,18500,
1370,18505,
1374,18510,
1379,18516,
1392,18530,
1397,18536,
1399,18543,
1402,18548,
1403,18551,
1406,18558,
1407,18560,
1409,18564,
1414,18570,
1419,18577,
1426,18586,
1434,18595,
1442,18604,1442
1449,18612,
1452,18616,
1453,18618,
1465,18631,
1467,18634,
1468,18637,
1479,18650,
1480,18652,
1494,18667,
1503,18678,
1505,18687,
1506,18689,
1507,18703,
1508,18705,
1509,18707,
1528,18727,
1532,18732,
1541,18742,
1566,18768,
1596,18799,
1600,18804,
1602,18823,
1603,18828,
1605,18831,
1608,18837,
1609,18840,
1617,18857,
1619,18860,
1620,18864,
1621,18866,
1622,18871,
1623,18873,
1624,18879,
