frame_number,original_frame_number,frame_with_full_frame
2361,9433,
2376,9449,
2379,9469,
2389,9480,
2397,9489,
2398,9491,
2402,9497,
2406,9502,
2407,9505,
2409,9508,
2418,9520,
2424,9527,
2425,9529,
2427,9532,
2429,9535,
2430,9537,
2431,9539,
2436,9547,
2440,9552,
2443,9561,
2444,9568,
2449,9575,
2451,9630,2451
2452,9643,
2453,9645,
2454,9649,
2456,9652,
2457,9654,
2458,9656,
2461,9661,
2462,9663,
2464,9897,
2471,9908,2471
2473,9912,
2484,9924,
2494,9935,
2528,9970,
2530,9987,
2531,10141,
2539,10150,
2542,10157,
2543,10160,
2544,10165,
2547,10169,
2549,10175,
2550,10178,
2556,10185,
2557,10187,
2558,10193,
2559,10209,2559
2560,10213,
2561,10215,
2562,10218,
2563,10223,
2568,10229,
2569,10231,
2572,10235,
2573,10237,
2574,10251,
2575,10268,
2576,10272,
2577,10821,2577
2582,11487,2582
2583,11496,
2614,11529,
2616,11549,
2632,11579,
2656,11604,
2661,11612,
2677,11629,
2678,11634,
2680,11638,
2682,11642,
2705,11737,2705
2709,11743,
2778,11827,
2785,11984,
2795,11995,
2800,12001,2800
2805,12010,
2808,12014,
2812,12020,
2824,12035,
2829,12041,
2831,12044,
2834,12049,
2835,12051,
2837,12054,
2841,12061,
2845,12068,
2847,12072,
2848,12075,
2853,12083,
2856,12087,
2857,12095,
2863,12158,
2865,12162,
2866,12164,
2874,12173,
2882,12182,
2893,12194,
2899,12201,
2902,12215,
2909,12223,
2910,12225,
2914,12230,
2915,12242,
2916,12265,
2918,12293,
2919,12295,
2929,12393,2929
2952,12417,
2955,12421,
2969,12436,
2980,12449,
2981,12452,
2983,12455,
2990,12463,
2992,12466,
2995,12472,
2996,12474,
2998,12486,
3014,12503,
3015,12514,
3019,12521,
3020,12524,
3022,12527,
3023,12529,
3025,12532,
3030,12538,
3031,12618,3031
3035,12623,
3044,12636,
3046,12639,
3050,12654,
3052,12673,
3053,12683,
3054,12686,
3055,12688,
3057,12694,
3058,12731,
3076,12750,
3081,12756,
3092,12768,
3114,12792,
3125,12804,
3128,12809,
3211,12894,
3224,12908,3224
3250,12936,
3259,12946,
3267,12955,
3299,12989,
3303,12994,
3318,13010,
3357,13051,
3377,13073,
3381,13113,
3414,13149,
3419,13155,
3427,13164,
3429,13167,
3433,13172,
3441,13181,
3482,13524,3482
3484,13578,
3485,13580,
3490,13589,
3492,13731,
3500,13746,
3526,13775,
3531,13783,
3535,13794,
3543,13843,3543
3556,13857,
3609,13925,
3630,13947,
3631,13949,
3633,13952,
3634,13954,
3636,14065,
3653,14107,3653
3654,14111,
3656,14114,
3666,14131,
3667,14134,
3671,14162,
3672,14245,
3674,14259,
3676,14497,3676
3677,14509,
3679,14515,
3690,14528,
3692,14531,
3695,14535,
3712,14553,
3714,14752,3714
3739,14830,
3740,14832,
3746,14841,
3750,14847,
3752,14850,
3772,14871,
3773,14873,
3776,14882,
3779,14886,
3815,14923,
3821,14930,
3826,14936,
3831,14943,
3835,14948,
3838,14952,
3846,14965,
3848,14969,
3851,14974,
3856,14980,
3859,14984,
3860,14986,
3863,14992,
3864,14994,
3865,14996,
3866,14998,
3872,15006,3872
3874,15016,
3878,15022,
3879,15024,
3882,15029,
3885,15033,
3888,15039,
3892,15044,
3896,15049,
3897,15051,
3900,15055,
3902,15058,
3903,15063,
3904,15348,3904
3907,15388,
3911,15462,
3912,15498,
3914,15501,
3915,15508,
3916,15518,
3917,15533,
3919,15573,
3940,15595,
3945,15601,3945
3947,15604,
3965,15624,
3966,15629,
3971,15636,
3972,15638,
3985,15652,
3988,15656,
3990,15660,
3993,15672,
4037,15719,
4039,15725,
4041,15728,
4066,15754,
4071,15760,
4073,15763,
4075,15792,
4076,15797,
4077,15821,
4078,15828,
4079,15833,
4080,15836,
4087,15846,
4090,15857,
4091,15862,
4092,15865,
4093,15870,
4103,15968,4103
4108,15987,
4117,15997,
4126,16009,
4127,16018,
4128,16021,
4133,16028,
4138,16036,
4139,16056,
4145,16063,
4146,16082,
4148,16085,
4149,16087,
4150,16089,
4155,16095,
4156,16097,
4157,16100,
4158,16111,
4164,16118,
4165,16128,
4167,16132,
4170,16163,
4171,16166,
4172,16168,
4198,16195,
4212,16211,4212
4215,16215,
4219,16220,
4227,16229,
4229,16232,
4230,16235,
4231,16239,
4233,16242,
4235,16245,
4238,16249,
4239,16251,
4240,16255,
4241,16258,
4249,16267,
4253,16272,
4255,16275,
4257,16279,
4291,16315,
4292,16317,
4293,16319,
4294,16325,
4296,16328,
4297,16341,
4299,16344,
4300,16347,
4318,16367,
4320,16370,
4324,16375,
4326,16380,
4328,16383,
4331,16387,
4335,16392,
4336,16402,
4344,16411,
4345,16416,
4347,16419,
4352,16425,
4354,16428,
4356,16432,
4358,16435,
4363,16441,
4366,16477,
4391,16503,4391
4399,16512,
4403,16541,
4430,16578,
4507,16658,
4512,16666,
4518,16673,
4529,16718,
4541,16731,
4548,16801,4548
4583,16900,
4585,16904,
4587,16908,
4589,16914,
4593,16964,
4595,17008,
4596,17290,4596
4602,17298,
4607,17304,
4609,17307,
4610,17328,
4645,17480,4645
4661,17497,
4666,17503,
4681,17530,
4682,17534,
4695,17548,
4704,17583,
4707,17587,
4708,17589,
4709,17591,
4710,17593,
4712,17596,
4725,17611,
4779,17684,
4790,17696,
4801,17709,4801
4805,17714,
4808,17719,
4817,17729,
4833,17746,
4846,17760,
4849,17773,
4850,17775,
4856,17798,
4878,17845,
4880,17850,
4881,17857,
4882,17866,
4883,17875,
4885,17880,
4887,17978,
4888,17985,
4895,18108,4895
4900,18114,
4922,18137,
4926,18142,
4964,18181,
4995,18215,
5034,18257,
5057,18281,
5064,18290,
5080,18366,5080
5081,18368,
5082,18377,
5083,18381,
5084,18415,
5092,18474,
5096,18490,
5097,18494,
5100,18499,
5101,18513,
5102,18517,
5103,18519,
5106,18525,
5109,18579,
5116,18587,
5119,18591,
5160,18633,5160
5171,18645,
5187,18662,
5208,18684,
5212,18690,
5217,18696,
5218,18702,
5230,18748,
5231,18754,
5234,18758,
5238,18764,
5239,18766,
5240,18789,
5241,18796,
5242,18854,
5244,18858,
5245,18866,
5246,18872,
5249,18879,
5250,18884,
