frame_number,original_frame_number,frame_with_full_frame
2865,4636,
2870,4642,
2889,4662,
2890,4671,
2891,4674,
2892,4676,
2911,4696,
2926,4712,
2928,4715,
2931,4722,
2933,4800,2933
2934,4802,
2935,4805,
2945,4818,
2957,4832,
2962,4838,
2963,4840,
2965,4843,
2966,4848,
2967,4853,
2968,4945,
2970,4949,
2977,4963,
2984,4971,
2989,4978,
2993,4983,
2994,4986,
3016,5009,
3068,5062,
3069,5064,
3076,5074,
3078,5077,
3084,5084,
3096,5097,
3098,5100,3098
3099,5103,
3113,5121,
3116,5125,
3117,5128,
3122,5134,
3123,5136,
3127,5141,
3137,5152,
3140,5156,
3141,5159,
3144,5164,
3179,5201,
3183,5206,
3191,5215,
3197,5222,
3201,5227,
3207,5239,
3231,5265,
3261,5297,
3262,5300,
3268,5309,
3269,5333,
3270,5336,
3272,5339,
3298,5366,
3301,5370,
3304,5375,
3310,5383,
3312,5386,
3314,5389,
3318,5410,3318
3319,5412,
3320,5414,
3321,5417,
3351,5451,
3357,5458,
3359,5461,
3387,5490,
3407,5511,
3432,5537,
3435,5541,
3436,5544,
3451,5561,
3452,5563,
3457,5575,
3473,5593,
3497,5618,
3523,5645,
3532,5656,
3533,5658,
3536,5663,
3549,5679,
3552,5685,
3556,5690,
3557,5692,
3559,5700,3559
3560,5787,
3561,5821,
3562,5826,
3564,5829,
3565,5831,
3572,5970,
3606,6005,3606
3607,6007,
3608,6009,
3632,6034,
3643,6046,
3685,6094,
3701,6111,
3724,6135,
3725,6140,
3726,6144,
3743,6163,
3746,6167,
3757,6179,
3773,6204,
3775,6299,
3821,6346,3821
3846,6372,
3851,6378,
3856,6384,
3862,6391,
3864,6395,
3865,6400,
3866,6404,
3867,6410,
3868,6414,
3869,6416,
3870,6420,
3871,6428,
3872,6434,
3873,6442,
3874,6446,
3876,6452,
3878,6468,
3879,6482,
3881,6501,
3882,6515,
3883,6518,
3884,6525,
3886,6530,
3887,6532,
3888,6540,
3891,6548,
3892,6560,
3893,6562,
3894,6565,
3895,6586,
3897,6595,
3898,6601,3898
3902,6653,
3946,6698,
3950,6703,
3957,6711,
3978,6738,
3986,6748,
4050,6814,
4054,6820,
4055,6829,
4056,6834,
4057,6837,
4058,6842,
4060,6846,
4061,6859,
4062,6863,
4064,6869,
4065,6874,
4066,6885,
4067,6890,
4069,6903,4069
4070,6919,
4072,6924,
4074,6927,
4075,6936,
4077,6940,
4080,6944,
4084,6950,
4085,6952,
4086,6957,
4087,6979,
4090,6985,
4091,6990,
4092,6994,
4094,6999,
4095,7003,
4096,7007,
4097,7011,
4098,7015,
4100,7032,
4102,7036,
4107,7042,
4109,7048,
4111,7053,
4113,7057,
4117,7062,
4118,7085,
4122,7090,
4128,7097,
4140,7110,
4148,7121,
4175,7149,
4191,7166,
4197,7173,
4198,7175,
4200,7178,
4203,7182,
4204,7184,
4208,7189,
4238,7220,4238
4243,7226,
4248,7232,
4252,7240,
4258,7247,
4260,7251,
4264,7257,
4267,7264,
4269,7267,
4272,7271,
4273,7275,
4274,7277,
4277,7283,
4278,7286,
4280,7289,
4282,7293,
4286,7299,
4287,7301,
4293,7308,
4294,7310,
4295,7312,
4301,7320,
4307,7327,
4313,7334,
4322,7344,
4332,7355,
4336,7360,
4354,7379,
4378,7404,
4393,7420,
4396,7424,
4397,7426,
4400,7432,
4405,7438,
4473,7508,4473
4487,7524,
4506,7546,
4509,7550,
4517,7563,
4518,7592,
4563,7640,
4588,7667,
4590,7670,
4593,7674,
4619,7726,
4647,7757,
4649,7760,
4650,7766,
4652,7769,
4663,7781,
4665,7877,4665
4667,7880,
4670,7888,
4673,7917,
4676,7921,
4684,7931,
4690,7939,
4704,7954,
4716,7967,
4719,7971,
4721,7989,
4723,8020,
4724,8022,
4725,8024,
4727,8029,
4853,8156,4853
4863,8167,
4884,8189,
4888,8194,
4890,8197,
4891,8200,
4894,8275,
4896,8281,
4920,8306,
4922,8309,
4946,8334,
4956,8345,
4972,8362,
5017,8408,5017
5082,8475,
5084,8478,
5094,8490,
5095,8492,
5101,8499,
5105,8504,
5108,8510,
5109,8513,
5110,8516,
5111,8518,
5115,8523,
5118,8527,
5129,8541,
5133,8548,
5134,8550,
5135,8552,
5136,8562,
5141,8568,
5161,8590,
5163,8593,
5164,8595,
5171,8603,
5176,8616,
5178,8619,
5180,8642,
5186,8720,5186
5194,8747,
5230,8785,
5241,8797,
5243,8800,
5246,8805,
5248,8808,
5251,8812,
5256,8819,
5259,8823,
5265,8832,
5269,8838,
5270,8840,
5271,8843,
5272,8845,
5273,8881,
5279,8888,
5315,8925,
5319,8930,
5323,8935,
5324,8939,
5327,8960,
5338,8972,
5359,8994,
5367,9003,5367
5372,9009,
5483,9121,
5486,9126,
5491,9132,
5492,9134,
5494,9137,
5497,9141,
5500,9146,
5501,9149,
5502,9152,
5515,9176,
5519,9300,5519
5522,9307,
5559,9346,
5584,9375,
5585,9379,
5587,9382,
5589,9385,
5591,9390,
5593,9393,
5598,9399,
5599,9429,
5617,9448,
5629,9461,
5631,9464,
5637,9471,
5639,9474,
5640,9480,
5641,9483,
5642,9485,
5643,9489,
5644,9493,
5652,9508,
5654,9521,
5656,9527,
5657,9530,
5658,9532,
5659,9535,
5662,9541,
5664,9544,
5665,9546,
5669,9551,
5674,9557,
5678,9562,
5857,9743,5857
5894,9781,
5895,9789,
5896,9799,
5898,9843,
5901,9847,
5908,9910,5908
5910,9913,
5913,10092,
5927,10117,
5929,10120,
5940,10162,
5947,10171,
5949,10174,
5951,10181,
5953,10237,5953
5957,10243,
5959,10247,
5974,10263,
5990,10281,
6016,10313,
6042,10340,
6082,10381,
6087,10389,
6089,10392,
6090,10590,6090
6094,10619,
6096,10626,
6104,10635,
6108,10641,
6119,10653,
6120,10655,
6125,10661,
6142,10680,
6146,10685,
6152,10692,
6166,10707,
6172,10714,
6173,10717,
6175,10743,
6176,10745,
6177,10750,
6180,10754,
6181,10764,
6182,10766,
6184,10769,
6215,10801,6215
6233,10820,
6291,10879,
6297,10887,
6375,10967,
6377,10970,
6378,10972,
6385,10980,
6386,10983,
6389,10988,
6391,10993,
6396,10999,
6401,11005,
6414,11022,
6418,11027,
6422,11033,
6424,11036,
6425,11039,
6427,11070,
6431,11075,
6473,11118,6473
6474,11120,
6475,11123,
6477,11126,
6478,11147,
6479,11150,
6481,11225,
6484,11366,
6494,11378,
6495,11388,
6497,11391,
6498,11395,
6499,11399,
6502,11405,6502
6503,11410,
6506,11417,
6508,11421,
6512,11426,
6514,11429,
6517,11434,
6520,11440,
6523,11449,
6524,11453,
6525,11487,
6527,11554,
6529,11558,
6531,11563,
6543,11579,
6544,11581,
6545,11589,
6547,11593,
6554,11680,
6555,11684,
6556,11712,6556
6560,11718,
6565,11805,
6568,11810,
6569,11819,
6571,11853,
6586,11871,
6597,12014,6597
6598,12016,
6602,12021,
6603,12024,
6604,12026,
6609,12033,
6611,12037,
6612,12039,
6629,12057,
6631,12119,
6632,12133,
6633,12138,
6634,12143,
6635,12148,
6637,12158,
6638,12165,
6639,12170,
6640,12207,
6642,12215,
6643,12219,
6644,12229,
6665,12251,
6668,12255,
6671,12259,
6672,12261,
6673,12266,
6676,12271,
6677,12279,
6679,12283,
6682,12292,
6683,12297,
6684,12302,6684
6690,12314,
6696,12330,
6698,12356,
6699,12471,
6708,12482,
6709,12488,
6710,12500,
6712,12521,
6715,12525,
6716,12528,
6717,12532,
6719,12538,
6722,12543,
6725,12547,
6730,12557,
6732,12560,
6734,12564,
6740,12572,
6742,12578,
6745,12587,
6747,12596,
6748,12599,
6751,12603,6751
6754,12609,
6756,12615,
6759,12621,
6761,12625,
6763,12630,
6765,12634,
6768,12641,
6771,12660,
6773,12663,
6774,12667,
6776,12673,
6780,12685,
6782,12690,
6785,12698,
6787,12704,
6789,12716,
6790,12720,
6791,12735,
6792,12744,
6794,12748,
6796,12802,
6797,12809,
6799,12829,
6800,12832,
6802,12840,
6803,12845,
6804,12851,
6809,12864,
6815,12878,
6816,12883,
6817,12890,
6818,13040,6818
6819,13105,
6820,14127,6820
6821,14145,
6822,14164,
6833,14177,
6846,14191,
6849,14217,
6859,14329,
6860,14331,
6863,14338,
6868,14364,
6882,14379,
6890,14388,
6891,14390,
6894,14394,
6898,14399,
6906,14408,6906
6915,14450,
6933,14469,
6941,14478,
6942,14480,
6946,14490,
6948,14496,
6949,14501,
6951,14505,
6953,14510,
6959,14517,
6969,14529,
6972,14534,
6973,14536,
6974,14539,
6975,14543,
6982,14551,
6987,14558,
6989,14563,
7011,14586,
7014,14591,
7016,14595,
7018,14599,
7019,14601,
7020,14604,
7032,14617,
7041,14628,
7042,14630,
7045,14635,
7052,14644,
7059,14655,
7063,14660,
7066,14667,
7067,14669,
7068,14680,
7070,14683,
7082,14696,
7086,14701,7086
7087,14704,
7090,14708,
7096,14715,
7097,14717,
7103,14725,
7104,14729,
7106,14736,
7109,14742,
7112,14748,
7114,14751,
7115,14753,
7118,14757,
7123,14767,
7132,14777,
7150,14796,
7151,14800,
7152,14805,
7153,14809,
7156,14813,
7157,14815,
7159,14820,
7162,14824,
7164,14828,
7165,14830,
7169,14841,
7178,14851,
7179,14857,
7200,14879,
7202,14882,
7203,14884,
7204,14887,
7207,14892,
7208,14894,
7209,14906,
7216,14917,
7219,15236,7219
7222,15241,
7224,15245,
7226,15251,
7228,15255,
7229,15258,
7230,15261,
7232,15264,
7237,15270,
7238,15272,
7239,15284,
7241,15292,
7246,15298,
7250,15304,7250
7254,15314,
7261,15324,
7263,15329,
7264,15331,
7265,15335,
7267,15340,
7268,15379,
7274,15571,
7276,15678,7276
7292,15695,
7298,15708,
7299,15712,
7305,15720,
7308,15727,
7313,15733,
7315,15736,
7316,15739,
7318,15743,
7319,15746,
7320,15749,
7321,15751,
7322,15753,
7323,15797,
7324,15934,7324
7325,15936,
7327,15944,
7396,16014,
7397,16016,
7402,16022,
7404,16026,
7407,16031,
7408,16035,
7410,16064,
7413,16069,
7419,16077,
7420,16079,
7421,16117,
7427,16124,
7437,16195,
7440,16200,7440
7442,16247,
7443,16253,
7445,16286,
7451,16293,
7467,16310,
7477,16322,
7479,16325,
7480,16327,
7481,16330,
7502,16352,
7546,16400,
7549,16408,
7551,16414,
7552,16510,7552
7553,16921,7553
7562,17138,7562
7569,17155,
7570,17158,
7571,17163,
7572,17191,
7573,17258,
7574,17261,
7575,17263,
7588,17277,
7593,17283,
7595,17286,
7619,17311,
7625,17318,
7636,17330,
7663,17359,
7666,17363,
7675,17373,
7677,17376,
7682,17384,
7684,17387,
7686,17390,
7688,17400,7688
7691,17406,
7693,17435,
7695,17438,
7696,17440,
7697,17442,
7698,17444,
7699,17448,
7704,17455,
7706,17508,
7710,17514,
7717,17523,
7729,17539,
7730,17541,
7731,17593,
7747,17610,
7751,17615,
7754,17619,
7756,17623,
7767,17635,
7768,17637,
7773,17657,
7789,17997,7789
7792,18007,7792
7798,18062,
7800,18095,
7801,18097,
7804,18102,
7806,18268,
7810,18324,7810
7815,18333,
7818,18505,
7819,18510,
7820,18513,
7821,18515,
7824,18527,
7825,18531,
7826,18533,
7827,18537,
7829,18542,
7830,18551,
7831,18553,
7838,18561,
7841,18566,
7849,18575,
7860,18590,
7862,18593,
7881,18613,7881
7884,18617,
7888,18622,
7943,18679,
7947,18684,
7950,18688,
7951,18690,
8033,18773,
8036,18779,
8037,18784,
8038,18787,
8041,18794,
8042,18796,
8043,18800,
8044,18806,
8045,18810,
8047,18815,
8048,18819,
8049,18821,
8050,18845,
8051,18871,
8052,18875,
8054,18878,
8056,18884,
