frame_number,original_frame_number,frame_with_full_frame,time_stamp_in_original_video
1477,7506,,05:00
1478,7513,,05:00
1483,7519,,05:00
1484,7522,,05:00
1485,7532,,05:01
1490,7540,,05:01
1497,7566,,05:02
1506,7576,,05:03
1509,7580,,05:03
1510,7582,,05:03
1521,7607,,05:04
1526,7613,,05:04
1541,7629,,05:05
1559,7648,,05:05
1598,7688,,05:07
1600,7692,,05:07
1604,7698,,05:07
1617,7720,,05:08
1632,7757,,05:10
1686,7813,1686,05:12
1724,7852,,05:14
1726,7855,,05:14
1730,7861,,05:14
1756,7889,,05:15
1759,7893,,05:15
1810,7945,,05:17
1821,7969,,05:18
1850,8031,,05:21
1851,8033,,05:21
1852,8044,,05:21
1864,8077,,05:23
1939,8153,1939,05:26
1940,8155,,05:26
1943,8159,,05:26
1944,8165,,05:26
1960,8182,,05:27
1972,8195,,05:27
1978,8205,,05:28
1980,8208,,05:28
2011,8240,,05:29
2035,8265,,05:30
2053,8284,,05:31
2057,8289,,05:31
2059,8293,,05:31
2062,8298,,05:31
2063,8301,,05:32
2077,8316,,05:32
2094,8382,,05:35
2097,8386,,05:35
2102,8423,2102,05:36
2105,8469,,05:38
2152,8517,,05:40
2153,8523,,05:40
2166,8538,,05:41
2229,8603,,05:44
2233,8610,,05:44
2235,8615,,05:44
2238,8675,,05:47
2241,8695,,05:47
2242,8699,,05:47
2276,8734,2276,05:49
2277,8738,,05:49
2297,8817,,05:52
2298,8819,,05:52
2299,8821,,05:52
2301,8824,,05:52
2325,8849,,05:53
2329,8854,,05:54
2332,8931,,05:57
2351,8951,,05:58
2370,9046,2370,06:01
2378,9058,,06:02
2379,9192,,06:07
2381,9195,,06:07
2383,9328,2383,06:13
2392,9339,,06:13
2401,9351,,06:14
2402,9356,,06:14
2404,9359,,06:14
2413,9429,,06:17
2414,9432,,06:17
2422,9441,,06:17
2429,9449,,06:17
2433,9469,,06:18
2452,9489,,06:19
2457,9497,,06:19
2461,9503,,06:20
2473,9516,,06:20
2474,9519,,06:20
2478,9524,,06:20
2479,9526,,06:21
2481,9529,,06:21
2483,9532,,06:21
2484,9535,,06:21
2486,9538,,06:21
2493,9547,,06:21
2497,9552,,06:22
2499,9557,,06:22
2500,9561,,06:22
2501,9563,,06:22
2502,9568,,06:22
2504,9571,,06:22
2507,9575,,06:23
2509,9628,2509,06:25
2510,9630,,06:25
2511,9642,,06:25
2513,9645,,06:25
2514,9648,,06:25
2517,9652,,06:26
2518,9656,,06:26
2521,9661,,06:26
2522,9663,,06:26
2524,9897,,06:35
2531,9908,2531,06:36
2534,9912,,06:36
2543,9922,,06:36
2545,9925,,06:37
2553,9934,,06:37
2575,9957,,06:38
2590,9986,,06:39
2592,10142,,06:45
2599,10151,,06:46
2601,10154,,06:46
2602,10158,,06:46
2603,10160,,06:46
2605,10165,,06:46
2606,10169,,06:46
2607,10172,,06:46
2608,10178,,06:47
2614,10185,,06:47
2615,10187,,06:47
2617,10213,2617,06:48
2618,10215,,06:48
2620,10218,,06:48
2624,10223,,06:48
2629,10229,,06:49
2639,10240,,06:49
2640,10242,,06:49
2641,10245,,06:49
2642,10247,,06:49
2645,10268,,06:50
2646,10271,,06:50
2648,10685,2648,07:07
2650,10779,,07:11
2651,10821,2651,07:12
2656,11323,2656,07:32
2657,11479,2657,07:39
2658,11487,,07:39
2659,11492,,07:39
2660,11496,,07:39
2695,11549,,07:41
2710,11580,,07:43
2733,11607,,07:44
2735,11610,,07:44
2736,11612,,07:44
2751,11629,,07:45
2753,11632,,07:45
2755,11635,,07:45
2759,11643,,07:45
2782,11737,2782,07:49
2787,11743,,07:49
2857,11828,,07:53
2863,11985,,07:59
2870,11993,,07:59
2877,12001,2877,08:00
2883,12009,,08:00
2892,12020,,08:00
2904,12035,,08:01
2908,12042,,08:01
2909,12044,,08:01
2910,12046,,08:01
2911,12049,,08:01
2915,12054,,08:02
2920,12062,,08:02
2921,12064,,08:02
2922,12067,,08:02
2926,12072,,08:02
2927,12074,,08:02
2931,12079,,08:03
2932,12082,,08:03
2935,12096,,08:03
2940,12158,,08:06
2941,12160,,08:06
2942,12162,,08:06
2957,12178,,08:07
2972,12194,,08:07
2979,12202,,08:08
2980,12216,,08:08
2988,12226,,08:09
2991,12230,,08:09
2993,12242,,08:09
2994,12264,,08:10
2997,12290,,08:11
2998,12293,,08:11
3000,12296,,08:11
3010,12393,3010,08:15
3032,12416,,08:16
3033,12418,,08:16
3050,12436,,08:17
3057,12444,,08:17
3060,12449,,08:17
3061,12453,,08:18
3077,12473,,08:18
3081,12486,,08:19
3084,12490,,08:19
3098,12511,,08:20
3099,12513,,08:20
3105,12520,,08:20
3108,12524,,08:20
3110,12528,,08:21
3112,12533,,08:21
3117,12539,,08:21
3118,12618,3118,08:24
3128,12629,,08:25
3129,12631,,08:25
3130,12633,,08:25
3131,12636,,08:25
3139,12654,,08:26
3142,12673,,08:26
3143,12686,,08:27
3147,12694,,08:27
3148,12731,,08:29
3166,12750,,08:30
3183,12768,,08:30
3188,12774,,08:30
3204,12791,,08:31
3217,12805,,08:32
3220,12809,,08:32
3257,12847,,08:33
3289,12880,,08:35
3298,12894,,08:35
3311,12908,3311,08:36
3316,12914,,08:36
3331,12930,,08:37
3346,12946,,08:37
3387,12989,,08:39
3408,13011,,08:40
3446,13050,,08:42
3469,13074,,08:42
3472,13114,,08:44
3501,13144,,08:45
3502,13149,,08:45
3508,13156,,08:46
3515,13164,,08:46
3517,13168,,08:46
3550,13202,3550,08:48
3567,13220,,08:48
3571,13526,3571,09:01
3572,13528,,09:01
3574,13579,,09:03
3581,13589,,09:03
3583,13592,,09:03
3584,13731,,09:09
3592,13747,,09:09
3600,13757,,09:10
3616,13774,,09:10
3622,13783,,09:11
3626,13794,,09:11
3634,13843,3634,09:13
3647,13857,,09:14
3649,13860,,09:14
3683,13895,,09:15
3685,13898,,09:15
3687,13901,,09:16
3696,13927,,09:17
3716,13949,,09:17
3720,13954,,09:18
3723,14066,,09:22
3731,14076,,09:23
3737,14111,3737,09:24
3739,14114,,09:24
3749,14131,,09:25
3751,14134,,09:25
3753,14137,,09:25
3754,14244,,09:29
3757,14497,3757,09:39
3758,14502,,09:40
3759,14504,,09:40
3760,14509,,09:40
3762,14513,,09:40
3763,14516,,09:40
3774,14528,,09:41
3777,14532,,09:41
3779,14535,,09:41
3780,14537,,09:41
3787,14545,,09:41
3796,14752,3796,09:50
3798,14755,,09:50
3820,14829,,09:53
3821,14831,,09:53
3822,14833,,09:53
3824,14836,,09:53
3826,14841,,09:53
3828,14846,,09:53
3854,14874,,09:54
3856,14881,,09:55
3904,14930,,09:57
3917,14944,,09:57
3919,14947,,09:57
3923,14952,,09:58
3929,14959,,09:58
3931,14964,,09:58
3934,14969,,09:58
3937,14974,,09:58
3941,14979,,09:59
3947,14987,,09:59
3949,14992,,09:59
3950,14994,,09:59
3951,14996,,09:59
3952,14998,,09:59
3958,15006,3958,10:00
3960,15010,,10:00
3962,15013,,10:00
3963,15016,,10:00
3967,15022,,10:00
3968,15024,,10:00
3971,15028,,10:01
3974,15033,,10:01
3978,15038,,10:01
3981,15042,,10:01
3985,15047,,10:01
3987,15050,,10:02
3991,15056,,10:02
3992,15058,,10:02
3993,15348,3993,10:13
3996,15376,,10:15
4001,15387,,10:15
4008,15498,,10:19
4009,15501,,10:20
4010,15508,,10:20
4011,15518,,10:20
4012,15533,,10:21
4014,15573,,10:22
4041,15601,4041,10:24
4045,15606,,10:24
4049,15611,,10:24
4057,15620,,10:24
4060,15624,,10:24
4061,15630,,10:25
4064,15635,,10:25
4065,15637,,10:25
4067,15640,,10:25
4071,15645,,10:25
4081,15657,,10:26
4083,15660,,10:26
4084,15662,,10:26
4085,15672,,10:26
4086,15674,,10:26
4131,15720,,10:28
4133,15726,,10:29
4155,15749,,10:29
4165,15760,,10:30
4166,15762,,10:30
4169,15792,,10:31
4170,15828,,10:33
4172,15833,,10:33
4173,15835,,10:33
4174,15837,,10:33
4175,15839,,10:33
4176,15841,,10:33
4178,15846,,10:33
4179,15862,,10:34
4180,15864,,10:34
4182,15867,,10:34
4194,15885,,10:35
4196,15891,,10:35
4198,15968,4198,10:38
4201,15972,,10:38
4202,15988,,10:39
4214,16001,,10:40
4215,16003,,10:40
4218,16008,,10:40
4220,16016,,10:40
4223,16021,,10:40
4226,16025,,10:41
4227,16029,,10:41
4230,16056,,10:42
4238,16068,,10:42
4239,16080,,10:43
4240,16082,,10:43
4241,16084,,10:43
4242,16086,,10:43
4244,16089,,10:43
4252,16098,,10:43
4253,16112,,10:44
4257,16117,,10:44
4259,16123,,10:44
4260,16128,,10:45
4262,16133,,10:45
4264,16163,,10:46
4265,16169,,10:46
4293,16198,,10:47
4305,16211,4305,10:48
4314,16221,,10:48
4317,16225,,10:49
4320,16229,,10:49
4323,16235,,10:49
4324,16239,,10:49
4325,16241,,10:49
4328,16246,,10:49
4329,16248,,10:49
4331,16251,,10:50
4332,16256,,10:50
4337,16262,,10:50
4339,16265,,10:50
4340,16267,,10:50
4344,16272,,10:50
4346,16275,,10:51
4385,16315,,10:52
4386,16317,,10:52
4387,16319,,10:52
4388,16325,,10:53
4392,16341,,10:53
4393,16344,,10:53
4403,16355,,10:54
4413,16366,,10:54
4415,16370,,10:54
4422,16380,,10:55
4435,16405,,10:56
4440,16411,,10:56
4441,16413,,10:56
4442,16416,,10:56
4445,16420,,10:56
4452,16432,,10:57
4454,16435,,10:57
4459,16442,,10:57
4461,16477,,10:59
4486,16504,4486,11:00
4498,16541,,11:01
4525,16578,,11:03
4603,16660,,11:06
4607,16667,,11:06
4612,16673,,11:06
4624,16719,,11:08
4644,16801,4644,11:12
4678,16900,,11:16
4680,16903,,11:16
4687,16914,,11:16
4691,16963,,11:18
4695,17290,4695,11:31
4696,17292,,11:31
4700,17297,,11:31
4704,17302,,11:32
4710,17328,,11:33
4745,17481,4745,11:39
4754,17491,,11:39
4759,17497,,11:39
4780,17531,,11:41
4781,17533,,11:41
4782,17536,,11:41
4798,17553,,11:42
4800,17556,,11:42
4802,17581,,11:43
4807,17587,,11:43
4810,17591,,11:43
4818,17600,,11:44
4827,17611,,11:44
4880,17665,,11:46
4881,17684,,11:47
4892,17696,,11:47
4913,17719,4913,11:48
4939,17746,,11:49
4943,17751,,11:50
4953,17762,,11:50
4955,17768,,11:50
4956,17773,,11:50
4957,17775,,11:51
4963,17796,,11:51
4987,17835,,11:53
4988,17838,,11:53
4990,17857,,11:54
4991,17866,,11:54
4992,17869,,11:54
4993,17875,,11:55
4995,17880,,11:55
4997,17985,,11:59
5005,18108,5005,12:04
5017,18121,,12:04
5065,18170,,12:06
5075,18181,,12:07
5106,18213,,12:08
5107,18215,,12:08
5146,18256,,12:10
5170,18281,,12:11
5177,18289,,12:11
5195,18377,5195,12:15
5196,18381,,12:15
5197,18416,,12:16
5204,18476,,12:19
5206,18489,,12:19
5214,18499,,12:19
5215,18503,,12:20
5216,18511,,12:20
5217,18513,,12:20
5218,18517,,12:20
5223,18525,,12:21
5226,18580,,12:23
5307,18662,5307,12:26
5328,18684,,12:27
5332,18690,,12:27
5336,18695,,12:27
5338,18698,,12:27
5339,18702,,12:28
5352,18724,,12:28
5353,18732,,12:29
5354,18748,,12:29
5355,18751,,12:30
5356,18754,,12:30
5357,18756,,12:30
5358,18758,,12:30
5360,18761,,12:30
5361,18764,,12:30
5362,18766,,12:30
5363,18768,,12:30
5364,18796,,12:31
5365,18806,,12:32
5366,18826,,12:33
5367,18855,,12:34
5369,18858,,12:34
5370,18873,,12:34
5373,18879,,12:35
5374,18884,,12:35
