frame_number,original_frame_number,frame_with_full_frame
8908,12455,
8911,12459,
8917,12469,
8920,12475,
8921,12478,
8923,12482,
8929,12489,
8937,12498,
8942,12505,
8945,12509,
8949,12514,
8950,12517,
8951,12520,
8952,12522,
8955,12528,
8957,12531,
8960,12537,
8964,12542,
8968,12547,
8976,12558,
8977,12561,
8978,12564,
8981,12568,
8983,12571,
8993,12582,
8994,12584,
8996,12587,
8999,12592,
9001,12595,
9002,12598,
9005,12602,9005
9007,12605,
9009,12608,
9020,12620,
9063,12665,
9068,12671,
9077,12682,
9086,12692,
9105,12713,
9111,12720,
9135,12745,
9137,12748,
9138,12750,
9141,12754,
9144,12758,
9145,12763,
9146,12765,
9147,12767,
9148,12769,
9150,12773,
9156,12780,
9160,12786,
9163,12791,
9184,12813,
9190,12822,
9196,12829,
9197,12831,
9198,12834,
9200,12839,
9201,12841,
9202,12843,
9205,12847,
9207,12850,
9225,12869,
9227,12872,
9231,12877,
9233,12881,
9236,12886,
9240,12891,
9253,12906,9253
9256,12910,
9261,12916,
9262,12918,
9265,12922,
9268,12926,
9269,12929,
9270,12934,
9271,12938,
9274,12942,
9275,12945,
9282,12954,
9294,12967,
9300,12974,
9301,12982,
9303,12991,
9307,12997,
9308,13000,
9309,13002,
9310,13004,
9311,13006,
9312,13008,
9313,13011,
9314,13015,
9320,13022,
9321,13024,
9322,13028,
9323,13031,
9324,13033,
9325,13036,
9331,13044,
9334,13050,
9337,13056,
9338,13061,
9342,13066,
9343,13068,
9346,13075,
9349,13080,
9354,13086,
9357,13090,
9359,13093,
9362,13097,
9365,13101,
9366,13103,
9368,13107,
9372,13112,
9373,13114,
9374,13119,
9375,13121,
9376,13126,
9378,13131,
9384,13139,
9385,13141,
9386,13143,
9394,13152,
9395,13156,
9397,13159,
9400,13163,
9401,13166,
9408,13174,
9409,13177,
9410,13179,
9412,13182,
9414,13185,
9415,13188,
9417,13191,
9418,13194,
9422,13199,
9423,13203,9423
9431,13213,
9432,13215,
9433,13217,
9436,13221,
9439,13225,
9445,13232,
9446,13236,
9447,13238,
9448,13242,
9451,13246,
9452,13248,
9454,13252,
9455,13255,
9456,13257,
9468,13270,
9469,13273,
9470,13275,
9471,13278,
9475,13283,
9477,13290,
9479,13293,
9492,13314,
9497,13320,
9504,13328,
9509,13334,
9525,13351,
9526,13356,
9528,13359,
9529,13361,
9532,13365,
9535,13369,
9538,13373,
9542,13380,
9543,13382,
9546,13386,
9547,13388,
9548,13394,
9551,13398,
9555,13407,
9557,13412,
9558,13425,
9561,13429,
9562,13433,
9563,13441,
9564,13444,
9565,13448,
9566,13454,
9567,13456,
9569,13459,
9572,13465,
9574,13468,
9575,13470,
9576,13472,
9577,13477,
9579,13480,
9580,13482,
9584,13488,
9590,13495,
9592,13500,9592
9598,13507,
9599,13512,
9600,13522,
9612,13542,
9613,13547,
9615,13550,
9616,13554,
9617,13582,
9618,13587,
9620,13591,
9621,13593,
9623,13601,
9624,13606,
9626,13613,
9627,13618,
9629,13625,
9630,13630,
9631,13635,
9633,13638,
9634,13647,
9640,13658,
9641,13664,
9645,13670,
9646,13672,
9654,13683,
9657,13687,
9658,13701,
9659,13744,
9660,13750,
9662,13755,
9663,13762,
9664,13766,
9666,13774,
9668,13780,
9671,13786,
9673,13791,
9674,13798,
9675,13804,9675
9676,13809,
9677,13822,
9680,13827,
9685,13840,
9687,13846,
9688,13849,
9689,13858,
9690,13861,
9692,13864,
9695,13871,
9700,13877,
9701,13880,
9703,13883,
9706,13887,
9713,13902,
9714,13904,
9722,13913,
9725,13917,
9726,13919,
9728,13922,
9731,13926,
9733,13929,
9738,13938,
9742,13943,
9745,13947,
9746,13950,
9749,13956,
9751,13962,
9752,13964,
9754,13968,
9755,13971,
9758,13977,
9759,13979,
9760,13984,
9761,13988,
9763,13995,
9764,13998,
9765,14001,
9767,14005,
9768,14053,
9770,14060,
9772,14065,
9773,14073,
9774,14077,
9775,14094,
9776,14097,
9777,14129,9777
9779,14140,
9782,14146,
9784,14151,
9787,14163,
9789,14167,
9793,14174,
9795,14177,
9796,14179,
9809,14193,
9810,14198,
9811,14205,
9812,14209,
9813,14211,
9814,14213,
9815,14215,
9816,14217,
9817,14222,
9818,14224,
9819,14229,
9820,14244,
9821,14249,
9823,14253,
9833,14265,
9835,14268,
9836,14271,
9840,14276,
9844,14281,
9850,14288,
9853,14295,
9855,14300,
9856,14304,
9857,14310,
9858,14322,
9859,14330,
9860,14335,
9861,14340,
9862,14342,
9863,14345,
9864,14348,
9865,14350,
9868,14354,
9869,14356,
9871,14361,
9873,14365,
9875,14368,
9876,14371,
9877,14373,
9879,14376,
9886,14391,
9887,14393,
9888,14398,
9889,14401,9889
9895,14412,
9897,14417,
9900,14422,
9906,14433,
9915,14447,
9916,14463,
9917,14472,
9918,14476,
9920,14481,
9921,14483,
9924,14488,
9935,14500,
9938,14504,
9943,14511,
9944,14513,
9966,14537,
9969,14541,
9976,14549,
9981,14556,
9987,14563,
9992,14569,
9997,14575,
10002,14583,
10006,14588,
10009,14592,
10010,14595,
10012,14599,
10013,14602,
10015,14605,
10018,14613,
10021,14617,
10024,14623,
10027,14627,
10028,14629,
10030,14632,
10036,14639,
10039,14644,
10042,14648,
10079,14687,
10084,14694,
10213,14824,10213
10219,14831,
10249,14862,
10253,14867,
10256,14871,
10257,14873,
10258,14875,
10259,14879,
10260,14882,
10263,14894,
10286,14918,
10301,14935,
10309,14949,
10328,14969,
10333,14975,
10365,15008,10365
10401,15045,
10428,15073,
10431,15077,
10443,15090,
10465,15113,
10467,15117,
10470,15121,
10471,15123,
10490,15143,
10506,15161,
10517,15179,
10519,15184,
10526,15193,
10529,15197,
10531,15200,
10540,15210,
10543,15215,
10547,15221,
10589,15264,
10591,15268,
10594,15272,
10596,15275,
10603,15303,10603
10605,15308,
10606,15315,
10611,15321,
10614,15325,
10615,15327,
10616,15329,
10623,15337,
10633,15350,
10635,15356,
10636,15358,
10645,15370,
10646,15372,
10647,15374,
10648,15379,
10649,15384,
10652,15390,
10656,15396,
10657,15398,
10658,15400,
10659,15404,
10660,15406,
10661,15409,
10664,15421,
10665,15424,
10669,15432,
10670,15451,
10671,15457,
10673,15467,
10674,15475,
10675,15484,
10680,15490,
10682,15493,
10685,15497,
10696,15512,
10697,15514,
10698,15517,
10700,15521,
10702,15550,
10703,15552,
10704,15561,
10707,15576,
10708,15581,
10710,15584,
10711,15587,
10712,15592,
10718,15599,
10720,15602,10720
10725,15608,
10750,15634,
10754,15639,
10758,15645,
10763,15651,
10767,15661,
10770,15666,
10771,15668,
10772,15670,
10777,15676,
10781,15682,
10785,15687,
10786,15695,
10787,15702,
10788,15704,
10802,15720,
10804,15723,
10808,15728,
10810,15734,
10811,15737,
10812,15745,
10813,15751,
10815,15757,
10819,15763,
10833,15778,
10843,15789,
10848,15796,
10853,15802,
10854,15808,
10859,15815,
10865,15822,
10870,15829,
10872,15833,
10873,15839,
10877,15844,
10882,15850,
10887,15857,
10897,15869,
10899,15872,
10902,15878,
10906,15884,
10922,15901,10922
10927,15909,
10931,15914,
10936,15920,
10939,15928,
10941,15932,
10945,15940,
10950,15947,
10958,15956,
10963,15969,
10967,15974,
10999,16007,
11009,16018,
11021,16031,
11023,16036,
11024,16043,
11027,16047,
11031,16053,
11035,16058,
11044,16068,
11045,16070,
11103,16130,
11107,16135,
11108,16137,
11115,16146,
11123,16156,
11129,16163,
11132,16167,
11138,16176,
11139,16180,
11142,16185,
11146,16190,
11151,16197,
11152,16199,
11153,16202,11153
11154,16209,
11158,16218,
11160,16221,
11165,16227,
11183,16246,
11201,16265,
11214,16279,
11249,16315,
11267,16334,
11271,16340,
11282,16352,
11290,16361,
11357,16429,
11375,16448,
11571,16645,11571
11622,16697,
11638,16714,
11656,16733,
11663,16741,
11665,16744,
11667,16747,
11672,16753,
11676,16758,
11681,16765,
11684,16770,
11685,16772,
11691,16779,
11694,16783,
11695,16786,
11701,16793,
11706,16800,11706
11708,16807,
11709,16809,
11710,16812,
11711,16816,
11713,16819,
11718,16826,
11726,16835,
11734,16844,
11735,16847,
11737,16851,
11739,16855,
11740,16857,
11743,16862,
11744,16864,
11747,16869,
11750,16874,
11754,16880,
11757,16887,
11760,16891,
11764,16896,
11766,16899,
11768,16902,
11769,16905,
11776,16915,
11777,16918,
11779,16922,
11780,16926,
11781,16933,
11782,16935,
11783,16938,
11784,16943,
11787,16947,
11788,16952,
11789,16958,
11790,16965,
11791,16976,
11794,16980,
11796,16983,
11799,16988,
11801,16992,
11804,16996,
11805,16998,
11806,17001,
11810,17008,
11811,17012,
11813,17016,
11816,17020,
11817,17022,
11818,17024,
11819,17028,
11824,17034,
11825,17036,
11826,17042,
11827,17044,
11830,17049,
11832,17056,
11834,17060,
11835,17067,
11836,17084,
11837,17091,
11838,17099,
11843,17106,11843
11846,17110,
11847,17113,
11853,17124,
11855,17128,
11858,17133,
11859,17135,
11865,17142,
11881,17163,
11891,17174,
11893,17177,
11927,17212,
11937,17224,
11939,17230,
11941,17234,
11948,17258,
11949,17260,
11950,17276,
11957,17284,
11958,17286,
11959,17288,
11977,17307,
11978,17309,
11979,17314,
11980,17320,
11984,17325,
11993,17335,
11998,17341,
12000,17344,
12002,17352,
12004,17355,
12007,17359,
12008,17363,
12009,17365,
12012,17369,
12015,17376,
12022,17385,
12034,17398,
12048,17413,12048
12053,17419,
12060,17427,
12098,17466,
12112,17481,
12141,17511,
12160,17531,
12171,17543,
12182,17555,
12186,17561,
12199,17575,
12206,17583,
12218,17596,
12260,17639,
12341,17721,12341
12367,17749,
