frame_number,original_frame_number,frame_with_full_frame,time_stamp_in_original_video
9683,12346,,07:05
9688,12354,,07:06
9693,12360,,07:06
9699,12367,,07:06
9708,12381,,07:06
9717,12392,,07:07
9725,12401,,07:07
9727,12407,,07:07
9728,12411,,07:07
9729,12413,,07:08
9732,12418,,07:08
9734,12425,,07:08
9736,12428,,07:08
9744,12437,,07:08
9747,12441,,07:09
9748,12443,,07:09
9753,12449,,07:09
9757,12454,,07:09
9761,12460,,07:09
9762,12462,,07:09
9765,12467,,07:09
9766,12481,,07:10
9767,12486,,07:10
9768,12491,,07:10
9769,12494,,07:10
9770,12504,,07:11
9771,12507,,07:11
9773,12514,,07:11
9774,12518,,07:11
9775,12520,,07:11
9776,12525,,07:11
9779,12532,,07:12
9782,12552,,07:12
9783,12561,,07:13
9785,12597,,07:14
9787,12601,9787,07:14
9788,12631,,07:15
9789,12637,,07:15
9792,12642,,07:15
9794,12658,,07:16
9796,12662,,07:16
9798,12665,,07:16
9799,12668,,07:16
9803,12673,,07:17
9841,12712,,07:18
9858,12730,,07:18
9861,12734,,07:19
9863,12739,,07:19
9868,12745,,07:19
9869,12749,,07:19
9871,12753,,07:19
9872,12757,,07:19
9876,12764,,07:20
9877,12770,,07:20
9880,12774,,07:20
9884,12779,,07:20
9885,12782,,07:20
9899,12797,,07:21
9914,12813,,07:21
9918,12818,,07:22
9920,12822,,07:22
9931,12834,,07:22
9935,12839,,07:22
9937,12842,,07:22
9939,12846,,07:22
9941,12850,,07:23
9945,12855,,07:23
9949,12864,,07:23
9950,12866,,07:23
9951,12868,,07:23
9953,12871,,07:23
9954,12879,,07:24
9957,12884,,07:24
9963,12892,,07:24
9965,12896,,07:24
9966,12899,,07:24
9969,12903,9969,07:24
9973,12908,,07:25
9984,12920,,07:25
9986,12923,,07:25
9989,12929,,07:25
9993,12934,,07:26
9994,12936,,07:26
9995,12940,,07:26
9996,12942,,07:26
9999,12947,,07:26
10002,12951,,07:26
10005,12957,,07:26
10006,12960,,07:26
10007,12962,,07:26
10008,12964,,07:27
10013,12972,,07:27
10015,12976,,07:27
10019,12981,,07:27
10021,12994,,07:28
10023,12997,,07:28
10025,13004,,07:28
10027,13008,,07:28
10032,13014,,07:28
10037,13022,,07:29
10041,13028,,07:29
10042,13031,,07:29
10043,13033,,07:29
10045,13036,,07:29
10047,13040,,07:29
10049,13049,,07:29
10067,13068,,07:30
10069,13071,,07:30
10074,13077,,07:30
10076,13080,,07:31
10080,13089,,07:31
10081,13092,,07:31
10084,13097,,07:31
10086,13101,,07:31
10087,13105,,07:31
10089,13116,,07:32
10090,13121,,07:32
10092,13124,,07:32
10094,13138,,07:33
10095,13141,,07:33
10096,13143,,07:33
10100,13148,,07:33
10101,13153,,07:33
10102,13156,,07:33
10104,13160,,07:33
10105,13162,,07:33
10107,13167,,07:34
10108,13169,,07:34
10109,13173,,07:34
10113,13178,,07:34
10118,13187,,07:34
10127,13201,10127,07:35
10129,13204,,07:35
10130,13206,,07:35
10133,13210,,07:35
10136,13214,,07:35
10138,13218,,07:35
10142,13227,,07:36
10145,13231,,07:36
10146,13234,,07:36
10147,13236,,07:36
10160,13252,,07:36
10163,13256,,07:37
10260,13354,,07:40
10264,13359,,07:40
10271,13367,,07:40
10276,13373,,07:41
10279,13377,,07:41
10282,13382,,07:41
10285,13386,,07:41
10287,13389,,07:41
10292,13397,,07:41
10294,13401,,07:42
10295,13404,,07:42
10309,13419,,07:42
10310,13421,,07:42
10326,13439,,07:43
10330,13445,,07:43
10337,13453,,07:43
10341,13458,,07:44
10343,13463,,07:44
10346,13473,,07:44
10347,13475,,07:44
10349,13480,,07:44
10350,13605,10350,07:49
10351,13614,,07:49
10352,13620,,07:49
10353,13622,,07:49
10354,13632,,07:50
10355,13648,,07:50
10357,13652,,07:50
10359,13659,,07:51
10361,13668,,07:51
10363,13675,,07:51
10366,13683,,07:51
10367,13693,,07:52
10368,13713,,07:52
10369,13716,,07:52
10370,13725,,07:53
10372,13733,,07:53
10373,13736,,07:53
10374,13740,,07:53
10377,13745,,07:53
10382,13751,,07:54
10384,13756,,07:54
10385,13759,,07:54
10388,13763,,07:54
10389,13795,,07:55
10390,13800,10390,07:55
10394,13806,,07:56
10397,13811,,07:56
10402,13820,,07:56
10404,13827,,07:56
10405,13851,,07:57
10406,13854,,07:57
10407,13856,,07:57
10408,13862,,07:58
10410,13867,,07:58
10411,13870,,07:58
10412,13877,,07:58
10413,13881,,07:58
10415,13886,,07:58
10426,13899,,07:59
10455,13929,,08:00
10457,13933,,08:00
10470,13947,,08:00
10475,13953,,08:01
10481,13960,,08:01
10484,13965,,08:01
10485,13967,,08:01
10492,13977,,08:01
10496,13982,,08:02
10508,13995,,08:02
10527,14015,,08:03
10536,14025,,08:03
10602,14095,,08:06
10612,14107,10612,08:06
10624,14122,,08:06
10778,14278,,08:12
10970,14471,10970,08:19
10995,14497,,08:19
11001,14504,,08:20
11037,14541,,08:21
11061,14566,,08:22
11079,14585,,08:22
11092,14599,,08:23
11101,14609,,08:23
11103,14612,,08:23
11118,14629,,08:24
11123,14638,,08:24
11128,14647,,08:25
11130,14651,,08:25
11132,14654,,08:25
11136,14659,,08:25
11139,14665,,08:25
11145,14672,,08:25
11156,14684,,08:26
11158,14687,,08:26
11161,14692,,08:26
11167,14699,,08:26
11171,14705,11171,08:27
11172,14707,,08:27
11197,14733,,08:28
11199,14736,,08:28
11202,14742,,08:28
11203,14747,,08:28
11205,14751,,08:28
11207,14765,,08:29
11208,14770,,08:29
11210,14777,,08:29
11211,14780,,08:29
11212,14783,,08:29
11213,14791,,08:30
11219,14799,,08:30
11223,14804,,08:30
11228,14813,,08:30
11230,14816,,08:30
11237,14825,,08:31
11238,14827,,08:31
11242,14833,,08:31
11243,14835,,08:31
11244,14842,,08:31
11248,14848,,08:32
11250,14851,,08:32
11251,14853,,08:32
11254,14857,,08:32
11255,14859,,08:32
11258,14870,,08:32
11259,14873,,08:32
11261,14876,,08:32
11262,14878,,08:33
11267,14884,,08:33
11271,14890,,08:33
11274,14895,,08:33
11275,14900,,08:33
11276,14902,,08:33
11279,14907,,08:34
11284,14918,,08:34
11285,14920,,08:34
11289,14926,,08:34
11292,14931,,08:34
11294,14935,,08:35
11296,14938,,08:35
11301,14944,,08:35
11313,14957,,08:35
11320,14965,,08:36
11333,14979,,08:36
11337,14984,,08:36
11340,14989,,08:36
11341,14991,,08:36
11344,14995,,08:37
11345,14997,,08:37
11347,15000,11347,08:37
11348,15003,,08:37
11349,15005,,08:37
11351,15008,,08:37
11352,15010,,08:37
11363,15022,,08:38
11365,15026,,08:38
11369,15031,,08:38
11372,15035,,08:38
11373,15039,,08:38
11379,15048,,08:38
11380,15053,,08:39
11381,15058,,08:39
11382,15065,,08:39
11384,15069,,08:39
11385,15072,,08:39
11386,15078,,08:39
11387,15081,,08:40
11388,15094,,08:40
11389,15115,,08:41
11391,15120,,08:41
11397,15127,,08:41
11400,15131,,08:41
11402,15134,,08:41
11405,15138,,08:42
11407,15143,,08:42
11410,15148,,08:42
11417,15156,,08:42
11419,15159,,08:42
11421,15183,,08:43
11423,15186,,08:43
11426,15202,,08:44
11428,15205,,08:44
11430,15208,,08:44
11433,15212,,08:44
11435,15215,,08:44
11437,15219,,08:44
11439,15222,,08:44
11440,15225,,08:45
11441,15242,,08:45
11442,15250,,08:45
11443,15255,,08:46
11444,15262,,08:46
11447,15267,,08:46
11453,15274,,08:46
11455,15278,,08:46
11457,15281,,08:46
11459,15287,,08:47
11460,15289,,08:47
11466,15296,,08:47
11469,15301,11469,08:47
11470,15305,,08:47
11473,15310,,08:47
11479,15317,,08:48
11492,15332,,08:48
11495,15336,,08:48
11496,15338,,08:48
11509,15352,,08:49
11519,15363,,08:49
11523,15370,,08:50
11531,15379,,08:50
11549,15398,,08:50
11558,15408,,08:51
11566,15417,,08:51
11570,15422,,08:51
11586,15439,,08:52
11587,15441,,08:52
11593,15448,,08:52
11610,15466,,08:53
11611,15468,,08:53
11613,15473,,08:53
11621,15484,,08:53
11622,15490,,08:54
11624,15494,,08:54
11625,15497,,08:54
11630,15503,,08:54
11632,15514,,08:54
11634,15517,,08:55
11636,15523,,08:55
11637,15529,,08:55
11641,15534,,08:55
11642,15536,,08:55
11643,15539,,08:55
11644,15545,,08:56
11645,15547,,08:56
11649,15554,,08:56
11651,15557,,08:56
11653,15560,,08:56
11655,15563,,08:56
11656,15565,,08:56
11659,15569,,08:56
11662,15578,,08:57
11666,15583,,08:57
11668,15586,,08:57
11671,15590,,08:57
11675,15595,,08:57
11679,15600,11679,08:57
11683,15605,,08:58
11685,15608,,08:58
11693,15617,,08:58
11697,15623,,08:58
11698,15625,,08:58
11699,15627,,08:58
11701,15639,,08:59
11702,15644,,08:59
11703,15648,,08:59
11704,15651,,08:59
11705,15654,,08:59
11706,15657,,08:59
11707,15660,,09:00
11708,15662,,09:00
11711,15666,,09:00
11712,15668,,09:00
11713,15674,,09:00
11714,15678,,09:00
11715,15680,,09:00
11720,15687,,09:00
11722,15692,,09:01
11723,15696,,09:01
11753,15727,,09:02
11755,15730,,09:02
11765,15741,,09:02
11835,15812,,09:05
11838,15816,,09:05
11843,15822,,09:05
11847,15827,,09:05
11858,15839,,09:06
11859,15841,,09:06
11861,15845,,09:06
11862,15847,,09:06
11864,15850,,09:06
11867,15857,,09:06
12037,16028,12037,09:12
12040,16033,,09:12
12188,16182,,09:18
12228,16223,12228,09:19
12539,16535,12539,09:30
12557,16554,,09:30
12638,16636,,09:33
12648,16647,,09:34
12657,16657,,09:34
12658,16661,,09:34
13121,17125,13121,09:50
13234,17239,,09:54
13252,17258,,09:55
13253,17260,,09:55
13256,17264,,09:55
13259,17268,,09:55
13329,17339,,09:57
13439,17451,13439,10:01
13470,17483,,10:02
13475,17489,,10:03
13511,17526,,10:04
13553,17569,,10:05
13590,17607,,10:07
13606,17624,,10:07
13656,17675,,10:09
13668,17688,,10:09
13689,17710,13689,10:10
13701,17723,,10:11
13754,17777,,10:13
13783,17807,,10:14
13812,17837,,10:15
13814,17841,,10:15
13830,17859,,10:15
13835,17865,,10:16
13851,17882,,10:16
13853,17885,,10:16
13854,17887,,10:16
13875,17909,,10:17
13878,17913,,10:17
13896,17932,,10:18
13905,17944,,10:18
13908,17948,,10:18
13913,17954,,10:19
13919,17961,,10:19
13972,18015,13972,10:21
13978,18023,,10:21
13980,18026,,10:21
13986,18033,,10:21
13987,18035,,10:21
14023,18072,,10:23
14062,18112,,10:24
14067,18119,,10:24
14077,18130,,10:25
14088,18142,,10:25
14094,18149,,10:25
14107,18163,,10:26
14127,18184,,10:27
14170,18228,,10:28
14176,18235,,10:28
14189,18249,,10:29
14190,18251,,10:29
14191,18255,,10:29
14194,18259,,10:29
14195,18261,,10:29
14198,18266,,10:29
14201,18270,,10:30
14204,18274,,10:30
14208,18279,,10:30
14211,18288,,10:30
14232,18310,14232,10:31
14234,18313,,10:31
14245,18325,,10:31
14406,18487,,10:37
14738,18820,14738,10:48
14748,18831,,10:49
14761,18845,,10:49
14767,18852,,10:50
14794,18880,,10:51
14800,18887,,10:51
14810,18898,,10:51
14813,18902,14813,10:51
14815,18905,,10:51
14821,18912,,10:52
14825,18918,,10:52
14924,19018,,10:55
14972,19067,,10:57
14985,19081,,10:57
14994,19091,,10:58
14998,19096,,10:58
15004,19104,,10:58
15013,19114,,10:59
15016,19118,,10:59
15046,19150,,11:00
15060,19165,,11:00
15062,19168,,11:00
15064,19171,,11:01
15076,19184,,11:01
15078,19187,,11:01
15083,19193,,11:01
15085,19199,,11:02
15086,19201,15086,11:02
15088,19205,,11:02
15096,19215,,11:02
15099,19221,,11:02
15100,19224,,11:02
15101,19230,,11:03
15160,19290,,11:05
15165,19296,,11:05
15167,19300,,11:05
15172,19307,,11:05
15173,19311,,11:05
15176,19315,,11:06
15177,19317,,11:06
15178,19319,,11:06
15179,19324,,11:06
15180,19326,,11:06
15181,19329,,11:06
15183,19332,,11:06
15186,19338,,11:06
15187,19341,,11:06
15191,19346,,11:07
15193,19350,,11:07
15194,19353,,11:07
15196,19359,,11:07
15198,19362,,11:07
15200,19371,,11:07
15201,19373,,11:08
15203,19380,,11:08
15204,19386,,11:08
15205,19390,,11:08
15206,19393,,11:08
15207,19397,,11:08
15208,19401,,11:09
15209,19406,,11:09
15210,19414,,11:09
15211,19431,,11:10
15212,19433,,11:10
15213,19436,,11:10
15214,19440,,11:10
15216,19448,,11:10
15219,19455,,11:10
15223,19461,,11:11
15226,19467,,11:11
15228,19474,,11:11
15229,19478,,11:11
15231,19482,,11:11
15232,19485,,11:11
15233,19488,,11:12
15235,19491,,11:12
15236,19493,,11:12
15238,19497,,11:12
15239,19499,,11:12
15242,19503,15242,11:12
15243,19505,,11:12
15246,19510,,11:12
15248,19513,,11:12
15250,19518,,11:13
15252,19527,,11:13
15253,19539,,11:13
15254,19542,,11:13
15256,19549,,11:14
15257,19556,,11:14
15259,19573,,11:14
15261,19605,,11:16
15262,19607,,11:16
15263,19609,,11:16
15264,19613,,11:16
15265,19617,,11:16
15266,19620,,11:16
15267,19628,,11:16
15270,19634,,11:17
15271,19639,,11:17
15274,19643,,11:17
15276,19648,,11:17
15278,19652,,11:17
15281,19656,,11:17
15283,19660,,11:17
15284,19663,,11:18
15286,19674,,11:18
15287,19681,,11:18
15289,19693,,11:19
15290,19696,,11:19
15291,19702,,11:19
15293,19706,,11:19
15294,19708,,11:19
15296,19711,,11:19
15304,19720,,11:20
15306,19724,,11:20
15307,19726,,11:20
15309,19729,,11:20
15310,19731,,11:20
15311,19734,,11:20
15312,19739,,11:20
15313,19741,,11:20
15315,19745,,11:20
15317,19748,,11:20
15320,19752,,11:21
15322,19755,,11:21
15332,19766,,11:21
15344,19779,,11:22
15346,19784,,11:22
15347,19786,,11:22
15349,19790,,11:22
15350,19793,,11:22
15351,19796,,11:22
15377,19823,15377,11:23
15387,19834,,11:23
15396,19844,,11:24
15418,19867,,11:25
15439,19889,,11:25
15444,19895,,11:26
15450,19902,,11:26
15480,19933,,11:27
15490,19944,,11:27
15597,20052,,11:31
15603,20059,,11:31
15605,20062,,11:31
15607,20065,,11:31
15608,20073,,11:32
15612,20079,,11:32
15617,20087,,11:32
15619,20090,,11:32
15620,20095,,11:32
15621,20099,,11:33
15629,20108,15629,11:33
15640,20120,,11:33
15643,20125,,11:33
15649,20132,,11:34
16959,21443,16959,12:19
16972,21457,,12:19
17735,22221,17735,12:46
17740,22227,,12:46
17764,22252,,12:47
17790,22279,,12:48
17798,22288,,12:48
17801,22293,,12:48
17803,22296,,12:48
17806,22300,,12:48
17810,22305,,12:49
17815,22311,,12:49
17816,22314,,12:49
17818,22318,,12:49
17821,22322,,12:49
17826,22328,,12:49
17830,22333,,12:50
17831,22338,,12:50
17834,22343,,12:50
17835,22347,,12:50
17836,22349,,12:50
17837,22351,,12:50
17839,22354,,12:50
17843,22360,,12:51
17858,22378,,12:51
17861,22383,,12:51
17865,22391,,12:52
17868,22397,,12:52
17873,22404,,12:52
17877,22409,,12:52
17883,22416,,12:52
17885,22419,,12:53
17886,22422,,12:53
17899,22436,,12:53
