frame_number,original_frame_number,frame_with_full_frame,time_stamp_in_original_video
1041,1416,,00:48
1044,1420,,00:48
1047,1425,,00:49
1048,1427,,00:49
1053,1433,,00:49
1059,1440,,00:49
1063,1445,,00:49
1065,1448,,00:49
1178,1562,1178,00:53
1183,1568,,00:54
1197,1583,,00:54
1204,1591,,00:54
1209,1597,,00:55
1212,1601,,00:55
1227,1617,,00:55
1230,1624,,00:56
1231,1627,,00:56
1232,1630,,00:56
1233,1634,,00:56
1234,1638,,00:56
1257,1662,,00:57
1258,1664,,00:57
1276,1684,,00:58
1279,1688,,00:58
1284,1694,,00:58
1294,1705,,00:58
1301,1713,,00:59
1302,1716,,00:59
1303,1718,,00:59
1322,1739,,00:59
1325,1743,,01:00
1328,1747,,01:00
1329,1749,,01:00
1443,1864,1443,01:04
1444,1866,,01:04
1445,1868,,01:04
1449,1873,,01:04
1457,1882,,01:04
1468,1894,,01:05
1469,1896,,01:05
1490,1919,,01:06
1492,1922,,01:06
1493,1924,,01:06
1497,1929,,01:06
1498,1931,,01:06
1500,1935,,01:06
1501,1939,,01:06
1505,1944,,01:07
1591,2031,,01:10
1592,2033,,01:10
1593,2040,,01:10
1594,2042,,01:10
1596,2047,,01:10
1598,2050,,01:10
1600,2054,,01:10
1601,2065,,01:11
1602,2067,,01:11
1603,2069,,01:11
1605,2073,,01:11
1607,2076,,01:11
1608,2079,,01:11
1610,2087,,01:11
1618,2096,,01:12
1627,2106,1627,01:12
1628,2109,,01:12
1629,2111,,01:12
1643,2126,,01:13
1647,2131,,01:13
1648,2134,,01:13
1653,2140,,01:13
1663,2152,,01:14
1665,2156,,01:14
1667,2159,,01:14
1669,2162,,01:14
1678,2172,,01:14
1686,2181,,01:15
1689,2186,,01:15
1692,2190,,01:15
1698,2197,,01:15
1699,2199,,01:15
1701,2202,,01:15
1702,2204,,01:16
1703,2209,,01:16
1708,2215,,01:16
1715,2223,,01:16
1716,2225,,01:16
1717,2231,,01:16
1718,2239,,01:17
1721,2243,,01:17
1739,2262,,01:18
1742,2266,,01:18
1745,2271,,01:18
1746,2274,,01:18
1747,2277,,01:18
1748,2281,,01:18
1752,2288,,01:18
1756,2294,,01:19
1758,2297,,01:19
1794,2334,,01:20
1803,2344,,01:20
1812,2354,,01:21
1841,2384,,01:22
1846,2392,,01:22
1847,2394,,01:22
1848,2396,,01:22
1853,2402,1853,01:22
1854,2404,,01:22
1858,2409,,01:23
1869,2421,,01:23
1870,2423,,01:23
1874,2428,,01:23
1879,2434,,01:23
1883,2439,,01:24
1886,2444,,01:24
1889,2448,,01:24
1896,2456,,01:24
1898,2460,,01:24
1906,2469,,01:25
1911,2476,,01:25
1912,2478,,01:25
1913,2480,,01:25
1914,2482,,01:25
1916,2485,,01:25
1917,2488,,01:25
1918,2490,,01:25
1919,2494,,01:26
1920,2497,,01:26
2427,3006,2427,01:43
2542,3122,,01:47
2556,3137,,01:48
2557,3140,,01:48
2565,3149,,01:48
2567,3152,,01:48
2572,3160,,01:48
2574,3163,,01:49
2579,3169,,01:49
2580,3171,,01:49
2586,3179,,01:49
2591,3185,,01:49
2593,3188,,01:49
2594,3190,,01:50
2596,3194,,01:50
2598,3198,,01:50
2604,3206,,01:50
2607,3213,,01:50
2609,3217,,01:50
2611,3224,,01:51
2613,3229,,01:51
2614,3231,,01:51
2616,3234,,01:51
2619,3238,,01:51
2623,3244,,01:51
2627,3249,,01:52
2628,3251,,01:52
2637,3262,,01:52
2639,3266,,01:52
2643,3274,,01:52
2644,3276,,01:52
2647,3280,,01:53
2649,3283,,01:53
2658,3293,,01:53
2662,3298,,01:53
2675,3312,2675,01:54
2708,3346,,01:55
2723,3362,,01:55
2726,3366,,01:56
2731,3372,,01:56
2732,3375,,01:56
2762,3406,,01:57
2777,3423,,01:58
2813,3460,,01:59
2822,3470,,01:59
2833,3482,,02:00
2846,3498,,02:00
2850,3505,,02:00
2856,3512,,02:01
2858,3515,,02:01
2859,3517,,02:01
2862,3521,,02:01
2863,3524,,02:01
2869,3531,,02:01
2928,3591,,02:03
2983,3647,2983,02:05
3149,3814,,02:11
3159,3825,,02:11
3164,3831,,02:12
3194,3862,,02:13
3226,3895,,02:14
3230,3900,3230,02:14
3300,3971,,02:16
3324,3996,,02:17
3329,4002,,02:18
3352,4026,,02:18
3511,4186,,02:24
3516,4192,,02:24
3526,4204,3526,02:24
3541,4220,,02:25
3577,4257,,02:26
3578,4260,,02:26
3579,4262,,02:26
3587,4271,,02:27
3613,4298,,02:28
3619,4305,,02:28
3625,4312,,02:28
3628,4318,,02:28
3631,4323,,02:29
3635,4328,,02:29
3640,4334,,02:29
3682,4377,,02:30
3709,4405,,02:31
3717,4414,,02:32
3747,4447,,02:33
3759,4460,,02:33
3773,4475,,02:34
3776,4479,,02:34
3798,4502,3798,02:35
3803,4508,,02:35
3836,4542,,02:36
3837,4544,,02:36
3840,4548,,02:36
3844,4553,,02:37
3846,4556,,02:37
3847,4560,,02:37
3849,4564,,02:37
3852,4573,,02:37
3854,4577,,02:37
3855,4579,,02:37
3856,4582,,02:38
3857,4585,,02:38
3858,4593,,02:38
3859,4595,,02:38
3860,4599,,02:38
3861,4602,,02:38
3869,4612,,02:39
3873,4618,,02:39
3875,4623,,02:39
3882,4631,,02:39
3888,4638,,02:39
3894,4645,,02:40
3895,4647,,02:40
3897,4650,,02:40
3904,4658,,02:40
3905,4660,,02:40
3908,4664,,02:40
3911,4668,,02:40
3913,4671,,02:41
3914,4676,,02:41
3915,4678,,02:41
3916,4680,,02:41
3918,4686,,02:41
3919,4692,,02:41
3920,4695,,02:41
3921,4697,,02:41
3922,4700,,02:42
3924,4705,,02:42
3926,4708,,02:42
3931,4715,,02:42
3933,4718,,02:42
3935,4721,,02:42
3939,4727,,02:43
3944,4734,,02:43
3945,4736,,02:43
3946,4738,,02:43
3947,4741,,02:43
3949,4745,,02:43
3951,4750,,02:43
3956,4756,,02:44
3961,4762,,02:44
3965,4767,,02:44
3968,4771,,02:44
3969,4773,,02:44
3976,4781,,02:44
3979,4785,,02:45
3982,4789,,02:45
3983,4791,,02:45
3990,4800,3990,02:45
3994,4807,,02:45
3998,4813,,02:45
4002,4821,,02:46
4010,4830,,02:46
4014,4835,,02:46
4015,4837,,02:46
4021,4844,,02:47
4031,4855,,02:47
4032,4858,,02:47
4054,4881,,02:48
4059,4887,,02:48
4085,4914,,02:49
4144,4974,,02:51
4150,4981,,02:51
4158,4990,,02:52
4165,4999,,02:52
4173,5008,,02:52
4177,5015,,02:52
4179,5019,,02:53
4180,5022,,02:53
4183,5026,,02:53
4185,5029,,02:53
4190,5035,,02:53
4192,5040,,02:53
4197,5047,,02:54
4199,5054,,02:54
4200,5057,,02:54
4207,5065,,02:54
4208,5068,,02:54
4218,5080,,02:55
4224,5087,,02:55
4225,5090,,02:55
4226,5092,,02:55
4234,5105,4234,02:56
4238,5110,,02:56
4244,5117,,02:56
4246,5122,,02:56
4250,5127,,02:56
4252,5131,,02:56
4255,5136,,02:57
4260,5142,,02:57
4261,5144,,02:57
4264,5148,,02:57
4287,5173,,02:58
4297,5184,,02:58
4304,5192,,02:59
4310,5199,,02:59
4335,5225,,03:00
4347,5238,,03:00
4361,5253,,03:01
4438,5331,,03:03
4456,5350,,03:04
4462,5358,,03:04
4467,5367,,03:05
4469,5371,,03:05
4471,5374,,03:05
4477,5381,,03:05
4498,5403,4498,03:06
4531,5437,,03:07
4541,5448,,03:07
4563,5471,,03:08
4623,5533,,03:10
4626,5537,,03:10
4631,5543,,03:11
4633,5547,,03:11
4638,5554,,03:11
4639,5556,,03:11
4640,5559,,03:11
4641,5562,,03:11
4645,5567,,03:11
4647,5572,,03:12
4648,5577,,03:12
4649,5582,,03:12
4656,5591,,03:12
4660,5596,,03:12
4677,5614,,03:13
4696,5634,,03:14
4717,5656,,03:15
4719,5660,,03:15
4725,5667,,03:15
4730,5674,,03:15
4737,5682,,03:15
4741,5687,,03:16
4745,5692,,03:16
4824,5772,4824,03:19
4847,5796,,03:19
4856,5806,,03:20
4943,5894,,03:23
4948,5900,,03:23
4956,5909,,03:23
4957,5912,,03:23
4967,5923,,03:24
5089,6046,5089,03:28
5090,6048,,03:28
5098,6057,,03:28
5118,6078,,03:29
5191,6152,,03:32
5194,6156,,03:32
5237,6200,,03:33
5245,6211,,03:34
5246,6216,,03:34
5253,6224,,03:34
5263,6235,,03:35
5264,6237,,03:35
5268,6242,,03:35
5282,6257,,03:35
5285,6261,,03:35
5286,6263,,03:35
5287,6265,,03:36
5289,6268,,03:36
5293,6273,,03:36
5297,6278,,03:36
5302,6284,,03:36
5305,6288,,03:36
5317,6301,5317,03:37
5341,6326,,03:38
5355,6342,,03:38
5363,6351,,03:39
5367,6356,,03:39
5370,6360,,03:39
5371,6362,,03:39
5372,6365,,03:39
5374,6373,,03:39
5376,6376,,03:39
5377,6379,,03:39
5378,6382,,03:40
5380,6385,,03:40
5381,6388,,03:40
5383,6395,,03:40
5391,6417,,03:41
5392,6422,,03:41
5393,6425,,03:41
5394,6427,,03:41
5395,6434,,03:41
5396,6438,,03:42
5397,6455,,03:42
5403,6469,,03:43
5404,6474,,03:43
5405,6477,,03:43
5406,6481,,03:43
5407,6484,,03:43
5408,6487,,03:43
5410,6490,,03:43
5421,6502,,03:44
5422,6504,,03:44
5429,6512,,03:44
5447,6531,,03:45
5484,6569,,03:46
5489,6575,,03:46
5490,6577,,03:46
5494,6582,,03:46
5499,6589,,03:47
5502,6593,,03:47
5511,6603,5511,03:47
5519,6612,,03:48
5523,6618,,03:48
5527,6623,,03:48
5531,6628,,03:48
5533,6632,,03:48
5536,6638,,03:48
5546,6653,,03:49
5547,6655,,03:49
5548,6657,,03:49
5549,6660,,03:49
5554,6666,,03:49
5560,6674,,03:50
5565,6680,,03:50
5566,6683,,03:50
5570,6689,,03:50
5574,6696,,03:50
5575,6705,,03:51
5576,6711,,03:51
5577,6726,,03:51
5579,6737,,03:52
5581,6745,,03:52
5586,6751,,03:52
5588,6754,,03:52
5591,6758,,03:53
5592,6760,,03:53
5596,6765,,03:53
5597,6769,,03:53
5601,6774,,03:53
5605,6779,,03:53
5609,6784,,03:53
5616,6792,,03:54
5618,6795,,03:54
5619,6797,,03:54
5624,6803,,03:54
5630,6810,,03:54
5632,6813,,03:54
5633,6816,,03:55
5635,6828,,03:55
5636,6832,,03:55
5637,6834,,03:55
5638,6840,,03:55
5639,6846,,03:56
5640,6852,,03:56
5641,6855,,03:56
5642,6858,,03:56
5643,6863,,03:56
5645,6867,,03:56
5646,6874,,03:57
5649,6882,,03:57
5653,6887,,03:57
5654,6891,,03:57
5655,6893,,03:57
5656,6908,5656,03:58
5657,6913,,03:58
5658,6916,,03:58
5660,6919,,03:58
5662,6922,,03:58
5666,6927,,03:58
5765,7027,,04:02
5769,7032,,04:02
5772,7037,,04:02
5776,7042,,04:02
5777,7045,,04:02
5778,7047,,04:03
5780,7051,,04:03
5783,7056,,04:03
5785,7061,,04:03
5786,7064,,04:03
5789,7070,,04:03
5793,7076,,04:04
5802,7087,,04:04
5804,7090,,04:04
5805,7092,,04:04
5807,7095,,04:04
5809,7098,,04:04
5842,7132,,04:05
5848,7140,,04:06
5850,7143,,04:06
5852,7148,,04:06
5853,7152,,04:06
5854,7155,,04:06
5859,7161,,04:06
5864,7167,,04:07
5876,7180,,04:07
5888,7193,,04:08
5892,7202,5892,04:08
5899,7211,,04:08
5900,7213,,04:08
5903,7217,,04:08
5904,7220,,04:08
5906,7223,,04:09
5907,7225,,04:09
5909,7229,,04:09
5910,7231,,04:09
5914,7237,,04:09
5919,7243,,04:09
5922,7249,,04:09
5925,7254,,04:10
5928,7259,,04:10
5929,7262,,04:10
5931,7265,,04:10
5933,7273,,04:10
5934,7277,,04:10
5937,7287,,04:11
5938,7292,,04:11
5939,7294,,04:11
5941,7298,,04:11
5944,7310,,04:12
5946,7316,,04:12
5949,7320,,04:12
5954,7326,,04:12
5963,7336,,04:12
5965,7339,,04:13
5972,7347,,04:13
5979,7355,,04:13
5983,7363,,04:13
5984,7365,,04:13
5985,7367,,04:14
5986,7370,,04:14
5988,7377,,04:14
5990,7382,,04:14
5998,7391,,04:14
6002,7396,,04:15
6003,7398,,04:15
6010,7427,,04:16
6012,7435,,04:16
6013,7437,,04:16
6014,7439,,04:16
6015,7442,,04:16
6017,7447,,04:16
6018,7451,,04:16
6021,7459,,04:17
6023,7463,,04:17
6024,7473,,04:17
6025,7478,,04:17
6026,7484,,04:18
6030,7489,,04:18
6033,7493,,04:18
6036,7497,,04:18
6038,7500,6038,04:18
6040,7503,,04:18
6045,7509,,04:18
6050,7515,,04:19
6052,7519,,04:19
6061,7529,,04:19
6064,7533,,04:19
6079,7549,,04:20
6093,7565,,04:20
6099,7572,,04:21
6105,7579,,04:21
6121,7596,,04:21
6127,7603,,04:22
6129,7607,,04:22
6130,7609,,04:22
6131,7611,,04:22
6134,7616,,04:22
6135,7619,,04:22
6137,7622,,04:22
6139,7627,,04:23
6141,7630,,04:23
6143,7633,,04:23
6145,7651,,04:23
6150,7658,,04:24
6151,7662,,04:24
6154,7666,,04:24
6157,7673,,04:24
6158,7677,,04:24
6159,7679,,04:24
6160,7689,,04:25
6162,7693,,04:25
6163,7695,,04:25
6181,7714,,04:26
6334,7868,6334,04:31
6337,7872,,04:31
6340,7877,,04:31
6351,7889,,04:32
6370,7910,,04:32
6383,7924,,04:33
6391,7935,,04:33
6406,7955,,04:34
6407,7957,,04:34
6443,7994,,04:35
6470,8022,,04:36
6471,8024,,04:36
6493,8047,,04:37
6495,8052,,04:37
6496,8054,,04:37
6506,8065,,04:38
6507,8067,,04:38
6512,8073,,04:38
6513,8076,,04:38
6517,8082,,04:38
6534,8101,6534,04:39
6546,8116,,04:39
6551,8123,,04:40
6618,8191,,04:42
6622,8196,,04:42
6624,8199,,04:42
6626,8203,,04:42
6634,8212,,04:43
6636,8215,,04:43
6666,8246,,04:44
6668,8249,,04:44
6676,8258,,04:44
6678,8261,,04:44
6680,8264,,04:44
6686,8271,,04:45
6687,8273,,04:45
6690,8277,,04:45
6699,8287,,04:45
6703,8292,,04:45
6704,8294,,04:46
6712,8303,,04:46
6715,8308,,04:46
6717,8312,,04:46
6729,8325,,04:47
6758,8355,,04:48
6763,8361,,04:48
6766,8365,,04:48
6767,8367,,04:48
6769,8370,,04:48
6783,8389,,04:49
6786,8395,,04:49
6791,8401,6791,04:49
6798,8410,,04:50
6799,8415,,04:50
6806,8424,,04:50
6810,8429,,04:50
6812,8432,,04:50
6816,8437,,04:50
6840,8462,,04:51
6855,8478,,04:52
6858,8483,,04:52
6863,8490,,04:52
6865,8493,,04:52
6871,8501,,04:53
6878,8509,,04:53
6883,8515,,04:53
6886,8519,,04:53
6888,8522,,04:53
6890,8525,,04:53
6892,8529,,04:54
6896,8536,,04:54
6897,8538,,04:54
6899,8541,,04:54
6903,8546,,04:54
6906,8550,,04:54
6910,8555,,04:55
6911,8558,,04:55
6912,8560,,04:55
6915,8564,,04:55
6930,8580,,04:55
6931,8582,,04:55
6932,8584,,04:56
6935,8588,,04:56
6941,8595,,04:56
6944,8602,,04:56
6946,8605,,04:56
6949,8609,,04:56
6965,8630,,04:57
6966,8633,,04:57
6970,8641,,04:57
6973,8646,,04:58
6976,8652,,04:58
6977,8655,,04:58
6978,8657,,04:58
6982,8668,,04:58
6983,8670,,04:58
6985,8673,,04:59
6986,8676,,04:59
6987,8678,,04:59
6988,8688,,04:59
6989,8695,,04:59
6990,8700,6990,05:00
6991,8705,,05:00
6993,8710,,05:00
6994,8715,,05:00
6995,8719,,05:00
6996,8721,,05:00
6997,8724,,05:00
6999,8729,,05:01
7000,8737,,05:01
7004,8742,,05:01
7011,8751,,05:01
7013,8754,,05:01
7014,8757,,05:01
7080,8824,,05:04
7081,8826,,05:04
7086,8832,,05:04
7109,8856,,05:05
7114,8862,,05:05
7118,8868,,05:05
7120,8871,,05:05
7126,8878,,05:06
7128,8881,,05:06
7132,8886,,05:06
7160,8915,,05:07
7162,8918,,05:07
7176,8933,,05:08
7187,8945,,05:08
7210,8969,,05:09
7213,8975,,05:09
7223,8986,,05:09
7227,8991,,05:10
7228,8994,,05:10
7230,8997,,05:10
7246,9014,7246,05:10
7323,9092,,05:13
7355,9125,,05:14
7362,9133,,05:14
7374,9146,,05:15
7379,9152,,05:15
7382,9157,,05:15
7383,9161,,05:15
7385,9166,,05:16
7387,9169,,05:16
7394,9177,,05:16
7404,9190,,05:16
7408,9195,,05:17
7412,9200,,05:17
7414,9205,,05:17
7416,9208,,05:17
7418,9212,,05:17
7420,9216,,05:17
7423,9220,,05:17
7425,9225,,05:18
7427,9230,,05:18
7434,9239,,05:18
7435,9242,,05:18
7438,9246,,05:18
7441,9250,,05:18
7447,9257,,05:19
7450,9263,,05:19
7454,9268,,05:19
7581,9396,7581,05:24
7587,9403,,05:24
7591,9408,,05:24
7623,9442,,05:25
7624,9446,,05:25
7625,9448,,05:25
7629,9454,,05:26
7632,9458,,05:26
7633,9460,,05:26
7634,9462,,05:26
7640,9470,,05:26
7643,9474,,05:26
7647,9481,,05:26
7650,9488,,05:27
7653,9493,,05:27
7655,9497,,05:27
7657,9500,,05:27
7659,9503,,05:27
7660,9507,,05:27
7661,9509,,05:27
7686,9535,,05:28
7698,9548,,05:29
7704,9555,,05:29
7711,9563,,05:29
7712,9565,,05:29
7713,9567,,05:29
7714,9569,,05:29
7715,9571,,05:30
7719,9576,,05:30
7720,9578,,05:30
7731,9590,,05:30
7739,9599,,05:31
7745,9607,7745,05:31
7746,9609,,05:31
7751,9615,,05:31
7753,9618,,05:31
7754,9620,,05:31
7756,9628,,05:32
7757,9630,,05:32
7763,9640,,05:32
7764,9649,,05:32
7766,9653,,05:32
7775,9663,,05:33
7780,9673,,05:33
7781,9677,,05:33
7783,9682,,05:33
7798,9698,,05:34
7808,9709,,05:34
7819,9723,,05:35
7835,9740,,05:35
7842,9750,,05:36
7844,9758,,05:36
7848,9764,,05:36
7849,9766,,05:36
7857,9777,,05:37
7858,9779,,05:37
7859,9783,,05:37
7861,9790,,05:37
7862,9792,,05:37
7865,9797,,05:37
7870,9803,,05:38
7873,9809,,05:38
7875,9814,,05:38
7876,9830,,05:38
7895,9858,,05:39
7899,9865,,05:40
7900,9869,,05:40
7901,9872,,05:40
7903,9875,,05:40
7904,9882,,05:40
7906,9887,,05:40
7907,9895,,05:41
7909,9899,,05:41
7911,9909,7911,05:41
7914,9916,,05:41
7915,9919,,05:42
7924,9929,,05:42
7929,9935,,05:42
8020,10027,,05:45
8023,10032,,05:45
8029,10039,,05:46
8041,10052,,05:46
8060,10072,,05:47
8068,10081,,05:47
8073,10087,,05:47
8074,10091,,05:47
8077,10095,,05:48
8078,10098,,05:48
8082,10103,,05:48
8083,10107,,05:48
8085,10110,,05:48
8088,10114,,05:48
8092,10120,,05:48
8110,10139,,05:49
8113,10143,,05:49
8115,10146,,05:49
8137,10171,,05:50
8139,10174,,05:50
8141,10177,,05:50
8149,10186,,05:51
8155,10193,,05:51
8158,10197,,05:51
8160,10201,8160,05:51
8161,10203,,05:51
8172,10217,,05:52
8191,10237,,05:53
8196,10243,,05:53
8205,10253,,05:53
8206,10255,,05:53
8209,10261,,05:53
8213,10268,,05:54
8215,10271,,05:54
8220,10277,,05:54
8221,10279,,05:54
8224,10285,,05:54
8226,10288,,05:54
8233,10297,,05:55
8234,10299,,05:55
8239,10306,,05:55
8241,10309,,05:55
8242,10311,,05:55
8243,10313,,05:55
8244,10317,,05:55
8245,10320,,05:55
8248,10324,,05:56
8253,10330,,05:56
8258,10336,,05:56
8268,10347,,05:56
8270,10350,,05:56
8273,10354,,05:57
8275,10357,,05:57
8278,10361,,05:57
8281,10366,,05:57
8284,10371,,05:57
8287,10375,,05:57
8291,10387,,05:58
8295,10393,,05:58
8297,10402,,05:58
8298,10407,,05:58
8299,10418,,05:59
8300,10422,,05:59
8302,10432,,05:59
8303,10441,,06:00
8305,10447,,06:00
8307,10454,,06:00
8308,10457,,06:00
8311,10470,,06:01
8313,10473,,06:01
8315,10476,,06:01
8316,10478,,06:01
8317,10481,,06:01
8319,10486,,06:01
8320,10488,,06:01
8322,10491,,06:01
8323,10495,,06:01
8326,10508,8326,06:02
8327,10513,,06:02
8329,10520,,06:02
8331,10526,,06:02
8332,10532,,06:03
8334,10537,,06:03
8336,10541,,06:03
8337,10543,,06:03
8338,10545,,06:03
8339,10549,,06:03
8344,10555,,06:03
8346,10561,,06:04
8347,10563,,06:04
8348,10566,,06:04
8363,10586,,06:05
8365,10590,,06:05
8368,10594,,06:05
8369,10596,,06:05
8370,10599,,06:05
8373,10604,,06:05
8376,10610,,06:05
8379,10615,,06:06
8381,10618,,06:06
8384,10626,,06:06
8385,10634,,06:06
8389,10640,,06:06
8391,10644,,06:07
8393,10648,,06:07
8395,10653,,06:07
8407,10667,,06:07
8409,10670,,06:07
8410,10672,,06:08
8411,10675,,06:08
8412,10677,,06:08
8413,10679,,06:08
8415,10684,,06:08
8416,10688,,06:08
8417,10690,,06:08
8419,10694,,06:08
8422,10698,,06:08
8479,10756,,06:10
8800,11078,8800,06:22
8855,11134,8855,06:23
8873,11153,,06:24
8883,11166,,06:25
8886,11170,,06:25
8887,11172,,06:25
8908,11195,,06:26
8910,11198,,06:26
8918,11209,,06:26
8921,11213,,06:26
8927,11220,,06:26
8933,11228,,06:27
8934,11231,,06:27
8935,11238,,06:27
8936,11242,,06:27
8937,11244,,06:27
8969,11277,,06:28
8970,11279,,06:28
8973,11283,,06:29
8974,11285,,06:29
8978,11294,,06:29
8980,11299,,06:29
8982,11307,,06:29
8984,11311,,06:30
8986,11325,,06:30
8987,11339,,06:31
8990,11346,,06:31
9052,11410,9052,06:33
9053,11413,,06:33
9055,11421,,06:33
9133,11500,,06:36
9147,11516,,06:37
9150,11520,,06:37
9174,11545,,06:38
9176,11549,,06:38
9227,11602,,06:40
9233,11609,,06:40
9234,11611,,06:40
9243,11621,,06:40
9263,11642,,06:41
9282,11662,,06:42
9285,11667,,06:42
9286,11670,,06:42
9295,11680,,06:42
9296,11682,,06:42
9297,11684,,06:42
9299,11687,,06:43
9303,11692,,06:43
9305,11696,,06:43
9308,11700,9308,06:43
9309,11702,,06:43
9310,11704,,06:43
9312,11707,,06:43
9313,11710,,06:43
9319,11719,,06:44
9320,11722,,06:44
9324,11727,,06:44
9327,11731,,06:44
9331,11736,,06:44
9336,11742,,06:44
9338,11746,,06:45
9348,11758,,06:45
9352,11763,,06:45
9354,11766,,06:45
9360,11776,,06:46
9362,11780,,06:46
9370,11789,,06:46
9374,11794,,06:46
9380,11801,,06:46
9381,11804,,06:47
9385,11809,,06:47
9386,11811,,06:47
9391,11818,,06:47
9396,11825,,06:47
9400,11831,,06:47
9405,11837,,06:48
9411,11844,,06:48
9413,11847,,06:48
9414,11858,,06:48
9415,11862,,06:49
9416,11864,,06:49
9418,11875,,06:49
9419,11879,,06:49
9422,11884,,06:49
9427,11892,,06:50
9428,11896,,06:50
9432,11903,,06:50
9436,11909,,06:50
9438,11914,,06:50
9441,11920,,06:51
9444,11927,,06:51
9447,11931,,06:51
9448,11939,,06:51
9449,11942,,06:51
9450,11944,,06:51
9451,11946,,06:51
9452,11962,,06:52
9453,11965,,06:52
9456,11969,,06:52
9457,11971,,06:52
9459,11976,,06:52
9460,11978,,06:53
9461,11981,,06:53
9462,11983,,06:53
9463,11989,,06:53
9464,11991,,06:53
9465,11993,,06:53
9466,11996,,06:53
9471,12002,9471,06:53
9473,12017,,06:54
9474,12023,,06:54
9479,12029,,06:54
9483,12035,,06:55
9485,12042,,06:55
9486,12044,,06:55
9488,12047,,06:55
9490,12053,,06:55
9492,12057,,06:55
9493,12061,,06:55
9495,12068,,06:56
9496,12072,,06:56
9499,12078,,06:56
9502,12088,,06:56
9505,12102,,06:57
9508,12106,,06:57
9510,12109,,06:57
9511,12114,,06:57
9512,12119,,06:57
9513,12123,,06:58
9515,12129,,06:58
9518,12134,,06:58
9521,12139,,06:58
9522,12143,,06:58
9525,12147,,06:58
9526,12149,,06:58
9527,12153,,06:59
9530,12157,,06:59
9534,12162,,06:59
9535,12164,,06:59
9541,12171,,06:59
9590,12221,,07:01
9593,12227,,07:01
9594,12229,,07:01
9595,12231,,07:01
9602,12239,,07:02
9604,12242,,07:02
9605,12244,,07:02
9609,12250,,07:02
9616,12259,,07:02
9617,12261,,07:02
9620,12265,,07:02
9634,12280,,07:03
9649,12296,,07:04
9654,12302,9654,07:04
9657,12306,,07:04
9662,12312,,07:04
9664,12315,,07:04
9666,12318,,07:04
9670,12325,,07:05
9671,12328,,07:05
9672,12330,,07:05
9674,12333,,07:05
9676,12337,,07:05
